MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
SAS vs GSW,2022-04-08,0,194.0,0.778,0.425,0.4,0.638,3,22,18,4,3,16,18,5,26,10,25,18,25,9,14,10,20,3,18,5,17,9,20,18,3,5,26,29,25,13,27,4,25,26,17,3,13,17,11,9,26,2,24,26,16,14,22,10,17,25,25,28,18,25,16,20
SAS vs POR,2022-04-02,1,205.0,0.667,0.416,0.091,0.351,10,22,30,25,11,18,30,28,25,10,13,27,25,8,9,26,17,3,12,26,12,8,9,21,5,6,29,20,21,11,3,8,22,26,14,11,16,15,28,22,25,2,3,21,23,11,27,26,23,29,14,13,7,25,30,23
SAS vs POR,2022-03-31,1,241.0,0.6,0.408,0.182,0.355,8,22,28,25,18,18,30,26,22,11,11,27,12,9,8,26,14,3,13,26,9,9,10,21,12,5,29,20,20,12,3,8,21,26,18,11,24,17,30,22,11,2,6,21,28,12,25,26,12,29,14,12,10,25,26,23
SAS vs MEM,2022-03-29,0,223.0,0.6,0.413,0.889,0.697,10,22,3,2,17,18,2,3,20,10,22,1,10,8,10,1,11,2,17,6,6,8,1,1,13,5,4,10,21,12,9,1,19,25,27,22,28,18,1,19,10,2,20,1,28,12,9,16,10,28,23,4,8,25,30,28
SAS vs NOP,2022-03-17,0,215.0,0.364,0.386,0.5,0.406,19,23,15,22,23,18,8,21,2,6,14,21,5,9,11,14,3,1,8,11,12,8,26,27,22,5,15,18,12,11,2,7,17,27,21,24,21,15,19,28,2,2,14,19,11,8,5,22,8,29,13,9,23,26,28,12
SAS vs OKC,2022-03-15,1,242.0,0.3,0.377,0.2,0.294,21,23,26,27,25,18,29,27,9,6,16,30,13,11,14,13,5,1,16,29,10,8,13,18,20,5,25,13,15,11,6,12,23,27,9,8,29,18,28,30,6,2,11,14,10,8,21,30,11,29,22,30,23,26,15,19
SAS vs MIN,2022-03-13,0,288.0,0.333,0.382,0.8,0.565,20,23,1,12,24,18,1,9,11,6,1,1,14,10,6,12,6,1,3,7,18,8,3,3,17,5,28,26,14,11,1,3,24,27,1,1,29,18,11,14,9,2,6,3,14,9,7,24,12,29,4,5,24,26,6,16
SAS vs IND,2022-03-11,0,227.0,0.375,0.388,0.286,0.328,18,23,23,26,22,16,18,23,10,6,26,16,14,9,24,15,8,1,19,12,17,8,6,4,18,5,12,22,13,10,30,27,24,27,27,15,28,17,6,25,9,3,25,9,11,8,13,16,8,29,23,15,27,26,21,23
SAS vs UTA,2022-03-10,1,206.0,0.286,0.379,0.714,0.631,22,23,6,6,24,16,10,3,13,10,21,12,21,14,14,10,5,1,19,26,21,8,21,13,15,5,18,15,19,12,22,25,27,27,5,3,24,13,8,6,13,3,25,27,4,5,17,4,20,30,23,9,24,26,20,13
SAS vs TOR,2022-03-08,0,223.0,0.429,0.385,0.375,0.531,15,23,15,14,18,16,22,14,14,9,16,24,18,14,7,20,8,1,18,28,18,8,14,19,16,5,11,3,23,11,9,4,26,27,23,20,23,13,26,15,14,3,6,10,7,5,28,26,20,30,14,22,26,26,29,24
SAS vs LAL,2022-03-06,1,227.0,0.286,0.375,0.333,0.444,23,24,23,20,20,16,24,22,18,9,30,18,22,13,30,22,9,1,30,21,26,8,10,5,4,4,6,21,19,9,19,7,27,27,29,20,24,13,26,19,18,3,29,17,11,5,22,11,22,30,30,13,21,26,10,29
SAS vs SAC,2022-03-02,0,227.0,0.571,0.387,0.286,0.359,12,24,24,25,14,16,25,26,16,8,24,6,23,12,25,17,3,1,22,16,27,9,18,14,5,5,15,22,18,10,23,17,27,27,24,17,7,12,29,23,16,3,24,6,5,5,15,18,20,30,15,3,10,26,8,19
SAS vs HOU,2022-02-03,1,237.0,0.333,0.358,0.375,0.294,19,23,22,28,15,18,25,29,2,6,30,21,2,5,30,28,2,1,29,25,3,8,30,20,15,6,6,30,18,11,29,20,6,25,25,7,14,15,17,20,1,2,30,29,13,11,22,20,20,28,28,1,20,27,21,30
