MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
DET vs MIL,2022-04-07,0,232.0,0.4,0.288,0.6,0.625,19,28,10,5,12,26,19,7,26,29,17,3,24,25,16,2,19,24,23,20,10,14,16,27,11,20,16,12,4,9,20,12,22,16,17,5,25,29,22,4,24,12,19,9,27,29,7,11,23,13,22,9,1,13,19,15
DET vs DAL,2022-04-05,0,244.0,0.5,0.291,0.636,0.62,16,28,6,5,11,27,17,10,25,29,13,25,24,26,17,27,15,24,21,25,8,13,27,28,9,19,12,2,3,9,30,29,18,16,4,8,19,29,22,23,16,13,14,29,23,29,13,20,23,15,17,24,14,13,9,16
DET vs PHI,2022-03-30,1,196.0,0.2,0.263,0.545,0.613,27,28,9,8,18,28,13,13,24,29,7,24,20,27,7,30,24,24,16,25,12,14,10,7,18,20,8,2,10,9,10,14,21,17,11,28,25,29,11,10,23,11,8,30,22,29,27,17,18,12,2,5,8,13,6,1
DET vs NYK,2022-03-26,0,206.0,0.3,0.27,0.636,0.432,23,28,5,19,16,29,5,19,22,29,8,27,20,25,4,3,21,24,19,30,19,14,15,13,21,20,14,11,19,11,12,27,24,17,6,12,21,29,6,12,22,12,12,24,18,29,24,27,16,11,2,2,16,13,26,26
DET vs WAS,2022-03-24,0,197.0,0.4,0.274,0.182,0.417,21,28,26,22,15,29,25,24,21,29,12,24,20,24,19,27,16,24,4,15,19,14,10,12,18,20,9,7,21,10,17,30,24,18,20,29,10,29,16,26,23,14,14,28,17,29,11,7,18,10,8,16,21,15,10,12
DET vs ATL,2022-03-22,1,223.0,0.4,0.264,0.636,0.5,19,29,5,17,18,29,12,14,20,29,6,8,19,25,12,22,18,24,4,13,16,14,16,23,15,20,5,1,26,14,11,26,21,18,6,21,16,29,20,3,23,14,7,17,20,29,17,7,16,10,8,11,20,15,3,4
DET vs POR,2022-03-20,0,234.0,0.4,0.268,0.111,0.371,19,28,29,24,17,29,30,26,23,29,30,28,22,25,29,26,21,24,30,27,20,14,29,22,12,18,17,16,25,13,22,14,22,19,29,12,12,29,26,18,21,14,28,25,18,29,29,25,21,13,25,16,22,16,28,22
DET vs LAC,2022-03-12,0,208.0,0.556,0.269,0.625,0.507,8,28,8,15,20,29,18,19,12,29,28,17,8,25,16,11,11,24,24,15,13,15,4,10,17,19,11,22,18,14,19,10,12,18,25,16,21,29,3,4,6,13,24,9,26,29,25,21,14,12,30,29,10,13,8,11
DET vs CHI,2022-03-08,0,222.0,0.75,0.277,0.286,0.6,3,28,23,9,16,29,24,13,11,29,23,11,2,24,26,26,11,24,24,15,11,13,27,22,19,20,4,8,13,13,25,26,14,18,30,30,17,29,11,2,4,14,19,19,26,29,8,1,18,12,29,20,12,14,6,3
DET vs ATL,2022-03-06,1,223.0,0.625,0.266,0.714,0.492,7,28,7,18,16,29,5,15,17,29,19,16,8,25,27,23,15,24,27,19,14,13,15,23,14,19,1,1,15,14,24,29,19,18,26,23,11,29,5,3,6,15,24,22,27,29,9,8,17,12,14,14,9,14,8,5
