MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
TOR vs HOU,2022-04-07,1,232.0,0.727,0.588,0.273,0.25,1,11,26,30,4,10,22,30,10,20,9,18,1,10,11,30,19,29,9,22,14,17,1,15,5,3,29,30,6,2,8,17,11,19,4,4,26,19,11,20,3,5,8,23,22,25,20,24,19,18,4,1,21,24,26,30
TOR vs PHI,2022-04-06,1,233.0,0.7,0.582,0.636,0.62,3,11,3,7,3,11,6,10,21,21,3,20,8,10,5,30,26,29,6,25,14,17,3,6,2,3,19,2,8,2,6,13,16,20,10,28,27,19,5,7,11,5,12,30,22,25,9,16,19,21,2,3,21,24,6,1
TOR vs ATL,2022-04-04,1,226.0,0.7,0.577,0.7,0.526,4,11,4,15,3,12,6,14,18,19,12,7,13,10,17,21,26,29,14,15,18,18,18,23,4,3,7,1,6,2,5,23,16,20,12,19,27,18,6,2,9,5,13,17,23,25,11,8,23,21,7,10,19,24,4,4
TOR vs MIA,2022-04-02,0,223.0,0.8,0.584,0.556,0.641,4,11,15,3,4,10,10,6,22,19,30,17,7,9,29,20,24,29,29,8,12,16,30,30,2,3,7,26,10,2,30,17,17,20,24,14,27,16,10,1,15,5,30,27,25,25,11,13,25,22,28,20,23,24,5,5
TOR vs MIN,2022-03-29,1,227.0,0.818,0.573,0.6,0.566,1,12,10,12,4,13,6,8,6,19,10,2,2,11,21,13,24,29,15,7,9,16,20,3,5,3,8,21,4,3,11,4,16,20,4,1,25,17,3,13,2,5,18,4,20,25,8,21,12,21,10,6,19,24,4,14
TOR vs BOS,2022-03-27,1,227.0,0.8,0.568,0.889,0.627,2,13,2,4,6,13,1,2,18,20,24,12,7,13,26,4,27,28,23,14,21,17,15,2,3,3,1,13,13,4,20,19,23,21,18,10,19,16,4,15,17,5,30,17,18,25,3,13,17,20,29,21,15,24,2,2
TOR vs IND,2022-03-25,1,222.0,0.7,0.562,0.333,0.338,5,13,23,26,10,13,21,22,21,22,26,11,6,12,28,14,29,29,15,9,22,16,15,4,3,3,12,26,8,4,28,26,24,20,25,15,27,19,14,25,16,5,25,7,25,26,7,16,15,20,30,17,22,24,9,21
TOR vs CLE,2022-03-23,1,221.0,0.545,0.556,0.5,0.569,10,14,16,13,13,13,20,9,16,21,22,25,2,12,20,21,30,30,17,11,16,18,23,25,8,3,12,24,8,4,21,23,19,21,27,23,30,19,24,16,5,5,23,29,28,26,11,8,7,21,13,15,25,24,15,23
TOR vs LAL,2022-03-17,0,251.0,0.583,0.565,0.182,0.42,6,13,25,19,16,13,28,23,2,20,12,18,1,16,16,22,17,29,24,21,13,17,5,5,20,4,29,25,3,4,10,7,15,20,5,18,23,14,22,19,1,7,6,15,28,26,26,12,4,20,12,10,26,24,20,29
TOR vs ORL,2022-03-03,0,200.0,0.375,0.548,0.286,0.238,16,13,25,29,22,14,27,28,15,20,22,27,12,18,18,21,21,28,22,22,26,18,21,17,10,3,22,27,7,3,9,27,18,20,13,14,27,13,23,27,8,10,18,15,28,26,23,27,9,22,26,26,25,24,12,10
