MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
CHA vs WAS,2022-04-09,1,232.0,0.6,0.519,0.455,0.432,11,16,16,21,18,16,22,23,19,4,10,22,24,12,12,23,2,1,3,11,15,13,5,8,13,9,20,8,13,5,28,30,14,6,21,29,14,8,20,26,20,3,10,26,4,13,8,5,29,17,26,16,24,27,10,12
CHA vs ORL,2022-04-06,1,229.0,0.556,0.506,0.3,0.263,14,17,25,29,22,18,28,29,26,7,27,29,28,18,12,15,8,3,18,20,23,14,18,19,3,9,21,27,19,6,21,28,18,6,14,12,12,9,30,28,27,4,16,13,7,14,29,28,30,19,29,29,22,27,23,11
CHA vs DEN,2022-03-27,0,222.0,0.7,0.52,0.545,0.587,5,15,11,10,8,15,15,10,15,4,5,8,22,11,10,17,3,3,1,2,8,9,19,29,6,9,28,22,10,5,17,18,11,4,15,13,5,7,17,14,20,4,14,20,5,14,4,3,24,12,4,24,26,27,10,8
CHA vs UTA,2022-03-24,1,208.0,0.667,0.507,0.5,0.616,10,16,10,7,8,17,10,3,23,5,4,6,27,14,1,4,12,4,18,27,7,9,2,10,3,9,28,18,12,5,7,21,16,5,1,2,8,9,13,7,25,4,2,23,6,13,24,5,26,15,5,7,20,27,22,13
CHA vs NYK,2022-03-22,0,227.0,0.778,0.514,0.455,0.417,5,16,15,20,6,16,9,18,23,3,11,26,29,14,4,5,8,3,25,30,3,9,10,13,3,10,18,12,10,5,8,25,16,6,15,13,5,8,7,13,28,4,10,22,3,13,27,27,23,14,1,2,11,27,28,25
CHA vs NOP,2022-03-20,1,209.0,0.667,0.507,0.5,0.423,10,16,14,19,11,16,9,21,25,4,13,21,28,15,12,9,17,4,9,12,16,11,28,27,1,9,16,19,8,5,2,7,18,5,25,24,5,8,21,27,27,4,15,18,8,13,4,21,22,12,19,9,19,27,27,11
CHA vs DAL,2022-03-18,1,237.0,0.556,0.5,0.8,0.614,14,17,2,7,14,17,16,10,27,4,29,25,29,16,26,25,21,4,29,23,18,13,21,26,2,9,7,3,8,5,27,26,22,6,12,9,6,9,24,22,29,4,27,27,6,14,22,20,18,13,23,23,24,27,19,18
CHA vs ATL,2022-03-15,1,222.0,0.556,0.493,0.6,0.5,14,17,9,17,9,17,12,15,21,3,13,12,25,15,19,23,11,2,18,14,16,10,16,23,7,9,1,1,8,5,18,28,14,5,11,21,3,9,26,3,22,4,12,18,4,14,16,9,21,12,10,11,26,27,4,5
CHA vs BOS,2022-03-08,0,216.0,0.429,0.485,0.714,0.591,15,17,7,9,13,17,8,4,18,4,21,14,17,7,25,3,15,3,12,13,16,10,4,2,11,10,5,16,9,5,27,20,7,5,17,8,18,9,7,21,17,2,26,15,18,17,5,20,17,11,23,18,27,27,3,2
CHA vs BKN,2022-03-07,0,253.0,0.429,0.492,0.25,0.492,15,16,21,16,12,17,27,19,20,3,14,15,9,11,18,17,11,3,17,11,10,10,15,7,10,9,24,14,12,5,26,27,11,6,15,25,18,9,15,15,17,4,8,12,21,17,27,10,12,14,12,18,27,27,19,6
