MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
DAL vs SAS,2022-04-09,1,250.0,0.8,0.63,0.7,0.42,2,5,4,22,5,8,4,16,21,24,20,8,22,24,13,8,24,25,11,2,28,28,15,9,2,3,8,6,29,29,21,14,8,8,19,24,12,21,13,18,26,27,19,2,7,19,21,14,10,22,6,26,11,16,17,25
DAL vs POR,2022-04-07,1,206.0,0.636,0.625,0.083,0.338,5,5,30,25,13,9,30,28,11,24,8,26,19,27,9,24,19,25,6,26,28,28,12,21,8,2,30,21,29,29,1,8,5,9,7,11,18,23,28,21,17,27,1,20,10,19,28,26,12,24,14,14,14,16,24,22
DAL vs LAL,2022-03-28,1,238.0,0.6,0.613,0.3,0.419,9,6,23,22,19,9,22,22,28,26,19,18,23,26,26,24,30,23,17,19,24,27,26,6,7,4,15,22,30,29,29,10,12,10,11,16,30,24,11,16,26,27,18,17,24,20,7,8,23,24,25,15,22,18,30,29
DAL vs UTA,2022-03-26,1,214.0,0.6,0.608,0.5,0.608,11,8,11,8,20,11,8,4,28,26,3,6,22,26,1,4,30,23,12,27,22,27,2,11,7,4,26,17,30,29,10,21,9,8,1,2,29,24,11,7,26,27,1,26,27,20,21,5,22,24,7,8,18,18,21,14
DAL vs HOU,2022-03-22,1,201.0,0.7,0.611,0.273,0.25,5,8,24,30,19,11,27,30,28,25,8,19,24,24,16,29,30,23,6,22,26,26,8,19,8,3,30,30,30,29,15,20,9,9,7,5,24,23,8,21,26,26,12,24,23,20,8,22,20,24,10,1,17,18,30,30
DAL vs MIN,2022-03-20,1,218.0,0.7,0.606,0.909,0.583,6,8,1,10,19,10,1,8,27,25,1,1,26,24,7,14,29,23,3,6,22,26,3,3,8,3,28,25,30,29,1,3,12,9,1,1,22,23,2,12,25,26,7,3,22,20,3,22,20,24,3,6,20,18,5,13
DAL vs NYK,2022-03-08,0,184.0,0.857,0.615,0.286,0.415,3,6,23,21,10,8,19,20,22,21,24,25,29,25,18,4,27,21,29,30,23,28,20,9,2,3,5,9,19,23,27,28,10,10,19,11,4,20,8,11,27,25,24,23,4,19,25,27,27,23,9,4,20,17,28,25
DAL vs UTA,2022-03-06,1,214.0,0.857,0.609,0.714,0.635,2,7,7,5,9,9,13,3,25,22,21,12,28,24,18,11,25,21,22,27,18,28,23,15,3,3,18,16,25,26,15,21,13,10,6,3,2,20,7,7,26,25,25,28,6,18,13,4,22,23,25,9,25,19,20,13
DAL vs SAC,2022-03-04,1,227.0,0.714,0.603,0.375,0.369,8,9,16,24,10,8,22,26,25,23,15,7,28,26,17,17,26,20,17,16,19,27,17,16,5,3,24,21,27,26,17,17,12,10,18,18,3,20,29,23,25,25,16,6,9,18,19,19,24,23,6,2,28,19,8,16
DAL vs GSW,2022-03-02,1,235.0,0.714,0.597,0.286,0.694,7,9,24,2,11,9,15,2,25,23,21,14,26,25,24,10,28,21,16,3,17,27,21,15,8,3,4,29,29,27,6,2,12,10,8,2,2,21,27,8,26,26,20,21,9,19,18,7,22,22,21,23,26,16,18,18
DAL vs LAC,2022-02-11,0,196.0,0.7,0.589,0.4,0.474,6,9,18,17,5,9,21,21,14,21,15,17,22,21,19,16,19,17,20,20,8,28,21,20,9,4,8,21,11,21,24,13,12,10,21,16,7,24,8,7,22,22,17,11,12,19,20,22,18,21,13,27,10,16,14,9
DAL vs LAC,2022-02-09,1,217.0,0.6,0.582,0.5,0.482,11,9,16,17,10,9,20,20,14,21,14,18,16,22,14,16,19,17,20,20,6,27,21,19,12,4,10,21,12,19,22,12,13,10,17,16,9,24,10,8,19,19,15,11,14,19,20,22,23,21,14,27,12,16,14,9
DAL vs DET,2022-02-07,1,202.0,0.6,0.574,0.182,0.226,11,10,25,29,13,9,28,30,18,22,9,29,17,21,10,28,18,15,11,27,12,27,2,14,18,4,21,20,12,21,19,11,13,10,14,19,15,24,17,29,19,20,5,19,12,19,28,29,22,24,6,10,9,16,17,15
DAL vs ATL,2022-02-05,1,197.0,0.6,0.566,0.8,0.481,9,10,3,19,9,9,4,16,20,22,14,15,19,22,21,24,18,16,11,17,14,27,19,25,14,4,8,1,15,22,13,29,15,10,19,23,20,25,2,1,21,20,23,24,16,19,1,6,21,22,10,12,9,16,8,6
DAL vs PHI,2022-02-03,1,205.0,0.636,0.558,0.727,0.608,5,10,3,7,6,9,7,10,12,22,13,23,10,21,14,30,13,15,14,24,10,26,6,6,19,4,10,3,7,22,15,14,10,9,24,28,22,24,11,12,11,18,15,30,14,18,9,10,11,23,14,15,11,16,5,5
DAL vs OKC,2022-02-01,0,234.0,0.636,0.569,0.222,0.306,6,10,27,27,8,9,20,27,13,22,29,30,8,21,26,20,16,16,29,30,14,27,28,23,20,4,3,5,12,25,15,19,10,10,20,13,25,24,27,30,13,19,28,22,15,18,30,30,7,23,30,30,14,17,13,19
DAL vs IND,2022-01-28,1,237.0,0.7,0.571,0.364,0.36,7,11,17,24,9,10,27,22,23,24,8,9,17,21,11,10,20,16,7,10,23,27,6,3,12,4,30,23,28,26,5,18,22,11,9,13,29,25,15,26,23,20,7,9,19,20,17,16,18,20,2,11,7,16,22,18
DAL vs MEM,2022-01-22,1,195.0,0.818,0.565,0.818,0.667,1,10,1,3,2,9,5,7,13,22,2,2,6,22,1,1,12,17,7,4,28,28,1,1,23,5,22,15,20,27,2,1,6,10,20,19,23,25,27,22,12,18,1,1,19,20,11,17,14,20,1,5,15,18,30,26
DAL vs PHX,2022-01-19,0,210.0,0.909,0.578,0.778,0.791,1,10,4,1,1,8,2,2,16,22,26,18,7,21,25,22,7,17,21,8,25,28,25,26,19,4,2,9,17,24,15,6,9,9,30,29,18,25,3,5,16,17,28,24,16,20,6,1,14,20,28,28,13,20,5,7
