MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
HOU vs LAL,2022-03-08,1,269.0,0.111,0.246,0.286,0.438,29,29,23,20,28,30,25,22,2,19,29,18,5,29,24,22,5,23,28,21,14,20,9,5,30,30,22,21,5,19,12,7,1,6,21,19,21,22,25,19,1,24,23,18,27,24,21,11,7,1,26,14,30,30,14,29
HOU vs MEM,2022-03-05,1,235.0,0.0,0.238,0.571,0.677,29,30,12,2,30,30,9,5,8,21,16,3,18,29,4,1,7,24,18,8,23,20,5,1,26,30,5,10,5,18,13,1,2,6,23,22,24,22,22,23,5,26,12,1,27,24,20,15,12,1,8,2,30,30,24,28
HOU vs UTA,2022-03-01,0,259.0,0.0,0.246,0.833,0.633,30,28,6,6,30,29,2,3,22,21,25,15,23,29,23,16,19,24,24,28,25,22,10,13,17,30,4,15,16,19,16,26,6,6,15,5,15,21,6,4,14,27,28,29,29,23,6,4,19,1,30,9,30,30,8,13
HOU vs LAC,2022-02-28,0,213.0,0.0,0.25,0.625,0.508,30,28,7,15,30,29,12,17,26,24,14,17,26,30,11,11,22,26,10,15,29,22,4,11,20,30,26,24,21,21,7,9,6,6,21,16,21,22,6,6,19,27,16,10,26,22,5,20,15,1,23,27,30,30,26,13
HOU vs LAC,2022-02-26,0,197.0,0.0,0.254,0.5,0.5,30,28,11,16,30,29,17,19,24,21,10,16,28,29,12,11,20,25,7,15,22,22,4,17,29,30,24,24,24,23,3,8,5,6,15,16,24,23,2,4,20,28,9,10,24,22,8,19,15,1,25,27,29,30,24,13
HOU vs TOR,2022-02-09,0,259.0,0.125,0.278,0.818,0.566,27,28,2,12,27,29,6,12,29,22,3,25,30,29,7,24,30,25,14,29,28,20,2,17,13,30,24,3,28,22,1,3,25,7,8,20,27,21,1,11,29,28,5,14,26,21,13,26,15,1,10,25,25,30,20,23
HOU vs NOP,2022-02-05,0,227.0,0.375,0.288,0.444,0.385,24,28,18,23,25,29,20,24,30,21,27,28,30,28,29,17,30,25,27,13,30,20,25,28,9,30,3,15,29,19,16,16,24,7,30,24,19,20,30,27,30,29,28,21,25,20,24,26,24,1,16,7,20,30,4,7
HOU vs CLE,2022-02-01,1,219.0,0.375,0.28,0.8,0.608,24,28,3,7,25,29,6,4,30,21,23,20,30,27,21,13,30,25,15,8,30,20,22,22,8,30,17,26,29,22,24,20,23,7,25,20,14,19,20,16,30,29,25,26,19,21,6,7,29,1,22,21,21,30,29,22
HOU vs GSW,2022-01-30,0,230.0,0.375,0.286,0.636,0.74,24,27,5,2,27,29,4,1,30,22,5,11,30,26,2,6,30,25,5,3,27,19,12,10,10,30,26,29,29,23,3,2,25,7,1,4,17,20,9,10,30,29,6,17,19,21,21,9,29,1,10,21,21,30,8,21
HOU vs POR,2022-01-27,0,235.0,0.333,0.292,0.545,0.417,24,27,11,22,30,28,21,24,27,19,10,18,28,25,8,23,29,24,11,25,26,16,9,17,16,30,26,13,29,17,5,13,15,6,3,7,18,18,2,9,27,24,8,21,21,19,24,21,21,1,10,7,26,30,28,18
HOU vs SAS,2022-01-24,0,238.0,0.444,0.298,0.25,0.362,19,27,25,25,27,28,28,19,27,17,2,8,27,24,1,8,30,22,2,1,26,15,2,8,17,30,23,5,29,17,9,12,17,5,5,27,13,18,21,14,28,22,1,2,15,19,26,14,19,1,18,29,25,30,20,29
HOU vs PHI,2022-01-09,0,202.0,0.091,0.268,0.875,0.579,29,28,5,9,30,28,3,13,3,7,29,26,14,21,29,29,13,18,27,26,9,11,15,6,30,30,2,2,11,12,22,13,1,4,29,28,16,20,3,12,5,13,30,29,15,20,3,12,2,1,17,18,23,30,5,2
HOU vs MIN,2022-01-08,0,264.0,0.1,0.275,0.5,0.487,29,28,10,14,30,28,12,14,10,11,11,12,18,22,13,12,21,20,4,14,15,11,4,6,28,30,25,27,12,14,6,4,4,4,2,3,14,20,19,22,15,17,11,6,16,19,14,25,2,1,23,21,20,30,25,23
HOU vs DAL,2022-01-06,0,236.0,0.2,0.282,0.6,0.526,28,28,6,11,30,28,4,10,9,11,12,22,19,22,18,23,19,19,5,17,13,12,20,28,29,30,12,5,7,13,12,21,5,5,15,10,12,18,18,25,14,16,18,18,13,19,15,22,3,1,11,23,22,30,3,18
HOU vs DEN,2021-12-31,0,235.0,0.182,0.278,0.625,0.515,26,28,8,15,30,28,15,17,2,13,24,28,12,21,24,29,5,15,16,12,7,12,25,29,30,30,10,7,2,16,20,23,1,5,19,20,16,19,11,18,4,19,25,30,7,18,19,11,2,1,28,30,27,30,12,20
HOU vs MIA,2021-12-30,0,230.0,0.182,0.286,0.778,0.629,26,28,2,6,30,28,5,6,2,14,17,12,11,23,15,16,2,15,9,5,6,12,27,30,30,30,11,20,3,16,26,19,1,7,7,13,12,19,2,4,3,21,20,19,7,17,13,12,1,1,27,20,29,30,23,8
HOU vs LAL,2021-12-27,0,255.0,0.273,0.294,0.4,0.471,22,28,15,14,30,28,23,22,3,14,9,5,9,21,5,5,4,14,9,9,3,12,2,4,30,30,29,29,3,18,5,5,1,6,14,20,16,20,23,19,4,16,9,6,7,20,18,10,1,1,7,4,29,30,30,29
HOU vs NYK,2021-12-15,0,219.0,0.7,0.321,0.2,0.429,5,26,26,21,16,27,25,22,7,21,20,24,16,22,11,19,7,21,26,27,6,13,27,7,23,30,13,10,12,22,18,26,1,10,12,11,11,21,19,10,14,26,16,21,9,21,28,25,2,1,13,14,27,30,1,8
HOU vs MIL,2021-12-09,0,237.0,0.778,0.333,0.818,0.615,5,26,1,6,11,26,3,4,24,27,2,6,28,27,1,1,17,25,8,18,6,13,10,18,22,30,29,20,30,27,12,19,9,14,3,3,9,20,8,8,30,30,8,7,7,22,14,18,22,2,1,7,26,29,20,25
HOU vs BKN,2021-12-07,1,218.0,0.667,0.304,0.778,0.708,10,26,4,3,16,26,8,6,25,26,23,18,26,25,22,21,20,24,17,7,15,16,11,10,20,30,1,11,30,28,28,29,10,13,29,24,10,20,24,8,27,29,26,24,14,23,7,5,24,5,19,10,25,29,2,5
HOU vs NOP,2021-12-04,1,226.0,0.5,0.273,0.455,0.28,13,27,13,26,26,26,19,27,21,25,14,11,17,25,8,3,15,25,8,3,5,15,27,25,28,30,21,28,25,26,7,10,8,16,24,18,20,23,15,18,19,28,10,3,20,24,22,26,18,4,9,9,28,29,3,3
HOU vs ORL,2021-12-02,1,234.0,0.4,0.238,0.182,0.217,18,28,28,28,27,26,29,30,24,25,18,23,17,24,15,8,24,27,15,21,7,15,16,12,26,30,14,24,28,25,14,22,11,17,6,6,21,22,27,28,20,26,10,10,25,23,29,28,11,4,17,16,29,29,25,23
HOU vs OKC,2021-11-28,1,191.0,0.222,0.158,0.3,0.316,27,30,22,25,29,28,20,26,28,26,25,30,27,25,14,20,30,28,27,30,18,21,21,25,21,30,7,8,30,27,24,29,24,19,12,15,23,23,22,29,28,29,18,25,25,24,29,29,14,3,28,28,30,29,26,26
HOU vs CHA,2021-11-26,1,289.0,0.1,0.111,0.727,0.619,30,30,3,4,29,29,10,16,27,29,7,1,20,26,8,4,30,30,4,2,12,21,7,8,29,29,15,17,29,26,4,2,21,22,10,8,30,28,6,3,26,29,5,1,27,25,12,15,3,3,18,4,30,29,26,28
HOU vs CHI,2021-11-23,1,231.0,0.0,0.059,0.545,0.667,30,30,7,4,30,30,16,6,29,28,11,14,23,26,14,24,30,29,24,20,14,21,28,23,29,30,12,7,30,24,9,9,23,21,28,29,30,28,14,7,27,30,8,16,28,25,13,11,1,1,12,12,30,29,3,1
HOU vs PHX,2021-11-13,0,204.0,0.0,0.083,0.875,0.727,30,30,5,5,30,27,3,10,25,26,30,27,24,23,30,30,29,29,25,13,25,24,21,24,28,29,1,1,25,22,19,17,23,24,30,29,26,23,4,6,27,28,30,29,24,22,1,1,2,3,30,29,30,30,7,12
HOU vs POR,2021-11-11,0,196.0,0.1,0.091,0.455,0.417,29,29,16,19,25,27,14,14,25,24,8,10,20,22,5,5,27,27,10,10,24,24,15,16,29,30,19,14,21,16,9,10,20,22,1,3,17,18,11,12,25,26,7,8,23,20,14,15,3,3,21,22,29,29,26,21
HOU vs DET,2021-11-09,0,216.0,0.1,0.1,0.111,0.111,28,28,28,28,26,26,29,29,23,24,30,30,21,22,30,30,25,26,29,29,24,25,20,22,30,30,5,5,13,14,20,21,20,22,25,26,18,19,30,30,24,26,30,30,20,20,30,30,5,5,19,20,29,29,22,21
