MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
NYK vs MIA,2022-02-24,0,215.0,0.143,0.424,0.833,0.644,26,21,6,5,23,21,6,6,18,27,29,19,13,6,25,18,23,28,26,7,5,9,30,30,11,10,8,27,21,28,26,16,9,10,27,14,27,16,15,3,14,23,29,25,29,27,20,14,4,4,23,22,15,25,9,4
NYK vs BKN,2022-02-15,0,217.0,0.2,0.431,0.1,0.526,25,21,28,15,23,20,27,15,20,24,22,16,12,4,25,21,25,28,26,12,6,9,9,7,21,11,4,11,21,28,17,25,7,10,22,26,25,16,17,17,17,20,18,18,29,27,25,5,2,4,27,22,25,25,20,5
NYK vs OKC,2022-02-13,0,250.0,0.2,0.439,0.3,0.304,25,20,21,27,22,19,20,27,22,25,26,30,10,5,11,10,25,29,24,30,16,10,9,18,18,12,23,9,15,27,12,17,9,11,6,9,24,15,28,30,16,21,15,14,28,27,29,30,2,4,25,28,27,25,18,19
NYK vs MEM,2022-02-01,0,228.0,0.4,0.471,0.6,0.66,18,18,10,3,14,19,12,5,26,27,18,1,13,10,9,1,23,28,24,7,26,13,1,1,16,11,14,15,23,27,2,1,18,11,30,21,13,11,29,23,24,24,12,1,26,27,13,16,9,9,11,3,30,25,28,26
NYK vs SAC,2022-01-30,1,212.0,0.4,0.46,0.222,0.353,17,20,28,24,13,20,28,26,25,26,26,7,12,8,28,13,22,28,27,21,23,14,23,15,14,11,1,17,28,27,23,17,18,10,26,18,7,11,16,19,23,24,27,6,27,27,16,19,13,11,27,4,30,25,23,22
NYK vs LAC,2022-01-22,1,212.0,0.5,0.478,0.4,0.489,13,18,20,13,16,17,25,21,28,24,27,19,18,10,23,15,30,28,24,18,26,10,17,18,9,12,12,24,26,28,22,11,22,12,21,15,10,9,19,8,28,24,18,12,21,26,22,21,11,9,30,28,27,24,5,8
NYK vs NOP,2022-01-19,0,193.0,0.5,0.489,0.333,0.364,15,16,25,25,16,18,22,26,28,24,30,26,21,8,28,12,30,28,27,14,28,11,29,27,7,12,4,17,26,28,23,19,27,11,28,22,15,8,28,24,26,22,30,16,22,25,24,26,20,12,15,13,30,21,23,9
NYK vs MIN,2022-01-17,0,222.0,0.636,0.5,0.5,0.488,5,15,15,19,14,16,6,13,25,25,16,17,5,9,19,17,30,27,7,12,27,12,3,4,15,10,22,26,18,28,5,4,16,12,4,3,13,8,22,22,18,21,17,7,24,25,9,24,15,13,28,23,29,22,26,24
NYK vs CHA,2022-01-16,0,184.0,0.7,0.512,0.667,0.535,4,13,8,12,12,16,10,18,28,25,25,5,16,11,27,22,30,28,11,3,27,12,24,8,10,9,9,8,22,28,4,3,26,12,17,6,13,8,11,3,24,21,25,5,23,25,6,10,19,12,30,18,29,20,30,27
NYK vs DAL,2022-01-11,1,193.0,0.6,0.488,0.7,0.55,7,16,3,11,16,22,3,9,23,22,12,24,12,10,18,25,29,28,4,17,27,9,22,28,11,12,12,4,17,22,20,25,7,8,11,11,19,10,10,24,19,19,18,22,26,27,8,18,18,11,16,23,30,18,16,21
NYK vs SAS,2022-01-09,1,207.0,0.6,0.475,0.4,0.385,8,19,16,23,17,22,13,16,19,24,7,11,11,10,4,16,28,27,2,1,28,9,9,13,15,12,22,6,18,22,16,11,7,10,18,29,20,11,13,13,16,20,3,7,27,27,17,8,17,11,19,29,30,19,22,29
NYK vs BOS,2022-01-05,1,213.0,0.6,0.474,0.4,0.474,6,16,15,16,11,20,14,11,16,23,10,14,10,12,7,7,26,27,16,21,17,9,1,4,15,13,25,16,18,27,9,14,6,9,7,13,18,13,23,24,15,20,11,11,28,25,26,23,5,11,12,9,26,15,8,4
NYK vs IND,2022-01-03,1,198.0,0.5,0.459,0.25,0.378,8,18,28,23,14,21,23,14,16,23,28,16,8,12,26,11,25,27,26,14,11,9,12,2,16,14,9,16,15,26,28,21,5,8,24,15,14,11,27,27,14,19,25,11,30,26,24,16,6,10,24,23,21,15,17,14
NYK vs ATL,2021-12-24,1,188.0,0.3,0.438,0.375,0.484,25,20,25,16,21,20,18,10,11,19,24,17,9,15,25,20,18,26,28,19,12,7,22,22,12,10,4,4,18,26,27,28,9,11,24,24,16,8,2,1,9,15,27,21,30,25,18,9,5,10,19,19,3,8,6,4
NYK vs WAS,2021-12-22,0,241.0,0.3,0.452,0.222,0.516,24,19,26,11,21,20,29,23,12,21,22,23,12,18,26,21,19,27,22,17,3,7,26,13,15,11,6,10,13,23,19,30,9,13,29,27,15,8,26,28,11,17,24,20,28,26,9,8,5,10,16,11,2,9,24,18
NYK vs DET,2021-12-20,1,196.0,0.2,0.433,0.111,0.172,28,21,30,30,22,21,28,29,14,23,24,29,14,21,25,29,21,27,24,28,13,7,15,20,14,10,21,19,12,24,22,16,10,11,23,21,16,7,23,30,13,23,25,29,28,25,26,29,10,12,14,13,1,7,11,13
NYK vs GSW,2021-12-13,0,201.0,0.3,0.444,0.7,0.815,26,20,6,1,22,22,4,1,22,23,18,9,11,16,9,9,28,27,10,2,27,8,24,19,16,11,26,26,20,24,2,2,16,13,7,4,16,9,13,5,22,21,19,23,27,24,15,3,19,12,20,17,3,11,30,21
NYK vs MIL,2021-12-11,0,209.0,0.3,0.462,0.8,0.63,25,18,2,5,23,20,2,5,21,22,6,6,11,17,3,2,28,27,18,17,16,8,9,18,13,10,27,20,27,26,15,17,21,17,8,4,16,9,11,7,20,21,14,9,26,24,4,16,11,12,5,5,2,11,18,23
NYK vs DEN,2021-12-03,0,212.0,0.444,0.5,0.222,0.476,20,17,27,21,15,15,25,18,29,24,28,27,25,22,29,30,30,28,24,23,17,8,30,29,11,8,3,5,29,27,30,28,27,16,24,23,14,8,7,22,28,22,29,30,24,22,15,9,27,15,28,29,8,18,18,23
NYK vs CHI,2021-12-01,0,234.0,0.444,0.524,0.545,0.636,20,14,9,4,16,17,13,4,29,24,9,9,25,21,18,23,30,27,11,16,20,8,25,24,10,9,22,11,30,29,9,9,27,14,23,29,13,6,5,4,28,22,11,15,27,22,6,4,28,16,21,16,14,20,8,1
NYK vs PHX,2021-11-25,0,215.0,0.5,0.556,1.0,0.833,14,10,1,2,17,15,2,3,22,21,2,17,19,22,5,19,27,25,3,3,3,3,11,24,15,10,13,6,24,27,3,8,17,11,18,28,13,3,5,9,24,24,3,20,24,21,2,1,21,14,15,22,14,19,8,10
NYK vs LAL,2021-11-22,1,206.0,0.4,0.529,0.455,0.5,23,13,14,13,19,17,26,24,24,20,10,3,22,24,6,7,29,25,8,8,2,2,4,2,9,10,28,28,26,25,6,7,23,12,20,21,23,6,21,12,26,21,6,5,25,21,13,9,18,13,3,5,14,19,19,23
NYK vs HOU,2021-11-19,1,205.0,0.4,0.533,0.0,0.067,22,14,30,30,19,13,30,30,26,23,29,28,29,24,25,26,28,26,29,29,9,4,24,25,6,8,30,29,30,29,28,23,20,15,26,25,9,6,30,28,28,25,30,30,23,20,25,25,19,21,2,1,19,22,30,30
NYK vs ORL,2021-11-16,0,202.0,0.5,0.571,0.2,0.214,16,12,27,27,19,13,27,29,23,17,27,26,21,15,28,22,28,22,25,23,7,5,13,9,7,7,20,25,29,24,28,29,24,11,12,6,8,5,20,22,28,17,20,20,21,19,26,27,16,11,25,20,16,23,23,22
NYK vs IND,2021-11-14,1,176.0,0.5,0.538,0.455,0.429,15,15,15,17,19,15,15,13,23,16,11,4,21,16,9,5,28,23,6,6,7,5,1,1,6,6,27,27,26,22,19,21,21,11,15,10,3,4,7,10,27,18,11,8,19,18,3,3,16,6,28,24,13,23,24,22
NYK vs MIL,2021-11-09,0,212.0,0.636,0.636,0.4,0.455,4,4,20,17,11,10,21,19,4,4,21,10,5,6,20,8,12,14,26,20,4,5,26,17,15,13,13,16,18,19,22,13,5,7,10,3,5,6,19,18,7,9,18,7,15,15,22,22,3,3,13,8,18,18,25,24
NYK vs CLE,2021-11-06,0,235.0,0.667,0.667,0.6,0.6,5,5,5,5,8,8,16,16,11,11,9,9,14,14,10,10,21,21,4,4,7,7,25,25,7,7,26,26,21,21,14,14,12,12,23,23,4,4,25,25,15,15,10,10,14,14,15,15,6,6,1,1,21,21,13,13
NYK vs TOR,2021-10-31,0,217.0,0.833,0.833,0.571,0.571,1,1,8,8,6,6,7,7,10,10,7,7,20,20,2,2,15,15,18,18,6,6,24,24,7,7,22,22,20,20,1,1,8,8,15,15,2,2,19,19,18,18,2,2,5,5,24,24,13,13,7,7,21,21,18,18
