MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
MIL vs BOS,2022-04-06,1,248.0,0.556,0.62,0.8,0.625,14,7,1,4,18,7,1,2,24,6,6,12,24,4,20,5,27,22,3,13,18,27,10,2,15,12,12,13,27,15,17,18,21,5,8,10,24,4,1,14,25,14,21,17,6,11,1,15,27,9,24,23,19,15,9,2
MIL vs DAL,2022-04-02,0,230.0,0.667,0.623,0.636,0.615,10,5,5,5,19,7,18,10,24,6,16,25,23,2,15,25,30,22,22,24,23,28,25,27,15,12,15,4,25,15,29,29,25,6,4,7,14,6,22,24,27,14,16,26,5,10,17,20,22,9,17,23,20,15,12,17
MIL vs LAC,2022-03-31,0,272.0,0.667,0.632,0.222,0.481,8,4,28,18,16,7,27,21,28,6,30,23,25,2,30,21,30,22,29,18,28,28,14,11,6,12,1,15,22,14,28,15,23,6,30,19,9,5,16,6,28,14,30,16,10,11,26,24,22,8,27,30,20,15,2,9
MIL vs WAS,2022-03-23,1,216.0,0.778,0.625,0.2,0.423,5,6,28,21,7,7,23,24,24,6,23,28,21,4,26,29,27,21,12,18,26,28,12,13,4,11,5,6,24,14,27,30,22,5,28,29,1,4,13,26,29,17,26,28,4,11,9,7,21,8,14,15,24,16,9,12
MIL vs CHI,2022-03-21,1,224.0,0.778,0.62,0.333,0.592,5,7,25,10,10,7,22,14,22,6,30,15,23,4,30,28,27,22,30,19,29,28,30,24,5,10,3,5,16,14,25,23,20,4,30,30,2,4,19,2,28,15,29,22,8,12,14,2,19,9,28,22,16,16,10,4
MIL vs ATL,2022-03-08,1,239.0,0.714,0.621,0.571,0.484,7,5,11,18,6,7,7,15,13,2,20,16,9,2,23,23,18,17,26,18,28,27,11,23,5,13,1,1,27,11,30,29,11,4,21,23,3,4,12,3,18,7,21,21,11,14,17,8,7,5,14,15,13,15,11,5
MIL vs PHX,2022-03-05,1,254.0,0.571,0.609,0.714,0.81,12,5,7,1,12,7,7,1,10,4,18,8,9,3,22,14,24,22,7,5,30,28,7,24,7,13,10,6,29,14,4,6,9,3,22,27,14,6,7,5,19,9,23,15,14,14,7,2,3,5,17,25,17,15,6,7
MIL vs MIA,2022-03-01,1,239.0,0.333,0.597,0.857,0.661,22,7,1,4,19,8,7,6,24,4,20,16,26,3,16,15,28,21,18,6,30,28,24,30,2,11,11,27,29,12,14,11,19,3,21,15,16,6,25,3,25,11,21,23,15,14,14,13,9,5,5,20,23,15,18,4
MIL vs CHA,2022-02-27,1,236.0,0.333,0.59,0.25,0.484,22,8,22,17,17,9,13,18,27,4,4,1,28,3,1,5,28,21,2,2,30,28,8,9,1,10,29,13,29,13,3,3,23,4,4,5,18,6,28,9,28,10,2,2,5,14,20,16,19,8,4,11,27,15,23,28
MIL vs BKN,2022-02-25,0,249.0,0.571,0.6,0.25,0.517,11,7,22,15,9,8,26,18,11,5,13,13,20,3,13,16,15,22,21,10,29,27,15,7,2,10,13,14,18,9,11,23,9,4,11,25,5,7,26,17,16,10,6,13,2,13,28,10,10,8,11,19,23,15,26,5
