MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
MIL vs PHI,2022-02-16,0,243.0,0.667,0.61,0.6,0.596,9,6,9,9,12,8,17,13,23,4,25,27,26,3,22,30,23,20,21,24,30,27,7,6,2,14,11,1,22,8,22,13,17,4,28,30,8,5,13,11,25,8,24,30,3,14,21,12,22,9,18,15,19,15,9,4
MIL vs IND,2022-02-14,1,247.0,0.556,0.603,0.2,0.328,15,7,26,26,17,8,28,22,25,3,17,12,28,3,18,9,26,20,18,13,29,25,22,4,3,14,21,23,23,9,29,28,20,4,22,14,13,5,15,25,26,7,14,6,4,14,21,18,26,8,16,15,17,14,19,18
MIL vs POR,2022-02-13,0,229.0,0.625,0.614,0.273,0.404,13,6,21,22,15,8,26,25,28,4,11,18,28,3,7,21,27,21,15,23,30,25,23,19,2,14,23,15,28,9,11,11,26,4,3,6,11,4,21,13,28,8,7,18,3,14,25,24,30,8,21,9,17,14,26,22
MIL vs WAS,2022-01-31,1,210.0,0.556,0.596,0.333,0.469,13,5,24,21,16,8,22,23,27,3,29,25,26,2,28,24,28,18,24,21,28,24,14,11,5,18,3,9,17,8,30,30,19,3,30,29,10,9,28,28,28,6,28,30,25,17,12,9,20,5,22,12,3,12,14,14
MIL vs DEN,2022-01-29,0,236.0,0.556,0.608,0.727,0.563,14,5,2,13,12,7,4,13,30,3,5,24,22,2,7,27,29,18,1,6,28,23,30,29,5,18,26,11,19,8,13,24,21,3,6,17,11,8,3,16,30,5,9,30,24,17,4,5,23,5,16,30,4,12,2,11
MIL vs NYK,2022-01-27,1,231.0,0.5,0.6,0.4,0.469,14,5,19,18,12,6,15,19,20,2,29,25,13,2,15,7,26,17,28,28,24,22,20,12,14,19,18,12,20,8,25,26,11,3,20,9,12,7,8,11,20,5,26,17,26,17,28,27,16,5,18,9,4,11,30,25
MIL vs SAC,2022-01-21,1,260.0,0.455,0.604,0.3,0.383,16,5,26,23,11,6,20,25,9,2,17,5,5,2,24,8,15,14,21,18,12,18,21,16,21,23,3,19,9,8,24,16,2,1,27,19,13,7,4,17,7,3,20,5,25,18,8,16,7,5,12,3,8,14,18,22
MIL vs CHI,2022-01-20,1,184.0,0.4,0.596,0.545,0.651,20,6,9,6,11,6,19,10,20,1,7,22,13,2,19,30,23,15,10,22,13,19,13,22,17,23,17,4,12,7,7,18,7,2,23,30,4,7,1,1,21,4,11,28,21,17,6,1,19,6,19,24,5,12,11,4
MIL vs MEM,2022-01-18,1,243.0,0.4,0.587,0.909,0.674,21,6,1,3,11,7,3,6,13,2,2,1,10,2,1,1,21,14,3,4,12,19,1,1,17,22,20,16,11,8,1,1,3,2,22,20,5,7,24,21,19,4,1,1,20,18,12,16,11,5,3,4,5,16,27,26
MIL vs TOR,2022-01-14,0,199.0,0.6,0.614,0.6,0.513,7,5,7,19,5,6,16,13,10,4,17,28,9,2,14,27,15,15,28,30,16,21,15,24,17,22,11,1,14,8,5,6,3,2,7,23,5,7,20,19,17,4,14,27,10,15,28,25,13,5,4,26,13,17,19,19
MIL vs GSW,2022-01-12,1,217.0,0.6,0.605,0.556,0.75,9,6,13,2,7,7,16,1,11,5,28,19,8,2,29,17,16,16,15,3,19,21,15,15,16,19,16,29,19,9,3,2,4,2,25,6,9,7,19,8,15,4,29,27,10,17,15,6,7,7,29,24,6,17,22,25
MIL vs TOR,2022-01-04,0,228.0,0.7,0.641,0.667,0.5,4,4,16,19,5,5,13,12,8,1,30,28,10,2,30,26,13,12,30,29,19,19,30,24,11,18,1,1,5,8,22,7,5,1,29,25,9,9,14,19,7,3,30,24,7,15,20,24,16,6,28,28,8,20,21,19
MIL vs DET,2022-01-02,0,221.0,0.7,0.658,0.25,0.176,1,4,26,30,5,5,27,29,4,1,27,30,7,1,23,27,11,12,28,29,19,19,23,21,16,20,21,19,5,8,12,10,4,1,25,21,6,7,30,30,5,3,23,27,7,14,30,30,15,6,13,12,7,18,12,9
MIL vs NOP,2021-12-31,1,249.0,0.7,0.649,0.714,0.371,4,4,8,25,7,5,13,24,6,2,29,23,7,2,28,9,11,11,28,9,20,19,30,26,17,20,3,21,4,8,29,20,4,2,27,22,12,9,14,20,5,5,29,16,11,16,17,25,14,5,25,14,6,19,22,7
MIL vs BOS,2021-12-24,1,230.0,0.636,0.618,0.444,0.5,1,4,15,13,7,6,14,10,2,2,14,12,2,1,18,11,8,12,20,21,12,19,22,8,25,22,21,15,2,8,15,17,1,1,17,14,22,11,12,23,2,3,17,11,21,18,9,22,6,5,10,6,10,21,16,5
MIL vs HOU,2021-12-21,1,232.0,0.545,0.594,0.545,0.323,6,5,6,27,11,8,22,27,4,4,2,16,3,2,13,22,10,16,3,14,18,20,2,14,27,20,29,30,2,8,4,17,3,4,2,7,18,11,13,20,2,5,6,20,25,18,2,17,7,11,1,1,14,23,26,30
MIL vs CLE,2021-12-17,0,209.0,0.636,0.613,0.818,0.6,4,5,2,7,5,5,2,4,3,2,3,13,2,1,3,8,12,13,2,8,22,18,1,20,26,22,30,28,2,8,8,14,3,1,9,18,19,12,2,11,1,2,7,17,16,17,3,13,5,5,10,14,13,23,6,11
MIL vs IND,2021-12-14,1,213.0,0.727,0.621,0.4,0.414,1,5,18,20,5,5,14,10,1,2,14,4,1,1,11,5,11,13,14,10,16,19,22,1,29,23,6,20,6,9,14,16,3,1,16,10,14,10,30,27,2,5,12,4,8,17,20,13,3,3,14,18,14,23,8,14
MIL vs CLE,2021-12-05,1,216.0,0.9,0.625,0.4,0.542,2,6,18,10,2,5,10,8,14,6,21,20,3,2,12,10,16,16,20,10,17,19,16,23,19,18,23,29,22,20,27,17,12,3,18,18,8,8,10,15,19,8,22,18,8,18,17,16,8,9,22,16,22,24,10,14
MIL vs MIA,2021-12-03,1,226.0,0.8,0.609,0.636,0.609,2,6,5,6,5,7,11,5,17,8,13,13,10,4,21,16,19,19,11,10,22,22,28,30,14,18,18,19,21,18,9,15,15,3,9,19,8,9,9,13,22,12,16,19,10,18,11,10,9,11,15,10,26,26,12,7
MIL vs CHA,2021-11-30,1,252.0,0.8,0.619,0.727,0.565,3,6,3,6,5,7,9,19,19,14,6,1,17,5,16,4,16,19,3,2,19,19,5,5,14,15,7,17,24,20,4,3,10,6,9,7,3,8,2,1,21,15,10,1,8,16,9,14,20,14,14,3,27,27,23,26
MIL vs DET,2021-11-23,1,207.0,0.6,0.556,0.3,0.235,7,9,24,26,9,14,25,27,21,8,24,29,16,6,29,29,25,18,26,28,23,20,21,16,7,11,13,19,20,15,12,10,4,1,15,18,4,7,27,30,23,7,25,25,23,22,26,29,19,10,18,13,28,27,8,17
MIL vs ORL,2021-11-21,1,215.0,0.6,0.529,0.3,0.235,7,10,25,26,10,19,27,28,22,14,27,23,16,8,24,16,24,22,27,22,24,24,12,10,7,10,14,24,23,17,23,29,5,2,7,5,2,9,28,22,22,9,21,11,23,22,29,28,17,14,25,21,29,26,17,21
MIL vs ORL,2021-11-19,1,225.0,0.455,0.5,0.3,0.25,15,14,25,26,16,18,27,28,17,16,28,22,4,13,26,15,24,23,27,24,23,23,11,11,14,10,16,24,20,16,26,28,4,2,15,6,8,13,25,23,6,11,26,15,24,23,28,28,21,15,23,17,28,25,20,20
MIL vs OKC,2021-11-18,1,185.0,0.4,0.467,0.556,0.429,21,18,15,22,17,21,21,26,23,18,30,29,21,19,25,25,25,24,30,30,26,25,17,24,13,9,10,13,24,20,28,26,8,5,23,20,5,9,29,29,20,14,30,28,23,21,30,29,30,20,29,26,29,26,22,24
MIL vs LAL,2021-11-16,1,211.0,0.3,0.429,0.545,0.533,24,20,10,12,20,21,21,23,22,20,10,2,24,21,7,3,26,20,9,6,27,24,3,2,8,9,30,29,24,19,5,5,5,4,19,18,12,10,21,11,18,12,7,4,23,22,11,10,30,22,11,4,27,25,20,24
MIL vs NYK,2021-11-04,0,211.0,0.5,0.5,0.625,0.625,15,15,7,7,13,13,7,7,19,19,11,11,17,17,19,19,23,23,19,19,20,20,6,6,12,12,7,7,20,20,26,26,7,7,10,10,20,20,2,2,14,14,19,19,19,19,9,9,18,18,7,7,14,14,21,21
