MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
BOS vs DET,2022-02-15,0,223.0,0.9,0.576,0.1,0.211,2,9,28,30,1,4,30,30,19,11,25,29,7,2,18,28,15,16,22,25,1,2,7,14,18,18,10,19,24,17,26,12,8,7,25,18,21,22,29,29,21,9,14,18,13,21,30,29,20,15,11,12,11,2,15,14
BOS vs ATL,2022-02-12,1,200.0,0.9,0.561,0.6,0.473,2,11,13,18,1,6,10,16,22,15,21,16,8,2,23,26,16,20,14,18,1,2,20,24,10,18,4,1,24,16,11,29,10,12,22,23,19,23,10,3,23,12,22,26,14,22,6,6,28,19,25,18,11,2,14,6
BOS vs DEN,2022-02-10,1,210.0,0.8,0.554,0.636,0.556,4,11,6,13,1,6,5,11,18,15,3,21,7,3,9,28,12,20,1,5,1,2,27,29,14,18,26,11,23,17,14,23,9,10,6,16,16,23,2,12,21,12,12,28,11,20,3,3,27,18,8,29,7,1,3,11
BOS vs CHA,2022-02-01,1,220.0,0.636,0.519,0.6,0.549,6,14,10,12,2,7,11,17,10,14,19,3,4,4,17,18,12,20,10,3,6,2,23,10,24,18,7,8,24,16,18,5,6,8,12,5,10,22,26,4,11,9,18,4,10,23,20,13,25,16,18,17,4,2,23,29
BOS vs MIA,2022-01-30,1,214.0,0.636,0.51,0.7,0.64,5,14,5,4,3,8,6,5,12,13,18,16,3,3,18,16,11,20,9,7,5,2,22,30,25,19,26,23,26,15,5,16,8,9,16,13,12,23,3,1,10,10,22,20,17,23,12,14,25,17,19,21,3,2,1,3
BOS vs SAC,2022-01-24,1,203.0,0.545,0.5,0.2,0.375,8,13,28,23,7,10,21,26,8,10,12,5,8,4,17,11,12,21,16,18,3,3,22,16,25,18,7,17,13,14,18,20,8,11,25,19,7,22,3,16,11,8,14,5,13,23,5,15,23,11,15,3,2,2,23,23
BOS vs POR,2022-01-20,0,214.0,0.636,0.5,0.5,0.409,4,13,14,22,7,12,25,24,13,13,24,23,8,3,22,25,16,21,27,26,2,3,11,18,29,19,8,12,21,14,8,13,16,11,10,8,10,24,12,13,16,10,22,27,9,22,27,23,22,12,11,9,1,2,20,14
BOS vs CHA,2022-01-18,0,213.0,0.636,0.511,0.667,0.545,4,13,8,12,6,11,12,17,9,10,27,5,4,3,27,23,15,20,12,3,2,2,26,9,29,19,4,6,19,15,7,3,15,11,17,6,19,23,13,4,10,9,25,5,16,21,11,10,21,11,29,21,1,2,30,27
BOS vs NOP,2022-01-16,1,196.0,0.545,0.5,0.444,0.372,8,13,21,24,11,12,20,26,11,9,29,22,5,4,26,7,15,20,25,10,2,2,25,27,28,19,5,20,15,15,26,18,7,10,24,22,19,23,20,24,11,9,28,12,19,22,20,26,15,10,10,9,3,2,18,9
BOS vs CHI,2022-01-14,1,226.0,0.455,0.488,0.727,0.675,14,14,2,5,12,12,15,8,11,10,4,22,6,4,10,30,14,21,8,22,2,2,9,23,29,19,22,5,12,14,9,16,5,10,24,30,18,24,1,1,10,11,7,29,21,23,1,2,16,9,11,23,3,2,11,4
BOS vs IND,2022-01-09,1,199.0,0.4,0.475,0.222,0.375,16,19,27,23,12,11,22,15,15,15,20,11,12,8,24,18,21,21,22,15,1,2,11,4,24,15,13,16,8,14,27,22,9,12,19,15,24,23,17,26,14,11,25,12,22,23,19,15,19,10,9,14,3,3,20,14
BOS vs NYK,2022-01-07,1,174.0,0.4,0.462,0.6,0.487,15,20,8,14,14,13,13,21,13,12,17,23,10,7,8,10,20,21,24,27,1,2,24,10,24,16,15,13,12,14,16,22,8,10,7,8,23,23,19,10,13,9,14,19,21,23,26,25,20,11,8,10,4,4,29,16
BOS vs SAS,2022-01-04,0,196.0,0.444,0.486,0.4,0.389,16,16,16,23,15,11,12,14,21,16,5,15,14,10,3,15,23,21,1,2,3,5,13,15,20,16,13,6,16,15,14,11,14,13,12,29,26,24,11,10,19,13,2,8,26,23,11,5,15,9,10,29,11,4,16,29
BOS vs ORL,2022-01-01,1,227.0,0.444,0.472,0.222,0.194,16,16,26,29,12,11,26,30,17,12,22,26,13,6,23,21,19,21,24,24,4,5,21,16,18,16,15,24,12,14,20,27,9,10,16,8,24,24,27,27,15,11,18,13,23,23,26,28,20,7,24,23,11,4,7,13
BOS vs PHX,2021-12-30,1,231.0,0.333,0.457,0.7,0.794,22,17,2,1,18,11,2,3,19,10,4,7,14,6,3,15,26,21,3,7,6,5,13,27,15,15,27,12,12,14,6,5,10,9,16,26,26,24,15,6,14,7,4,15,27,23,8,2,18,7,23,25,20,4,1,7
BOS vs LAC,2021-12-28,0,173.0,0.333,0.471,0.444,0.5,23,16,16,12,16,11,18,14,21,11,24,21,19,8,21,22,25,21,19,17,14,6,19,21,18,16,13,20,12,14,12,9,17,11,25,18,19,22,5,12,20,11,24,14,23,23,17,21,18,6,25,26,16,4,25,13
BOS vs CLE,2021-12-21,1,212.0,0.4,0.484,0.8,0.613,19,15,1,5,13,12,2,4,10,12,8,15,16,11,7,14,18,20,5,8,15,8,2,23,17,15,25,27,15,17,5,16,12,13,10,19,14,23,1,9,12,11,15,20,10,22,1,10,5,5,14,19,11,4,2,7
BOS vs PHI,2021-12-19,0,211.0,0.444,0.5,0.5,0.5,20,14,11,14,14,12,23,20,21,15,20,23,25,12,18,27,25,21,22,23,23,8,2,4,9,12,7,6,27,20,11,10,17,12,20,25,11,22,27,18,24,13,19,23,13,22,25,15,17,9,14,19,9,4,8,2
BOS vs NYK,2021-12-17,1,221.0,0.444,0.483,0.3,0.448,17,16,23,20,13,13,22,22,24,18,21,23,26,11,16,19,26,22,24,27,25,8,19,7,8,12,8,10,26,20,18,24,20,14,13,10,11,23,15,6,26,14,21,21,15,22,25,25,14,7,16,13,7,4,1,7
BOS vs GSW,2021-12-16,0,218.0,0.444,0.5,0.7,0.821,19,15,6,1,15,13,4,1,26,22,20,12,25,15,10,8,26,22,13,2,15,8,22,19,5,10,26,26,29,21,2,2,24,19,4,3,13,23,15,5,27,19,20,26,21,22,17,3,21,12,18,17,4,2,29,21
BOS vs MIL,2021-12-12,1,220.0,0.4,0.481,0.818,0.643,21,15,1,5,17,12,2,4,16,15,1,3,12,8,1,2,23,20,9,13,14,7,12,20,12,13,30,23,19,17,8,14,19,14,3,2,18,23,13,8,14,10,5,7,24,23,5,16,7,5,3,3,1,3,16,23
BOS vs PHI,2021-11-30,1,175.0,0.636,0.524,0.333,0.524,7,11,22,11,8,9,23,13,15,19,30,18,6,7,29,27,15,20,30,21,14,8,17,6,19,12,3,4,20,18,19,12,17,14,29,25,23,25,20,9,14,12,30,20,21,24,25,11,10,10,22,17,1,4,7,3
BOS vs BKN,2021-11-23,0,227.0,0.727,0.556,0.818,0.722,4,9,3,3,3,8,5,5,14,9,4,7,3,7,18,21,19,15,2,5,14,6,10,8,20,15,18,18,17,12,22,26,17,12,9,17,24,21,1,1,16,6,14,20,14,19,5,7,10,8,6,8,7,7,2,5
BOS vs HOU,2021-11-21,1,198.0,0.636,0.529,0.0,0.063,5,10,30,30,6,9,30,30,15,12,28,27,7,9,23,25,21,15,30,29,20,4,15,22,16,15,29,30,16,13,29,23,15,12,24,23,20,24,30,28,15,7,26,30,16,19,25,25,9,9,1,1,12,7,30,30
BOS vs OKC,2021-11-19,1,216.0,0.545,0.5,0.5,0.4,7,14,15,22,7,11,24,26,15,12,30,30,6,12,8,14,25,18,30,30,20,4,15,23,14,16,13,13,16,14,27,26,20,12,10,13,27,26,29,29,12,8,25,24,18,21,30,29,5,6,24,24,10,7,24,26
BOS vs LAL,2021-11-18,1,238.0,0.5,0.467,0.545,0.5,15,18,7,14,9,12,18,25,26,21,12,4,22,16,3,3,27,21,11,7,17,7,2,2,10,15,28,28,22,15,3,5,26,13,18,16,28,26,23,13,22,16,7,3,20,22,16,10,19,14,10,8,11,7,20,23
BOS vs MIL,2021-11-11,1,235.0,0.5,0.455,0.5,0.5,16,19,16,16,16,17,12,17,22,22,20,11,24,21,18,8,25,24,24,18,5,5,24,18,6,7,13,16,16,12,23,16,19,17,9,2,22,22,8,9,18,18,19,9,24,23,22,22,18,16,23,12,14,14,24,24
BOS vs TOR,2021-11-09,1,192.0,0.4,0.4,0.545,0.545,20,21,11,11,19,20,9,9,18,21,10,13,18,21,5,6,20,21,23,24,2,3,18,20,8,8,9,9,15,16,1,1,14,14,19,20,20,20,21,21,15,18,4,4,24,24,23,23,12,14,18,19,11,12,19,19
BOS vs CHI,2021-10-31,0,242.0,0.333,0.333,0.833,0.833,21,21,1,1,22,22,4,4,12,12,21,21,16,16,27,27,11,11,17,17,1,1,9,9,14,14,3,3,13,13,11,11,10,10,29,29,21,21,4,4,10,10,24,24,22,22,12,12,12,12,11,11,6,6,2,2
