MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
MIN vs CHA,2022-02-14,1,246.0,0.636,0.526,0.273,0.5,8,14,23,16,12,13,21,18,4,8,8,1,15,20,6,10,4,9,5,3,2,3,26,11,9,20,21,9,5,5,4,4,4,1,5,5,3,15,24,9,7,5,8,3,7,23,23,16,7,13,3,13,6,17,24,27
MIN vs DET,2022-02-05,1,223.0,0.7,0.519,0.182,0.231,4,16,26,29,6,13,30,30,9,12,15,29,21,21,16,29,14,12,13,27,4,5,9,18,6,21,19,19,5,5,20,11,6,1,17,19,9,19,17,29,16,8,7,19,6,24,28,29,1,16,3,11,15,18,16,13
MIN vs DEN,2022-01-31,1,245.0,0.5,0.5,0.727,0.571,13,16,2,12,12,14,3,11,12,12,4,23,24,17,9,27,20,14,1,4,4,4,29,29,12,22,24,11,5,5,10,25,8,1,6,16,11,21,1,13,18,8,8,29,8,24,1,4,3,17,15,30,19,20,2,11
MIN vs UTA,2022-01-29,1,232.0,0.5,0.49,0.2,0.6,14,16,28,6,13,15,23,3,8,12,23,4,21,18,22,5,19,14,30,26,3,4,24,14,6,22,9,20,4,5,18,23,3,1,13,2,12,21,20,6,14,7,25,16,8,24,21,4,1,15,18,2,20,20,8,13
MIN vs BKN,2022-01-22,1,261.0,0.6,0.489,0.545,0.644,8,18,8,6,4,15,15,8,6,18,1,14,14,18,12,20,8,16,4,9,5,4,3,7,25,25,21,14,4,5,7,24,2,2,29,28,16,20,20,15,12,7,4,19,9,24,1,3,18,19,15,17,24,23,1,1
MIN vs GSW,2022-01-15,1,218.0,0.5,0.476,0.444,0.738,13,20,21,2,9,15,13,1,16,16,30,15,14,17,27,11,9,15,17,2,4,4,24,14,20,25,6,29,7,4,3,2,3,2,27,5,22,22,20,7,14,9,30,26,12,24,20,7,26,22,29,24,26,23,25,25
MIN vs OKC,2022-01-04,1,188.0,0.5,0.459,0.5,0.361,9,19,9,26,14,19,17,27,10,12,14,29,9,13,5,16,7,16,22,30,6,6,16,18,23,26,8,7,6,6,14,26,3,2,8,14,16,22,27,30,10,6,9,20,18,27,30,30,23,21,20,27,29,22,13,24
MIN vs NYK,2021-12-27,0,184.0,0.556,0.485,0.4,0.455,10,14,15,19,17,19,15,20,15,15,10,21,18,18,8,19,15,17,20,27,23,7,11,8,14,24,9,9,9,5,19,27,7,2,4,11,6,18,7,8,14,7,10,19,24,27,29,25,13,16,11,13,20,17,8,12
MIN vs BOS,2021-12-26,1,211.0,0.444,0.469,0.333,0.485,16,17,21,14,22,19,19,11,20,20,22,10,21,21,20,11,19,19,25,20,25,7,22,8,11,21,20,16,10,5,15,16,9,3,18,13,6,19,20,22,18,10,22,11,26,27,21,22,16,21,15,8,18,17,17,4
MIN vs DAL,2021-12-18,1,216.0,0.444,0.483,0.4,0.5,18,17,18,17,20,16,10,17,23,21,20,27,23,18,14,27,27,22,17,26,23,5,26,28,10,23,11,1,9,5,26,30,8,3,7,14,20,22,25,25,21,9,13,28,29,27,21,23,13,20,26,28,14,19,20,26
MIN vs LAL,2021-12-16,1,202.0,0.4,0.464,0.667,0.552,19,19,9,10,25,18,6,15,16,21,25,5,16,21,19,6,23,21,18,12,15,5,13,4,21,23,15,28,13,6,5,5,6,1,25,20,18,20,8,13,12,8,24,7,25,27,4,6,10,21,26,7,15,17,30,28
MIN vs CLE,2021-12-09,0,229.0,0.5,0.44,0.556,0.538,11,20,11,10,16,20,4,7,14,20,26,18,10,17,21,10,23,21,18,9,5,5,8,23,17,24,12,28,5,5,27,17,4,2,24,18,20,23,6,14,10,6,29,18,26,27,10,15,11,22,26,18,19,18,3,10
MIN vs UTA,2021-12-07,0,240.0,0.636,0.458,0.778,0.696,4,18,4,5,6,14,3,2,3,20,20,17,4,16,25,23,14,20,24,27,1,4,11,11,25,24,13,18,5,7,27,23,1,1,8,5,17,23,1,6,2,9,30,30,21,27,1,3,5,23,27,15,12,18,10,11
MIN vs ATL,2021-12-05,0,231.0,0.636,0.478,0.7,0.5,5,17,5,13,6,13,4,10,3,21,12,5,4,19,17,6,14,21,9,12,1,3,11,23,29,25,4,4,4,7,20,27,1,2,26,24,20,24,3,2,4,12,22,10,20,27,2,6,4,22,18,17,14,17,9,7
MIN vs IND,2021-11-28,1,198.0,0.583,0.5,0.455,0.409,5,15,15,21,6,11,11,12,2,18,13,3,1,16,9,1,6,17,13,5,1,3,2,1,30,27,13,26,3,5,20,18,1,1,8,7,16,18,25,20,1,12,9,3,19,26,16,13,6,25,21,23,18,18,21,19
MIN vs MIA,2021-11-23,1,214.0,0.455,0.471,0.545,0.667,14,21,7,4,8,11,12,3,7,23,12,6,10,25,17,5,7,19,8,8,3,4,30,30,27,24,22,21,4,6,10,17,1,2,20,23,12,19,22,13,3,15,19,17,24,26,10,6,16,25,5,4,19,21,10,3
MIN vs MEM,2021-11-19,1,233.0,0.273,0.4,0.5,0.533,25,22,15,14,25,21,21,24,18,26,23,20,13,28,22,18,10,20,16,12,6,7,2,4,28,23,2,6,9,9,6,4,2,3,27,22,20,22,22,17,2,22,19,13,27,27,15,17,27,27,30,28,17,16,23,18
MIN vs SAS,2021-11-17,1,205.0,0.2,0.357,0.3,0.286,28,25,26,26,27,23,19,19,28,27,23,21,28,28,29,29,22,24,5,4,16,7,9,16,27,24,5,4,13,8,12,12,4,3,30,30,23,24,3,7,18,20,19,17,28,28,8,5,28,27,25,29,16,17,29,30
MIN vs SAC,2021-11-16,1,204.0,0.2,0.308,0.455,0.429,27,25,16,20,26,25,10,14,26,28,3,10,20,29,8,18,20,25,13,16,22,12,5,9,24,22,17,12,17,10,19,24,4,5,14,17,24,24,7,13,14,24,6,15,29,29,7,11,29,28,7,12,15,18,6,7
MIN vs PHX,2021-11-14,0,195.0,0.2,0.333,0.889,0.75,27,25,2,3,25,24,3,6,24,27,26,23,24,29,29,28,18,22,17,11,20,10,11,22,19,21,1,2,17,11,8,7,6,6,29,29,22,22,6,8,14,23,29,26,30,28,1,1,29,29,30,28,16,17,6,12
MIN vs LAC,2021-11-04,0,188.0,0.429,0.429,0.429,0.429,21,21,21,21,20,20,12,12,30,30,29,29,29,29,30,30,27,27,24,24,15,15,27,27,12,12,1,1,7,7,12,12,13,13,21,21,25,25,11,11,27,27,28,28,27,27,22,22,28,28,29,29,13,13,22,22
MIN vs LAC,2021-11-02,0,241.0,0.5,0.5,0.333,0.333,18,18,22,22,15,15,18,18,29,29,30,30,29,29,30,30,26,26,27,27,13,13,28,28,12,12,1,1,14,14,6,6,13,13,20,20,25,25,22,22,28,28,27,27,27,27,26,26,27,27,29,29,18,18,26,26
MIN vs ORL,2021-10-31,0,212.0,0.6,0.6,0.143,0.143,14,14,24,24,12,12,29,29,29,29,9,9,29,29,9,9,29,29,10,10,7,7,14,14,11,11,29,29,13,13,30,30,20,20,2,2,17,17,7,7,29,29,8,8,27,27,21,21,28,28,10,10,12,12,19,19
