MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
MEM vs BOS,2022-04-09,0,249.0,0.8,0.691,0.7,0.617,2,2,4,7,1,3,2,2,6,2,7,13,7,1,20,5,4,6,6,14,2,1,7,2,16,11,13,13,6,1,19,18,19,23,9,9,1,16,4,14,7,1,22,18,14,18,1,16,21,8,25,23,22,28,8,2
MEM vs NOP,2022-04-08,1,255.0,0.778,0.688,0.7,0.45,3,2,3,19,2,3,5,19,24,5,22,22,22,1,18,11,20,8,27,14,9,1,23,26,4,8,8,15,8,1,2,7,26,23,28,27,1,18,21,27,23,1,21,19,20,18,18,21,27,9,4,6,21,28,4,10
MEM vs PHX,2022-03-31,1,236.0,0.9,0.701,0.9,0.816,1,2,1,1,1,3,3,1,8,1,7,4,4,1,23,12,8,6,7,4,1,1,17,22,11,10,9,6,4,1,16,6,22,23,26,28,1,18,2,4,8,1,18,9,8,15,1,1,24,5,24,26,30,28,7,7
MEM vs GSW,2022-03-27,1,218.0,0.889,0.693,0.455,0.64,2,2,15,3,2,3,13,5,20,3,10,11,14,1,3,6,16,7,7,5,1,1,26,19,5,10,21,29,12,1,21,2,25,22,3,3,1,20,20,9,19,1,8,19,9,16,15,8,27,5,19,25,28,28,14,20
MEM vs MIL,2022-03-25,1,229.0,0.8,0.689,0.778,0.63,2,2,5,5,3,5,7,7,8,3,18,5,4,1,23,3,8,7,24,22,1,1,26,28,7,10,5,11,3,1,18,15,19,22,21,6,3,20,1,4,6,1,26,15,10,18,4,11,17,5,25,8,29,28,17,16
MEM vs IND,2022-03-23,1,236.0,0.7,0.685,0.333,0.342,5,2,23,26,4,5,19,22,12,3,29,15,9,1,28,14,15,8,18,10,1,1,18,4,6,9,14,25,3,1,30,27,20,22,24,15,8,21,17,25,8,1,28,8,17,18,8,15,22,6,30,18,29,28,12,20
MEM vs BKN,2022-03-22,1,252.0,0.667,0.681,0.667,0.528,11,2,11,15,5,5,4,17,25,5,20,10,15,1,30,20,24,8,15,10,1,1,19,7,2,9,12,16,7,1,25,24,28,24,29,27,17,24,1,11,17,1,30,16,16,17,1,4,27,6,23,17,29,28,11,7
MEM vs NYK,2022-03-10,1,232.0,0.571,0.672,0.429,0.424,12,2,15,20,8,5,11,20,16,3,22,24,2,1,9,4,18,8,29,30,6,1,26,11,6,9,9,10,12,1,29,28,23,22,21,13,21,24,13,12,11,1,24,23,22,16,26,27,14,2,3,4,26,28,29,25
MEM vs NOP,2022-03-07,1,243.0,0.5,0.667,0.571,0.422,12,2,12,21,11,6,3,20,8,2,17,23,2,1,13,15,12,8,17,12,5,1,25,26,10,11,8,16,6,1,8,13,17,22,28,24,24,24,19,27,4,1,18,23,22,15,2,22,6,3,22,9,23,28,20,8
MEM vs ORL,2022-03-04,1,220.0,0.571,0.672,0.429,0.25,12,2,16,29,12,6,21,28,21,3,24,27,8,1,18,20,20,8,23,20,5,1,21,17,9,9,15,26,11,1,17,25,26,23,14,12,25,24,28,27,19,1,21,14,20,15,25,28,10,3,24,26,27,27,6,10
