MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
BKN vs IND,2022-04-09,1,260.0,0.6,0.531,0.1,0.309,11,14,29,26,10,15,27,24,17,9,22,14,16,13,27,18,17,10,7,9,1,5,5,3,22,16,22,25,13,23,10,26,21,27,16,15,6,11,15,24,18,12,21,8,16,4,12,17,18,15,24,20,2,6,4,18
BKN vs CLE,2022-04-07,1,225.0,0.6,0.525,0.364,0.538,10,15,19,14,11,15,23,13,21,11,13,25,21,16,14,17,24,10,12,11,1,5,25,24,25,16,21,23,12,21,16,23,24,28,18,22,7,11,12,16,26,13,16,29,11,4,14,10,15,15,5,12,5,6,25,21
BKN vs HOU,2022-04-04,1,223.0,0.5,0.513,0.273,0.253,14,16,23,29,8,16,20,30,11,11,1,17,15,20,7,28,12,11,5,19,5,6,1,15,26,15,30,30,13,22,4,16,26,27,3,4,4,10,9,20,15,15,3,21,4,4,18,24,6,16,4,1,8,6,24,30
BKN vs MIL,2022-03-30,0,239.0,0.7,0.526,0.625,0.627,7,15,14,6,5,17,14,7,11,10,29,7,21,19,28,4,9,10,30,23,3,5,28,28,23,16,2,9,6,23,29,17,26,27,28,6,7,11,4,5,24,13,29,15,2,4,8,11,8,16,29,9,11,6,22,15
BKN vs DET,2022-03-28,1,253.0,0.7,0.52,0.2,0.267,5,15,27,28,4,17,14,28,12,12,24,29,21,19,22,25,6,10,21,24,2,5,15,14,23,16,21,20,7,24,17,11,28,27,25,17,8,13,25,29,21,13,23,11,1,4,18,29,12,17,17,12,19,6,10,13
BKN vs CHA,2022-03-26,0,229.0,0.7,0.527,0.667,0.514,5,15,11,16,6,15,10,17,11,10,26,5,21,20,29,15,8,11,11,3,6,6,9,9,25,15,2,9,10,24,17,5,29,27,16,6,2,11,9,8,23,14,28,4,1,4,5,13,14,18,29,15,9,6,25,27
BKN vs UTA,2022-03-20,1,220.0,0.5,0.521,0.636,0.634,14,15,6,5,12,17,5,2,16,12,7,7,23,21,2,4,12,11,19,26,10,7,2,9,20,15,23,17,22,24,14,22,27,27,1,2,1,11,11,7,22,16,11,22,1,4,20,5,17,18,9,7,14,7,23,14
BKN vs POR,2022-03-17,1,251.0,0.5,0.514,0.125,0.382,15,15,30,24,13,16,30,26,15,9,30,28,25,18,30,26,10,9,30,27,9,6,29,22,16,16,5,14,24,23,30,18,25,26,29,12,2,11,30,18,22,12,30,26,1,5,30,25,19,19,27,15,16,6,21,22
BKN vs DAL,2022-03-15,0,224.0,0.5,0.522,0.778,0.618,14,15,4,6,14,16,16,10,10,9,29,26,23,18,28,25,9,9,29,22,6,6,20,27,18,16,5,3,13,21,27,27,24,26,15,9,4,11,16,21,18,12,28,27,3,5,22,20,13,17,28,23,21,6,22,21
BKN vs NYK,2022-03-12,1,217.0,0.375,0.507,0.375,0.418,19,16,19,21,23,17,13,20,20,15,22,25,27,21,10,4,19,12,28,29,8,6,24,11,14,15,9,11,24,24,29,28,24,25,23,14,4,11,13,12,23,14,27,23,10,6,27,27,18,21,3,2,21,6,28,25
BKN vs MIA,2022-03-02,0,220.0,0.333,0.508,0.75,0.651,16,16,1,4,23,19,8,6,1,10,8,13,3,15,10,13,14,10,12,6,11,7,19,30,24,15,18,26,17,26,12,10,6,25,9,15,22,17,13,1,1,10,13,19,25,10,13,13,5,16,4,17,20,6,16,4
