MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
BKN vs TOR,2022-02-27,0,230.0,0.375,0.525,0.5,0.542,17,13,11,13,22,17,19,15,12,12,13,26,12,15,13,26,19,10,25,29,18,7,21,19,10,12,19,3,12,25,5,4,12,25,13,20,25,17,22,13,6,12,8,14,25,8,22,26,9,20,13,25,24,6,22,24
BKN vs BOS,2022-02-23,0,235.0,0.25,0.525,0.857,0.567,22,14,2,11,27,17,1,4,10,11,14,12,11,14,8,2,21,11,12,15,16,7,1,2,13,13,15,18,10,23,24,16,6,25,12,8,23,17,13,21,7,11,18,10,25,6,10,21,17,19,19,17,27,6,12,2
BKN vs WAS,2022-02-16,0,220.0,0.2,0.534,0.333,0.456,26,14,23,20,26,16,25,23,24,14,30,28,21,17,29,27,25,11,27,22,12,7,28,15,4,11,1,7,16,25,29,30,22,26,29,28,21,17,24,28,19,15,27,28,25,5,26,11,26,20,29,17,24,5,12,13
BKN vs SAC,2022-02-13,1,194.0,0.0,0.518,0.4,0.379,30,15,19,23,29,17,23,26,23,16,19,6,24,20,25,15,26,11,15,16,11,7,15,16,5,11,22,21,17,26,17,18,22,26,20,17,20,18,22,20,13,15,23,6,27,5,19,17,20,21,13,3,24,5,10,21
BKN vs BOS,2022-02-07,0,217.0,0.2,0.547,0.7,0.545,25,12,4,11,26,15,1,6,17,16,16,14,21,20,6,3,19,9,11,19,12,7,2,2,13,14,19,22,26,27,20,17,24,26,5,8,11,15,18,22,11,18,16,9,16,5,14,22,29,21,28,18,15,2,8,1
BKN vs DEN,2022-01-25,0,242.0,0.5,0.617,0.636,0.543,11,7,5,13,16,9,6,13,1,10,5,26,4,14,9,27,3,9,1,4,6,7,30,29,29,16,19,10,6,27,24,25,21,27,10,17,18,14,9,17,2,13,9,30,1,2,2,5,13,18,21,30,1,1,5,15
BKN vs LAL,2022-01-24,0,202.0,0.545,0.63,0.444,0.489,8,7,19,15,14,9,20,22,1,11,26,6,9,19,29,13,4,9,29,11,7,7,23,5,26,14,1,26,7,28,24,7,27,28,24,17,16,13,14,15,4,17,27,10,1,2,12,8,21,17,26,7,1,1,22,28
BKN vs NOP,2022-01-14,1,225.0,0.455,0.634,0.444,0.381,14,8,22,23,17,10,20,24,3,16,28,21,4,21,26,6,6,8,26,11,3,7,23,26,25,14,6,20,4,22,26,19,26,25,22,22,22,16,23,23,4,23,28,13,2,4,23,26,5,11,7,8,4,1,16,8
BKN vs OKC,2022-01-12,0,239.0,0.5,0.65,0.2,0.325,13,6,27,27,14,9,26,27,9,15,24,30,12,22,13,19,6,9,28,29,3,7,19,20,20,14,5,7,9,24,13,21,29,26,8,12,17,16,29,30,14,24,12,19,2,4,30,30,9,12,26,28,4,1,10,23
BKN vs SAS,2022-01-08,1,240.0,0.429,0.649,0.4,0.395,22,8,15,23,18,9,12,16,30,23,8,14,30,24,4,18,28,13,3,3,9,8,6,15,4,11,21,6,23,28,15,13,30,28,17,29,27,16,11,14,30,28,4,7,2,5,13,8,28,17,23,29,3,1,22,29
BKN vs MIL,2022-01-06,0,228.0,0.429,0.667,0.6,0.625,22,7,6,5,17,9,8,5,30,22,5,2,29,24,9,2,27,12,13,13,7,8,15,18,7,12,15,19,24,28,7,8,29,28,3,2,30,15,9,8,29,28,7,3,2,5,12,15,30,18,13,5,6,2,9,20
BKN vs MEM,2022-01-02,0,222.0,0.571,0.676,0.7,0.622,16,6,1,6,12,8,2,9,29,25,6,6,25,24,3,2,25,13,10,7,14,9,3,3,8,11,19,13,30,30,1,1,29,27,22,19,23,12,10,17,28,28,4,1,6,7,18,18,30,21,4,8,10,3,11,24
BKN vs LAC,2021-12-31,0,236.0,0.714,0.697,0.4,0.5,8,5,18,12,9,8,22,14,28,26,12,17,26,25,13,15,26,13,10,17,10,10,11,19,9,10,23,24,30,30,9,9,29,28,21,18,19,13,3,8,27,27,13,11,3,6,18,21,29,21,22,27,7,3,24,11
BKN vs PHI,2021-12-29,0,212.0,0.857,0.719,0.444,0.529,6,4,16,11,7,7,21,16,28,26,20,22,27,25,24,26,27,13,24,26,10,11,4,4,6,8,5,3,29,29,10,12,29,28,26,25,19,13,27,15,28,29,22,25,4,6,18,15,29,24,7,12,4,2,1,1
BKN vs ORL,2021-12-17,0,193.0,0.7,0.724,0.1,0.167,4,3,29,29,10,6,27,30,13,13,22,25,5,17,13,10,10,10,19,23,7,10,18,15,19,14,21,25,23,29,20,26,27,26,16,7,26,9,27,26,14,20,16,9,10,6,23,28,9,10,20,22,2,1,9,17
BKN vs PHI,2021-12-15,1,219.0,0.667,0.714,0.5,0.517,8,3,12,13,12,6,22,20,24,14,18,17,17,17,15,27,16,8,18,18,13,10,3,2,11,14,11,6,27,28,9,9,30,26,23,24,28,12,25,16,22,22,19,18,12,5,23,15,16,7,7,13,3,3,10,4
BKN vs TOR,2021-12-13,1,260.0,0.667,0.704,0.556,0.481,8,3,12,18,11,6,13,14,27,17,29,26,23,20,25,19,16,8,29,28,17,10,12,16,3,12,1,3,27,27,22,4,30,26,23,23,28,11,20,20,26,25,24,12,12,6,25,25,15,8,30,28,2,1,19,19
BKN vs CHI,2021-12-03,0,218.0,0.778,0.727,0.636,0.652,5,3,5,4,9,6,7,4,26,22,8,9,27,26,15,23,19,9,13,14,19,11,22,19,4,11,18,9,24,29,7,8,29,24,22,29,20,6,4,4,27,27,10,16,8,5,4,4,11,6,22,18,4,5,6,1
BKN vs MIN,2021-12-02,1,215.0,0.778,0.714,0.667,0.5,6,3,2,15,7,6,5,11,26,22,2,13,29,27,1,15,22,11,7,18,21,11,1,4,4,7,29,26,21,29,2,6,28,24,1,1,11,3,20,23,29,29,1,11,6,5,19,27,14,14,4,20,3,5,15,19
BKN vs NYK,2021-11-29,1,222.0,0.778,0.7,0.444,0.55,6,3,18,10,6,6,16,15,25,22,30,24,29,25,26,22,20,11,30,28,22,11,9,7,5,12,9,9,22,28,28,28,29,23,26,14,8,2,9,6,29,29,30,25,6,5,27,22,22,13,28,14,3,6,17,19
BKN vs PHX,2021-11-26,0,220.0,0.8,0.737,1.0,0.842,3,3,1,2,4,5,2,3,17,16,1,11,24,23,2,17,9,8,2,3,19,11,9,26,6,10,21,5,22,26,1,8,21,19,11,28,3,1,4,9,24,28,2,16,6,5,2,1,7,11,9,20,2,6,8,10
BKN vs ORL,2021-11-18,1,228.0,0.818,0.688,0.3,0.267,2,2,26,26,3,7,27,28,4,7,27,27,13,11,22,21,2,5,26,26,23,11,13,14,23,22,18,24,19,21,27,29,13,12,13,6,1,1,22,24,17,17,21,21,2,6,28,28,5,5,25,21,7,6,21,20
BKN vs CLE,2021-11-16,1,208.0,0.727,0.667,0.636,0.6,2,2,6,6,4,9,12,10,7,6,17,12,13,11,11,13,3,4,15,5,19,7,28,28,25,23,28,28,18,23,8,13,10,9,17,18,1,1,14,18,17,13,15,11,2,8,19,16,5,5,13,8,7,6,18,16
BKN vs GSW,2021-11-15,0,216.0,0.8,0.714,0.8,0.846,2,2,2,1,3,6,1,1,19,14,15,18,29,17,13,16,9,10,1,2,22,8,12,22,21,22,21,17,29,28,3,4,24,16,3,4,1,1,16,9,30,22,22,25,1,2,3,4,17,14,23,18,5,5,11,13
BKN vs ATL,2021-11-02,1,225.0,0.571,0.571,0.571,0.571,11,11,11,11,16,16,12,12,21,21,20,20,16,16,10,10,22,22,12,12,7,7,26,26,15,15,5,5,26,26,27,27,25,25,28,28,13,13,13,13,26,26,12,12,10,10,14,14,16,16,24,24,16,16,7,7
