MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
CLE vs TOR,2022-03-05,1,197.0,0.167,0.571,0.375,0.54,27,12,15,14,21,9,24,14,28,26,13,20,30,20,5,19,26,10,20,27,27,25,13,18,6,23,17,4,30,26,16,4,29,23,17,20,13,14,28,13,30,30,4,7,13,9,30,26,23,19,10,22,11,22,25,24
CLE vs CHA,2022-03-01,0,217.0,0.429,0.59,0.25,0.476,16,11,22,17,13,7,13,18,23,25,5,1,21,18,1,4,21,11,3,2,20,25,9,9,20,23,28,12,25,23,6,4,27,23,3,4,7,14,26,9,23,28,5,2,13,9,21,18,14,21,3,8,9,23,28,28
CLE vs MIN,2022-02-27,0,249.0,0.5,0.6,0.5,0.525,17,8,11,13,15,7,21,13,30,27,5,5,30,18,14,14,30,11,4,8,25,25,3,3,3,23,20,21,27,22,16,6,30,23,1,1,11,14,19,18,30,30,4,4,17,10,23,24,28,21,5,9,13,23,19,18
CLE vs WAS,2022-02-25,1,178.0,0.5,0.593,0.375,0.458,17,9,17,19,13,7,22,23,30,27,8,24,30,19,17,27,30,11,6,17,24,25,19,13,2,23,20,8,29,26,3,30,30,23,15,28,8,15,11,27,30,30,7,26,14,8,13,9,28,21,18,14,19,24,6,13
CLE vs SAS,2022-02-08,1,197.0,0.667,0.611,0.4,0.37,13,6,18,24,15,7,13,16,29,24,22,13,27,13,24,10,25,8,3,1,25,25,6,8,7,25,1,4,29,23,21,13,29,21,25,27,16,17,13,14,30,28,19,3,22,11,6,9,24,19,29,30,30,24,18,28
CLE vs IND,2022-02-05,1,183.0,0.667,0.604,0.364,0.352,9,7,18,26,16,5,28,22,28,20,1,8,27,14,5,10,24,8,5,9,28,23,13,3,17,26,27,22,27,21,21,25,27,21,13,14,12,17,4,24,29,26,2,7,15,9,13,15,26,18,4,13,30,24,23,17
CLE vs NOP,2022-01-30,1,183.0,0.8,0.6,0.444,0.367,2,7,17,24,8,4,18,25,21,20,28,27,19,11,29,18,11,8,22,14,25,24,29,28,21,26,2,15,27,20,16,14,24,20,30,24,18,16,30,25,23,25,29,18,5,7,18,25,20,19,16,9,29,23,18,9
CLE vs MIL,2022-01-25,1,214.0,0.8,0.604,0.5,0.612,1,7,15,4,11,4,12,6,24,17,19,1,21,8,13,2,12,6,26,18,26,24,17,23,22,28,9,17,26,20,14,8,28,20,13,3,24,16,5,7,26,24,22,5,3,6,23,16,18,17,12,6,29,23,4,13
CLE vs NYK,2022-01-23,1,188.0,0.7,0.596,0.6,0.489,5,8,10,15,10,4,12,17,25,19,27,25,22,8,16,7,17,7,29,28,20,24,27,12,14,27,5,12,28,20,29,28,29,21,24,12,26,17,4,9,27,25,26,20,3,6,24,26,19,15,16,9,29,20,28,23
CLE vs OKC,2022-01-21,1,181.0,0.7,0.587,0.1,0.311,4,9,29,27,12,4,28,27,25,19,28,30,22,10,21,11,13,7,27,29,21,24,21,21,7,25,4,9,28,20,13,22,29,21,17,11,26,16,30,30,26,23,19,13,4,7,30,30,22,18,30,28,27,18,5,19
CLE vs BKN,2022-01-16,1,221.0,0.545,0.591,0.455,0.643,8,9,15,5,16,4,18,9,10,11,3,14,8,6,5,19,7,5,6,9,12,22,4,7,11,26,27,14,28,17,5,26,24,18,28,26,30,15,24,16,9,14,6,23,10,7,2,4,8,16,7,14,28,17,2,1
CLE vs MEM,2022-01-03,0,216.0,0.5,0.568,0.7,0.632,15,9,3,6,2,4,4,8,24,15,5,4,25,8,2,2,18,7,13,5,26,23,3,1,4,24,17,15,28,15,1,1,22,18,21,19,17,12,18,17,24,22,2,1,2,9,22,17,28,19,5,8,26,13,16,25
CLE vs IND,2022-01-01,1,212.0,0.5,0.556,0.25,0.389,16,9,26,23,2,4,24,13,23,15,27,13,24,10,25,9,17,5,27,14,29,23,12,3,7,27,8,17,28,15,24,20,19,18,26,16,9,12,30,28,25,20,24,10,3,9,25,15,29,18,17,20,17,11,18,14
CLE vs ATL,2021-12-30,0,239.0,0.667,0.571,0.222,0.441,6,9,26,20,1,4,26,16,10,11,16,13,13,9,21,18,7,5,23,18,24,24,18,22,21,27,10,5,9,13,19,28,15,16,22,24,5,12,9,2,16,17,19,16,5,10,23,13,21,19,7,15,7,9,6,5
CLE vs TOR,2021-12-25,1,243.0,0.667,0.594,0.667,0.483,5,7,14,21,2,4,6,11,11,19,29,30,13,16,29,29,9,9,29,30,19,23,29,24,19,27,1,1,4,15,29,8,12,20,29,27,5,13,18,19,20,24,29,29,3,11,17,24,20,20,30,29,5,8,28,19
CLE vs HOU,2021-12-14,1,213.0,0.727,0.586,0.8,0.333,1,6,1,26,3,4,9,26,3,9,6,24,4,6,19,23,1,4,5,21,4,19,5,11,28,29,25,30,6,9,20,23,9,15,2,9,4,12,5,18,4,11,17,27,5,14,3,21,12,10,5,1,3,8,26,30
CLE vs MIA,2021-12-12,1,199.0,0.636,0.571,0.5,0.593,5,7,12,7,3,5,22,7,2,9,21,16,4,6,26,18,3,5,6,9,1,16,24,30,29,28,22,20,10,11,12,17,8,16,7,18,6,14,8,7,7,12,25,22,9,14,16,12,9,9,28,19,5,9,20,6
CLE vs SAC,2021-12-10,1,220.0,0.6,0.556,0.5,0.423,7,7,13,22,4,6,23,24,16,11,11,7,10,8,13,14,5,4,22,22,4,18,20,13,22,28,10,15,21,15,10,20,18,16,15,15,6,15,25,24,19,12,9,9,4,15,16,16,21,12,2,1,4,10,26,21
CLE vs CHI,2021-12-07,1,207.0,0.4,0.52,0.636,0.68,17,11,4,3,10,9,8,4,18,19,6,6,12,11,9,18,15,11,8,14,17,25,6,12,23,28,15,8,26,18,13,8,14,15,19,28,12,15,8,4,20,16,7,13,17,18,6,4,21,14,13,11,8,12,11,1
CLE vs UTA,2021-12-04,0,217.0,0.444,0.565,0.778,0.682,19,9,6,5,11,8,1,2,27,24,20,17,23,18,25,22,25,11,24,27,23,25,8,11,15,25,9,17,30,21,29,22,25,22,14,4,10,15,1,7,29,23,30,30,18,16,1,2,25,17,26,10,10,14,17,12
CLE vs ORL,2021-11-26,1,197.0,0.333,0.474,0.2,0.2,23,18,28,28,16,19,30,30,30,24,25,22,28,24,23,12,29,19,24,21,30,29,22,12,9,23,10,27,26,17,27,28,23,20,11,5,21,23,28,24,30,26,20,10,24,20,30,28,28,19,27,21,19,17,23,21
CLE vs PHX,2021-11-23,0,235.0,0.5,0.5,1.0,0.824,14,16,1,2,15,19,2,4,26,22,3,19,27,19,6,22,23,11,3,3,29,29,6,24,24,27,10,6,25,15,2,7,18,19,20,28,11,25,3,10,28,21,4,23,20,18,3,1,27,14,21,23,12,14,4,12
CLE vs BKN,2021-11-21,0,229.0,0.6,0.529,0.8,0.706,7,10,4,3,12,17,5,6,26,22,19,11,27,22,27,19,26,10,6,6,29,29,17,8,24,27,9,21,18,12,28,26,22,21,21,17,12,26,1,1,28,22,27,21,19,17,10,8,23,16,15,7,22,19,3,5
CLE vs GSW,2021-11-17,0,193.0,0.545,0.563,0.8,0.857,9,7,3,1,14,11,1,1,17,9,12,15,17,9,12,13,11,6,1,2,29,29,13,17,28,28,24,21,9,10,1,3,9,14,3,4,13,21,17,8,17,8,25,25,19,16,2,1,16,8,17,16,18,16,13,11
CLE vs BOS,2021-11-14,0,190.0,0.727,0.643,0.5,0.462,2,3,15,17,8,11,10,13,16,11,20,19,13,13,19,15,14,5,26,19,26,26,11,4,28,28,6,16,10,13,21,15,19,20,24,13,16,18,24,25,17,13,19,12,16,12,20,22,10,5,14,14,17,15,9,10
CLE vs BOS,2021-11-12,1,180.0,0.727,0.615,0.6,0.5,2,3,9,17,5,11,7,14,16,12,20,18,11,15,19,17,9,4,24,20,26,26,9,5,29,28,4,10,10,12,20,15,23,20,19,12,16,16,23,24,17,15,19,14,11,8,18,21,10,8,13,12,18,16,11,12
CLE vs DET,2021-11-11,1,176.0,0.636,0.583,0.222,0.2,3,7,27,28,13,15,29,28,13,15,30,30,10,16,30,30,8,6,29,29,27,27,23,21,27,26,5,6,13,16,20,23,26,24,24,26,18,16,29,30,16,17,29,29,12,10,30,30,6,7,20,24,16,17,27,25
CLE vs WAS,2021-11-09,0,191.0,0.636,0.636,0.7,0.7,4,4,4,4,13,12,7,7,9,11,14,17,10,13,14,18,4,5,22,23,27,27,6,6,26,25,11,10,15,16,25,25,22,23,24,25,15,15,22,22,11,13,19,21,11,10,8,8,6,6,8,10,14,14,10,9
CLE vs POR,2021-11-02,1,211.0,0.5,0.5,0.429,0.429,11,11,18,18,19,19,11,11,6,6,15,15,5,5,12,12,5,5,21,21,18,18,18,18,25,25,17,17,5,5,19,19,19,19,6,6,27,27,8,8,7,7,15,15,18,18,12,12,1,1,21,21,14,14,19,19
