MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
CLE vs MIL,2022-04-09,1,248.0,0.2,0.531,0.7,0.63,27,14,4,5,24,13,12,7,26,25,12,3,25,16,14,2,28,12,18,19,25,24,17,27,9,22,16,12,26,25,19,12,23,22,18,5,18,17,21,6,25,29,15,7,15,10,6,9,11,12,21,9,21,21,18,15
CLE vs PHI,2022-04-02,0,220.0,0.455,0.551,0.583,0.61,15,14,5,8,20,13,7,12,9,23,2,20,11,15,1,30,12,11,5,25,22,24,4,6,22,27,19,2,13,24,5,12,16,22,6,27,18,18,12,10,13,29,2,30,13,9,16,15,4,11,2,3,24,21,8,1
CLE vs DAL,2022-03-29,0,232.0,0.4,0.56,0.636,0.618,18,14,5,5,20,10,15,9,23,27,17,22,25,20,7,23,19,11,27,23,25,25,21,27,18,24,17,4,20,24,30,29,25,23,2,7,23,16,29,24,25,30,14,26,17,10,25,20,7,15,15,23,20,22,21,18
CLE vs ORL,2022-03-27,1,208.0,0.4,0.554,0.4,0.267,18,14,18,28,20,10,22,28,22,26,26,29,24,20,9,15,17,12,19,21,25,25,23,18,8,23,20,28,17,24,30,28,28,24,10,11,24,19,28,28,23,30,18,11,14,10,30,28,9,16,25,27,20,23,8,9
CLE vs CHI,2022-03-25,0,192.0,0.5,0.562,0.333,0.575,15,13,23,12,18,9,26,15,19,26,30,15,21,20,30,29,14,10,30,18,23,25,27,24,15,23,2,5,18,24,18,22,27,23,30,30,19,15,20,2,23,29,29,25,13,7,20,2,10,16,27,22,20,23,13,5
CLE vs LAL,2022-03-20,0,251.0,0.455,0.577,0.273,0.423,14,12,24,19,20,9,27,23,10,22,6,14,13,18,17,22,5,10,14,18,21,24,13,5,21,24,27,27,11,21,16,8,20,23,4,16,20,15,13,19,14,29,6,13,12,9,16,10,6,14,16,10,15,23,23,29
CLE vs DET,2022-03-18,1,222.0,0.455,0.571,0.455,0.271,14,13,14,28,20,9,18,29,15,22,14,29,10,20,9,24,5,10,9,24,21,24,18,14,22,23,18,18,10,21,26,13,24,22,15,19,23,16,17,29,15,29,8,15,18,10,20,29,6,14,16,12,10,21,18,15
CLE vs DEN,2022-03-17,1,235.0,0.4,0.565,0.727,0.6,19,13,2,8,20,10,5,11,25,24,5,10,20,20,5,19,21,10,2,4,24,25,14,29,19,23,25,21,20,22,7,16,26,23,7,11,25,17,29,16,26,29,11,20,16,10,2,3,10,14,3,23,7,20,12,8
CLE vs PHI,2022-03-15,0,232.0,0.4,0.574,0.667,0.612,20,13,9,8,20,9,11,12,22,24,25,23,16,20,26,30,18,12,26,25,18,25,22,7,23,24,4,2,22,23,18,16,26,24,22,28,20,16,11,10,21,29,29,30,17,10,27,17,7,18,2,6,11,22,1,1
CLE vs LAC,2022-03-13,1,231.0,0.333,0.567,0.667,0.514,20,13,6,15,25,10,16,19,25,26,23,17,20,21,10,7,18,12,24,14,16,25,5,10,23,24,11,21,24,23,18,9,27,24,21,16,27,19,3,4,24,29,20,7,20,10,24,21,7,20,29,28,11,21,10,10
