MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
UTA vs PHX,2023-11-18,0,277.0,0.333,0.333,0.444,0.5,23,23,19,14,23,25,17,14,23,16,22,16,20,9,26,18,16,12,21,15,7,9,7,5,22,27,9,21,30,28,28,24,15,11,22,17,4,9,1,2,25,17,28,24,16,20,15,14,24,17,13,10,8,7,6,5
UTA vs PHX,2023-11-16,0,259.0,0.4,0.364,0.444,0.455,18,22,18,18,23,25,10,12,15,16,25,17,8,6,27,14,9,13,20,15,7,12,6,3,28,29,7,25,28,28,28,23,7,8,23,18,7,11,2,5,13,15,29,23,20,21,14,16,27,23,15,10,7,7,5,5
UTA vs POR,2023-11-13,1,214.0,0.3,0.3,0.333,0.333,23,23,23,23,29,29,22,22,11,11,30,30,6,6,27,27,7,7,30,30,12,12,14,14,29,29,16,16,29,29,13,13,9,9,26,26,3,3,28,28,11,11,25,25,17,17,28,28,19,19,25,25,11,11,9,9
UTA vs ORL,2023-11-01,0,228.0,0.4,0.4,0.5,0.5,10,10,10,10,19,19,10,10,3,3,27,27,2,2,21,21,2,2,26,26,26,26,24,24,28,28,7,7,19,19,13,13,4,4,27,27,7,7,26,26,1,1,28,28,19,19,21,21,9,9,6,6,20,20,27,27
UTA vs MEM,2023-10-31,1,242.0,0.25,0.25,0.0,0.0,20,20,29,29,29,29,25,25,9,9,12,12,4,4,12,12,6,6,14,14,24,24,5,5,22,22,25,25,21,21,5,5,6,6,2,2,20,20,17,17,2,2,8,8,22,22,24,24,15,15,21,21,17,17,10,10
