MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
GSW vs OKC,2023-04-03,1,261.0,0.5,0.519,0.455,0.481,15,11,15,19,17,15,22,14,9,2,5,3,10,9,5,12,5,1,25,20,20,26,28,22,26,29,12,5,15,14,7,2,2,1,9,11,16,4,25,18,11,6,2,1,18,12,28,24,23,30,3,15,13,11,1,6
GSW vs SAS,2023-03-30,1,245.0,0.6,0.519,0.273,0.25,8,12,24,28,12,15,29,30,11,3,7,26,10,9,3,16,6,1,1,6,17,26,19,25,27,29,29,26,12,17,8,20,4,1,5,22,7,3,20,25,11,8,1,3,15,13,27,25,25,30,16,29,23,11,30,29
GSW vs NOP,2023-03-27,1,229.0,0.455,0.513,0.7,0.507,12,13,3,15,22,16,2,9,5,2,18,17,6,9,13,13,2,1,8,9,12,26,21,24,29,29,20,22,9,18,12,2,1,1,17,28,12,3,1,16,5,5,19,17,16,12,9,10,20,30,27,11,12,11,4,15
GSW vs MIN,2023-03-25,0,195.0,0.455,0.52,0.375,0.5,13,11,25,14,21,15,20,20,5,2,30,12,3,9,30,25,2,1,24,8,9,26,17,4,30,29,2,28,13,18,28,6,1,1,30,15,12,3,10,15,2,5,30,18,17,13,12,3,17,30,22,16,11,10,28,23
GSW vs PHI,2023-03-23,1,232.0,0.455,0.514,0.9,0.681,10,12,1,3,24,16,1,3,3,1,11,18,4,9,14,28,1,1,11,18,6,25,3,13,30,30,13,8,9,16,14,9,1,1,14,20,13,3,1,1,5,6,23,30,15,13,1,7,19,30,7,7,8,9,2,1
GSW vs PHX,2023-03-12,1,235.0,0.6,0.515,0.714,0.552,5,13,7,10,9,15,2,9,5,2,29,24,2,9,26,14,1,1,28,3,17,27,18,10,30,29,1,11,6,17,30,13,1,1,27,18,12,4,9,5,2,7,29,14,28,14,7,21,21,30,29,28,2,10,15,12
GSW vs MIL,2023-03-10,1,241.0,0.556,0.507,0.875,0.727,6,13,1,1,12,15,1,3,4,1,8,15,1,10,2,1,1,1,6,16,15,27,11,11,30,29,9,21,9,18,29,28,1,1,5,4,19,4,4,11,4,7,9,12,27,13,9,23,16,30,21,23,2,10,14,29
GSW vs NOP,2023-03-02,1,207.0,0.625,0.524,0.286,0.492,6,11,22,16,6,13,25,11,6,1,27,15,3,11,26,12,1,1,24,11,25,28,27,23,27,29,6,20,8,16,8,2,3,1,27,28,10,3,28,21,3,8,25,16,18,13,23,12,23,30,21,8,12,11,8,17
GSW vs LAC,2023-03-01,1,206.0,0.571,0.516,0.333,0.516,11,13,21,11,10,15,20,18,17,8,27,14,20,12,30,10,4,2,25,23,28,28,25,15,19,29,10,19,18,18,23,15,5,1,26,11,7,3,1,5,18,13,30,17,13,13,5,17,29,30,27,14,13,12,2,17
GSW vs POR,2023-02-27,1,228.0,0.429,0.508,0.5,0.483,18,14,18,20,19,17,22,20,15,7,27,20,20,12,30,27,4,1,27,23,27,28,16,22,19,29,6,17,10,17,24,29,2,1,17,12,6,3,5,6,13,10,30,28,20,13,6,8,30,30,22,9,12,13,2,6
GSW vs MIN,2023-02-25,1,213.0,0.429,0.5,0.429,0.5,16,16,16,14,10,19,21,21,13,8,16,3,23,14,21,24,4,1,10,9,30,28,9,4,17,29,19,28,14,19,18,5,2,1,17,11,3,3,9,18,13,11,16,12,10,13,5,4,30,30,26,17,21,12,16,23
GSW vs HOU,2023-02-23,1,217.0,0.429,0.492,0.0,0.224,16,17,29,30,16,20,29,29,15,7,26,30,27,15,21,7,2,1,23,30,30,28,11,13,12,29,23,30,15,16,25,19,5,1,28,19,4,3,26,29,16,12,25,23,6,13,27,30,30,30,3,7,22,13,18,24
GSW vs WAS,2023-02-12,1,261.0,0.556,0.5,0.667,0.473,17,17,4,22,9,18,7,23,25,10,27,28,26,15,23,21,3,1,24,17,23,27,5,7,18,28,9,9,21,17,23,25,5,1,26,26,2,3,9,19,25,15,28,27,4,13,8,8,30,30,15,20,19,12,7,16
GSW vs LAL,2023-02-10,0,212.0,0.556,0.509,0.4,0.446,14,16,21,23,8,18,25,24,24,11,14,6,25,17,10,9,5,1,14,14,25,28,23,17,13,28,12,13,21,20,26,27,9,1,21,25,1,3,21,26,25,17,14,15,3,13,20,8,30,30,4,4,19,12,30,18
GSW vs OKC,2023-02-05,1,255.0,0.6,0.509,0.5,0.481,7,16,21,20,15,21,6,11,15,9,27,18,14,14,28,20,6,1,25,20,21,27,26,13,24,28,1,4,11,19,17,8,3,1,26,18,1,5,6,13,15,16,25,12,13,13,10,20,22,29,30,25,13,11,5,7
GSW vs DAL,2023-02-03,1,232.0,0.5,0.5,0.4,0.528,14,17,20,11,18,23,22,16,12,7,21,20,14,14,27,30,2,1,26,29,23,27,29,26,27,28,3,2,11,19,27,26,5,1,7,3,2,5,13,14,14,15,25,27,15,14,19,18,18,29,10,2,18,11,27,27
GSW vs TOR,2023-01-26,1,246.0,0.444,0.5,0.545,0.449,21,18,9,23,17,20,7,15,26,10,4,20,25,15,8,21,18,1,8,25,28,27,3,6,21,29,1,1,9,17,1,1,4,2,11,18,6,6,17,28,27,15,5,10,25,16,23,28,27,30,2,6,12,9,14,11
GSW vs MEM,2023-01-24,1,242.0,0.333,0.489,0.727,0.66,22,19,3,3,15,20,5,2,27,13,1,16,27,17,1,2,19,2,5,13,27,27,3,3,17,29,22,15,12,17,1,7,3,1,14,19,6,6,11,21,27,15,1,7,24,18,13,19,28,29,6,10,10,8,29,30
GSW vs BKN,2023-01-21,0,236.0,0.444,0.5,0.444,0.622,16,17,16,7,17,20,15,6,22,7,30,27,17,17,29,29,14,1,23,12,27,27,1,1,23,29,11,15,11,18,9,17,2,1,26,29,9,5,12,2,23,13,29,30,24,18,11,2,28,29,30,30,14,7,24,12
GSW vs PHX,2023-01-09,0,238.0,0.556,0.5,0.1,0.488,12,15,29,15,25,21,28,9,25,11,26,15,16,17,19,16,12,1,18,7,30,27,24,11,18,29,22,10,30,28,26,14,6,1,21,13,18,7,5,3,26,15,19,9,25,15,27,20,28,30,28,28,12,8,18,11
GSW vs ORL,2023-01-06,0,216.0,0.667,0.513,0.444,0.359,7,14,19,26,21,18,23,26,27,6,29,27,22,17,28,18,9,1,29,28,28,27,25,14,17,29,4,22,30,25,18,25,8,1,29,27,15,7,21,21,26,12,28,25,16,13,17,17,29,30,20,6,9,9,15,8
GSW vs DET,2023-01-03,0,241.0,0.6,0.526,0.273,0.25,8,12,24,28,23,18,29,29,15,4,5,3,7,12,3,7,2,1,14,24,28,26,25,28,27,30,29,25,27,21,11,13,5,1,15,11,13,7,12,16,11,8,3,3,24,13,25,28,22,30,1,1,9,11,17,20
GSW vs ATL,2023-01-01,1,284.0,0.5,0.514,0.333,0.472,11,13,25,19,27,18,19,21,20,4,25,18,15,15,27,17,3,1,25,22,28,26,11,15,28,29,1,3,25,22,27,20,4,1,24,26,8,6,15,27,17,9,25,7,25,13,16,21,22,30,24,26,4,8,5,4
GSW vs POR,2022-12-29,1,230.0,0.5,0.5,0.556,0.529,12,14,12,14,27,18,7,15,20,3,28,28,15,14,26,23,4,1,26,24,28,26,26,27,30,30,11,20,29,25,29,29,6,1,15,18,12,6,8,3,21,9,29,29,21,13,6,11,24,30,28,15,5,9,10,18
GSW vs UTA,2022-12-27,1,219.0,0.4,0.486,0.5,0.528,20,16,11,11,28,18,18,13,17,3,14,1,17,16,23,7,1,1,26,5,25,25,15,11,29,30,14,27,30,25,20,10,7,1,5,4,13,7,16,9,15,9,11,2,19,12,21,14,25,30,24,15,6,9,15,17
GSW vs CHA,2022-12-26,1,215.0,0.333,0.471,0.2,0.265,22,19,28,29,27,18,30,28,22,4,10,16,24,19,8,6,10,1,15,11,25,26,8,14,26,30,8,14,30,22,4,7,11,1,12,15,9,5,26,30,22,9,3,2,18,11,28,30,28,30,8,16,6,9,21,25
GSW vs MEM,2022-12-24,1,232.0,0.222,0.455,0.778,0.645,27,20,4,5,29,22,2,4,27,4,23,25,26,21,16,4,11,1,10,22,26,25,1,4,25,30,4,5,30,22,7,16,12,1,23,23,10,5,28,16,26,11,23,19,20,10,8,17,28,30,18,14,6,8,28,30
GSW vs BOS,2022-12-09,1,230.0,0.6,0.5,0.8,0.808,8,13,1,1,11,14,2,1,10,4,9,2,14,20,17,17,2,1,6,6,11,22,19,12,26,27,13,6,14,16,16,29,2,1,5,3,8,6,1,1,13,11,18,15,10,7,3,4,29,29,26,23,23,17,1,1
GSW vs IND,2022-12-04,0,216.0,0.727,0.542,0.545,0.522,2,9,9,15,6,11,24,21,3,3,5,13,4,15,11,22,1,1,5,7,17,25,2,3,30,29,21,19,5,14,1,5,1,1,3,4,3,5,24,14,5,6,3,11,6,6,29,27,30,30,6,13,22,15,12,9
GSW vs HOU,2022-12-02,1,221.0,0.636,0.522,0.4,0.273,4,12,18,27,7,15,25,27,4,3,20,24,3,13,10,8,1,1,27,29,15,24,13,19,30,29,28,28,7,18,6,9,1,1,12,9,3,6,19,17,3,6,21,21,9,6,23,30,29,30,4,2,13,11,17,20
GSW vs CHI,2022-12-01,1,230.0,0.636,0.5,0.375,0.429,2,14,23,23,7,15,22,17,5,4,29,24,3,17,30,26,1,2,27,22,14,27,27,11,30,28,1,12,8,13,30,17,1,2,30,30,3,6,23,15,4,7,30,24,7,6,11,14,29,30,27,19,8,9,16,3
GSW vs UTA,2022-11-24,1,247.0,0.6,0.474,0.545,0.6,7,16,7,2,13,22,11,8,16,2,2,1,20,18,4,1,4,1,3,2,26,24,12,7,27,29,24,28,18,11,25,4,2,1,3,2,7,7,9,8,20,7,2,1,12,9,13,13,30,29,15,8,9,7,6,16
GSW vs LAC,2022-11-22,1,231.0,0.5,0.444,0.727,0.611,16,20,2,4,20,24,5,13,15,2,8,21,23,17,13,11,5,1,15,22,27,25,23,17,29,30,23,25,24,13,7,18,2,1,11,17,3,9,4,14,20,9,16,20,11,9,5,8,30,26,9,22,11,6,21,24
GSW vs NYK,2022-11-17,1,212.0,0.3,0.4,0.455,0.533,24,23,16,12,21,20,26,22,15,6,9,13,22,21,4,6,7,3,14,17,25,26,19,20,20,25,20,13,24,18,4,14,4,2,7,12,7,9,26,28,16,11,6,9,10,6,26,23,30,27,4,6,2,6,15,14
GSW vs SAS,2022-11-13,1,227.0,0.3,0.385,0.4,0.462,26,25,23,16,25,24,26,26,18,14,20,19,23,26,23,23,6,5,4,2,23,24,22,20,23,25,26,27,24,20,17,17,3,3,16,16,15,13,9,6,18,16,15,15,12,7,13,10,30,27,27,25,5,6,28,28
GSW vs CLE,2022-11-10,1,207.0,0.3,0.364,0.8,0.727,25,23,3,4,25,23,1,1,21,18,19,22,27,27,17,19,10,8,19,20,27,27,22,21,22,21,13,15,21,21,29,29,5,3,23,23,16,15,2,2,22,24,25,27,9,10,2,2,27,28,15,16,9,11,8,6
GSW vs SAC,2022-11-06,1,229.0,0.3,0.3,0.375,0.375,24,24,24,24,22,22,20,20,3,3,30,30,20,20,29,29,3,3,23,23,24,24,28,28,29,29,6,6,10,10,30,30,2,2,19,19,15,15,13,13,9,9,29,29,10,10,3,3,18,18,28,28,8,8,24,24
