MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
UTA vs OKC,2023-02-22,1,239.0,0.286,0.483,0.667,0.491,25,16,9,19,25,15,4,10,16,2,26,17,9,6,30,23,20,8,25,21,10,10,29,15,21,26,1,5,30,25,12,8,18,4,22,18,29,13,5,11,11,8,28,11,20,14,5,18,17,13,19,23,10,12,4,6
UTA vs MIN,2023-02-07,0,261.0,0.5,0.491,0.583,0.509,23,17,4,12,17,13,14,21,29,3,1,1,28,10,6,18,28,9,6,7,20,14,1,4,3,25,30,29,30,22,4,3,23,4,1,10,8,13,18,19,29,13,1,9,15,14,13,4,29,13,3,8,10,15,25,23
UTA vs DAL,2023-02-05,0,235.0,0.625,0.5,0.444,0.519,14,16,21,14,12,13,16,17,28,3,26,21,24,10,29,30,27,8,29,30,20,14,30,26,5,25,2,2,30,20,26,23,22,4,17,3,4,11,17,15,28,13,27,27,9,14,22,18,27,17,17,2,16,15,26,27
UTA vs ATL,2023-02-02,0,223.0,0.667,0.509,0.636,0.5,8,14,5,16,12,10,5,21,23,1,4,11,19,8,12,15,27,6,7,17,9,11,14,14,16,25,19,3,30,20,15,18,15,4,19,29,6,10,1,21,27,11,9,4,13,14,1,11,18,13,19,27,16,15,5,4
UTA vs TOR,2023-01-31,1,259.0,0.625,0.5,0.455,0.442,14,15,14,24,10,12,16,14,29,1,5,14,25,8,6,15,29,6,14,25,18,13,4,6,6,26,3,1,30,17,2,1,24,4,12,17,5,11,22,28,30,10,3,2,15,14,19,27,27,14,4,6,20,15,16,10
UTA vs DAL,2023-01-27,1,208.0,0.5,0.49,0.364,0.52,13,15,21,12,15,13,24,15,15,1,6,17,6,5,20,29,14,7,18,29,8,13,22,25,23,26,13,2,27,14,30,26,8,4,4,3,15,10,10,14,17,4,13,25,12,13,13,18,9,12,1,2,16,15,24,26
UTA vs CHA,2023-01-22,1,222.0,0.5,0.49,0.3,0.277,14,14,23,28,12,12,22,27,18,1,21,20,12,4,22,7,21,5,16,12,11,11,16,13,19,27,4,8,24,14,9,7,8,4,15,15,21,11,19,30,25,1,20,2,16,15,13,28,13,9,20,17,10,15,21,25
UTA vs BKN,2023-01-19,0,223.0,0.455,0.5,0.444,0.614,15,12,17,7,10,11,13,8,3,1,29,28,2,4,28,29,5,3,26,12,9,9,3,1,24,27,13,15,21,13,13,15,3,3,28,29,19,13,15,2,8,1,29,30,12,13,8,2,3,7,30,30,9,15,20,9
UTA vs LAC,2023-01-17,1,229.0,0.364,0.489,0.2,0.5,21,13,27,13,17,11,25,22,4,1,24,22,2,4,23,7,7,4,28,25,8,10,22,15,27,28,11,24,20,13,13,17,3,3,21,12,28,13,16,9,6,1,22,16,20,15,24,22,2,6,17,13,9,15,17,23
UTA vs PHI,2023-01-13,0,235.0,0.3,0.489,0.6,0.61,22,14,6,8,21,13,10,6,12,1,8,28,8,4,21,29,13,4,8,20,15,10,3,16,20,28,15,7,16,11,18,8,4,3,12,17,28,14,10,4,17,2,19,28,23,15,7,10,3,5,12,20,8,15,1,3
UTA vs ORL,2023-01-12,1,220.0,0.222,0.477,0.444,0.381,27,15,20,26,18,13,24,26,24,1,28,28,24,5,29,16,21,3,28,29,25,13,27,15,9,27,7,23,26,12,17,20,11,4,28,24,29,14,16,22,25,2,26,25,23,14,11,16,9,10,25,7,5,15,25,12
UTA vs CLE,2023-01-09,1,230.0,0.3,0.465,0.556,0.634,22,15,12,5,14,13,19,2,10,1,28,23,14,6,27,19,10,3,25,19,19,13,24,23,12,28,4,16,16,10,19,25,4,2,22,19,16,13,14,11,13,1,29,24,17,14,9,8,8,11,16,14,3,14,30,17
UTA vs SAC,2023-01-02,0,232.0,0.4,0.487,0.5,0.543,19,16,11,16,18,14,22,12,15,1,13,24,16,8,19,29,20,5,10,13,18,13,29,30,16,26,15,6,24,12,23,27,3,3,12,12,20,12,24,15,12,3,15,28,24,14,12,4,10,12,19,17,12,17,14,16
UTA vs MIA,2022-12-30,0,249.0,0.4,0.5,0.6,0.5,20,12,6,16,19,13,9,19,16,1,26,27,21,4,28,26,20,4,20,17,12,13,28,29,14,28,5,4,23,10,1,4,4,3,5,6,23,13,22,24,10,1,21,21,25,14,27,26,23,9,29,27,16,17,14,2
UTA vs WAS,2022-12-21,1,232.0,0.5,0.529,0.1,0.375,13,9,30,25,17,13,29,25,13,1,20,20,22,3,21,14,18,2,15,12,17,11,9,3,23,28,10,5,21,9,10,20,6,2,19,20,13,8,16,18,15,1,19,14,16,12,12,14,18,13,13,20,20,22,28,23
UTA vs NOP,2022-12-14,1,261.0,0.4,0.533,0.778,0.667,20,9,5,3,12,8,9,3,12,1,28,17,17,1,24,18,14,2,23,10,12,9,20,24,24,28,7,11,21,8,3,3,5,3,28,29,14,8,29,13,18,2,28,22,7,10,14,5,18,14,10,12,22,21,7,18
UTA vs NOP,2022-12-12,1,221.0,0.3,0.517,0.889,0.692,26,10,2,3,18,11,4,2,12,1,24,16,19,4,25,18,16,2,20,10,15,12,18,22,15,29,10,8,24,8,5,3,5,3,28,28,7,7,17,10,22,2,30,22,6,8,5,5,15,13,7,14,18,20,6,13
UTA vs MIN,2022-12-08,0,226.0,0.455,0.556,0.556,0.5,12,7,12,18,14,9,18,18,4,1,26,22,10,2,29,26,6,2,22,11,11,10,8,7,27,28,24,24,18,8,3,3,5,3,27,19,5,7,28,26,9,1,29,25,3,8,13,6,7,10,16,13,15,18,3,10
UTA vs GSW,2022-12-06,1,247.0,0.4,0.538,0.636,0.52,19,7,4,10,14,8,11,11,10,1,4,3,19,2,4,13,11,2,1,1,18,10,10,21,20,28,30,29,23,7,10,13,6,3,1,1,6,9,5,5,18,1,4,4,4,9,11,7,15,10,28,30,14,19,22,16
UTA vs POR,2022-12-02,0,227.0,0.333,0.56,0.2,0.5,18,5,28,15,21,6,28,25,1,1,19,25,1,1,21,27,3,2,23,24,7,8,22,27,29,30,9,19,16,4,26,23,3,2,21,25,10,7,8,4,1,1,18,28,12,10,22,19,3,4,9,3,21,19,20,22
UTA vs IND,2022-12-01,1,258.0,0.273,0.542,0.7,0.571,23,6,2,9,24,9,10,16,6,1,14,15,6,1,15,21,4,1,6,6,9,8,2,2,26,28,17,19,23,6,1,8,3,1,5,4,13,9,21,14,5,1,11,14,13,10,29,26,13,11,10,13,22,21,18,13
UTA vs LAC,2022-11-29,1,237.0,0.273,0.522,0.636,0.591,24,7,2,4,26,13,7,17,6,1,10,11,7,1,3,6,4,2,8,16,11,8,19,14,23,28,29,27,24,5,25,20,4,2,15,16,11,10,4,14,5,1,14,16,16,13,11,8,17,12,3,9,21,22,25,25
UTA vs CHI,2022-11-27,0,221.0,0.364,0.545,0.375,0.421,21,5,26,23,20,8,16,16,5,1,30,26,6,1,30,26,4,2,29,22,10,8,22,12,23,27,1,14,21,3,30,16,4,2,30,29,10,10,20,11,6,1,30,24,13,11,8,13,17,10,30,24,13,16,16,4
UTA vs DET,2022-11-22,0,241.0,0.545,0.632,0.182,0.211,6,2,27,28,10,8,28,29,3,1,10,3,7,2,11,5,2,1,26,21,21,11,13,22,23,28,20,23,23,2,10,19,4,2,13,7,11,10,26,26,4,1,9,4,15,14,29,29,18,9,2,1,7,19,18,16
UTA vs PHX,2022-11-17,1,267.0,0.545,0.625,0.6,0.643,5,3,5,5,12,6,4,2,2,1,19,25,10,1,24,25,3,2,11,11,15,10,4,17,25,27,5,4,15,4,12,15,2,1,13,20,11,11,9,8,6,2,17,22,15,18,14,11,18,14,27,30,8,20,5,5
UTA vs NYK,2022-11-14,0,229.0,0.636,0.667,0.4,0.462,3,2,21,17,6,4,25,24,4,1,17,22,8,1,11,13,3,1,24,22,14,10,16,19,21,27,17,12,13,3,17,23,2,1,15,16,11,9,28,28,7,1,13,13,17,16,26,24,21,17,12,18,16,21,8,11
UTA vs LAL,2022-11-06,1,255.0,0.727,0.727,0.222,0.222,2,2,27,27,5,5,27,27,1,1,28,28,1,1,14,14,1,1,21,21,8,8,17,17,30,30,13,13,2,2,13,13,1,1,26,26,11,11,30,30,1,1,21,21,18,18,28,28,8,8,24,24,16,16,14,14
