MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
DEN vs ORL,2023-01-14,1,235.0,0.818,0.69,0.333,0.372,1,2,23,26,1,5,26,26,2,14,29,27,8,23,29,19,1,2,28,29,14,21,28,16,23,18,5,23,10,18,13,16,12,28,28,24,1,1,25,21,13,26,27,24,2,2,19,18,20,25,25,8,12,25,27,14
DEN vs PHX,2023-01-10,1,223.0,0.8,0.675,0.2,0.5,1,2,28,14,2,7,27,9,11,16,29,8,15,21,18,12,1,3,16,4,16,21,20,8,20,17,25,15,16,20,24,14,20,29,25,12,2,1,3,3,22,26,23,5,2,2,26,20,25,25,28,27,14,25,12,8
DEN vs LAL,2023-01-08,1,231.0,0.8,0.667,0.545,0.475,1,3,8,19,2,8,18,22,13,19,1,7,17,25,6,10,1,3,6,13,25,24,19,15,20,17,28,18,14,20,28,28,26,29,14,28,2,1,7,24,23,27,8,16,2,2,3,6,24,25,11,6,20,25,11,9
DEN vs CLE,2023-01-05,1,229.0,0.727,0.658,0.7,0.641,1,2,5,2,5,8,9,2,2,9,21,20,8,20,19,18,1,2,25,23,19,22,25,24,26,19,15,17,6,16,19,27,21,29,14,18,2,1,19,13,7,25,25,24,2,2,9,9,8,24,7,13,24,25,23,14
DEN vs LAC,2023-01-04,1,213.0,0.7,0.649,0.444,0.538,4,5,20,10,7,11,13,15,13,19,27,23,18,26,28,9,1,2,30,26,25,24,18,17,23,17,18,25,11,20,27,24,25,29,21,13,2,1,3,6,22,27,30,22,2,2,15,21,16,25,25,15,28,25,8,24
DEN vs BOS,2022-12-31,1,234.0,0.778,0.657,0.556,0.722,4,3,12,1,7,11,8,1,26,20,29,4,29,25,20,17,6,3,25,7,25,23,7,9,13,17,5,4,17,17,21,26,29,29,7,4,3,1,28,7,29,27,26,20,2,2,28,10,18,24,26,22,28,26,9,1
DEN vs MIA,2022-12-29,1,243.0,0.778,0.647,0.667,0.514,3,3,7,14,6,11,10,18,26,20,30,29,27,24,30,26,9,3,29,22,15,22,30,29,7,16,1,4,18,18,4,4,30,29,12,6,18,2,24,24,27,26,26,23,2,2,24,26,19,23,30,27,27,26,20,2
DEN vs PHX,2022-12-24,1,253.0,0.667,0.645,0.364,0.576,7,5,20,8,9,11,19,5,24,26,2,6,25,26,5,17,7,5,1,4,15,23,10,7,12,15,9,3,26,23,16,13,30,30,4,10,20,1,11,7,29,29,1,6,2,2,25,15,13,26,14,28,30,28,24,14
DEN vs POR,2022-12-22,1,227.0,0.556,0.633,0.6,0.531,15,5,7,13,16,12,6,14,28,25,14,16,28,26,20,19,9,7,11,16,21,23,23,26,12,16,20,21,25,23,21,27,30,29,11,15,22,2,3,1,28,29,24,25,2,2,5,9,20,26,26,8,30,26,11,21
DEN vs MEM,2022-12-19,1,196.0,0.556,0.621,0.778,0.655,15,7,5,4,15,12,1,5,26,25,25,24,27,25,11,5,9,6,23,22,18,24,1,5,10,16,6,5,26,25,10,19,28,29,24,23,13,2,22,16,29,29,25,18,1,1,9,16,22,26,21,17,30,24,29,30
DEN vs CHA,2022-12-17,1,234.0,0.556,0.607,0.111,0.241,14,9,29,30,13,13,30,29,26,23,29,26,28,26,24,11,16,7,28,21,19,24,26,18,6,14,1,5,26,24,19,10,28,29,24,20,8,1,22,28,29,29,25,7,1,1,29,29,27,27,24,20,25,24,23,26
DEN vs WAS,2022-12-13,1,269.0,0.667,0.615,0.091,0.393,6,7,30,22,10,12,26,25,25,26,9,16,30,27,9,7,12,8,9,12,14,24,6,3,5,11,8,8,28,26,7,21,28,29,11,18,6,1,23,19,30,30,8,14,1,1,14,14,25,28,4,21,25,25,24,23
DEN vs UTA,2022-12-09,1,225.0,0.6,0.6,0.364,0.536,8,7,18,7,12,13,18,9,16,19,3,1,21,23,7,2,5,7,9,2,9,26,13,11,15,19,25,28,17,20,13,6,26,27,3,2,10,2,12,9,22,25,7,1,2,1,5,8,19,27,6,11,26,25,15,20
DEN vs DAL,2022-12-05,0,231.0,0.5,0.609,0.455,0.522,13,7,13,16,14,11,8,7,22,21,6,29,23,25,25,30,10,8,14,30,12,27,21,28,13,17,6,1,26,21,9,10,26,27,2,5,13,2,12,14,25,27,9,29,5,1,14,13,20,27,9,10,25,24,28,29
DEN vs HOU,2022-11-29,1,220.0,0.6,0.65,0.333,0.25,10,4,24,28,14,10,25,27,19,18,28,27,21,22,18,10,12,8,27,28,14,27,14,20,12,17,27,29,19,20,18,13,27,27,24,11,7,2,19,16,20,25,29,22,5,2,23,30,18,27,13,5,18,24,17,21
DEN vs HOU,2022-11-27,1,242.0,0.6,0.632,0.444,0.263,7,5,21,28,15,13,20,27,21,22,28,28,23,23,19,8,11,8,28,29,14,25,12,19,14,15,28,28,17,21,16,13,27,27,25,16,9,2,13,16,23,27,29,23,9,2,18,29,21,27,16,8,21,24,19,21
DEN vs DET,2022-11-21,0,218.0,0.667,0.625,0.1,0.167,6,6,28,29,12,16,28,29,27,25,24,10,26,24,20,8,18,11,29,26,28,27,19,23,13,15,14,18,18,22,18,21,28,27,23,12,1,1,26,26,27,26,21,9,2,2,29,30,30,30,2,1,18,24,19,17
DEN vs NYK,2022-11-15,0,209.0,0.778,0.692,0.455,0.5,3,5,15,15,2,12,25,22,28,22,6,13,23,24,6,5,11,7,12,18,25,27,16,19,6,16,20,17,21,18,11,17,30,26,8,13,1,1,27,28,29,26,7,9,1,1,25,23,28,29,5,9,23,26,8,12
DEN vs SAS,2022-11-04,1,229.6,0.625,0.625,0.556,0.556,7,7,7,7,16,16,28,28,22,22,9,9,20,20,16,16,14,14,3,3,27,27,23,23,10,10,28,28,26,26,18,18,26,26,7,7,1,1,7,7,25,25,11,11,3,3,20,20,26,26,20,20,26,26,23,23
