MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
DEN vs SAC,2023-04-08,1,204.0,0.5,0.642,0.455,0.593,14,4,14,7,19,6,14,8,22,11,4,1,16,19,7,20,16,2,3,3,9,19,24,29,12,20,5,9,15,11,7,22,23,25,1,6,24,4,21,9,19,22,3,16,19,1,20,2,19,24,6,6,26,26,20,12
DEN vs GSW,2023-04-01,1,222.0,0.5,0.662,0.6,0.526,14,3,7,11,13,6,12,15,20,13,10,3,16,19,13,9,12,2,5,1,20,22,19,26,9,18,28,29,20,11,16,16,23,25,4,1,21,2,7,3,19,24,13,6,9,1,5,12,14,22,21,30,25,26,23,11
DEN vs NOP,2023-03-29,0,195.0,0.556,0.68,0.6,0.5,14,3,6,15,11,6,2,10,28,14,15,17,28,23,15,13,14,2,8,9,25,22,24,24,4,18,22,22,24,11,10,3,30,27,18,28,6,1,2,16,30,26,17,17,1,1,13,10,28,24,26,14,9,23,4,13
DEN vs PHI,2023-03-26,1,227.0,0.5,0.676,0.727,0.662,12,3,2,4,12,6,2,3,16,11,4,15,22,19,3,28,6,2,5,18,24,22,1,13,12,19,27,8,23,11,6,9,22,26,11,18,6,1,3,2,21,26,12,30,2,1,1,8,23,24,1,7,17,24,2,1
DEN vs MIL,2023-03-24,1,235.0,0.444,0.671,0.727,0.726,17,3,2,1,14,6,2,4,28,13,2,11,29,20,2,1,12,2,1,15,26,22,1,10,3,20,25,22,23,11,26,28,28,27,3,4,9,1,4,11,29,26,7,10,5,1,2,19,30,25,8,22,13,24,23,28
DEN vs BKN,2023-03-11,0,242.0,0.625,0.687,0.444,0.567,7,3,15,9,14,4,24,11,22,10,14,21,20,19,18,28,5,2,22,14,24,22,4,1,8,20,13,12,16,10,3,19,13,23,5,16,14,2,23,3,21,23,11,27,13,1,30,3,23,23,8,28,21,24,4,8
DEN vs CHI,2023-03-07,0,213.0,0.857,0.708,0.375,0.446,3,2,17,24,5,3,10,16,21,10,10,25,15,20,14,23,4,2,16,22,23,22,20,21,9,22,13,10,20,10,12,11,17,25,25,30,16,2,9,16,25,24,14,24,6,1,5,5,24,23,11,24,13,24,20,5
DEN vs TOR,2023-03-05,1,231.0,0.857,0.703,0.714,0.492,3,2,5,16,4,3,19,15,22,10,28,20,15,20,24,18,4,2,23,25,21,22,8,7,8,21,8,1,26,11,5,1,22,26,27,19,16,1,25,27,26,25,20,4,3,1,24,26,27,24,29,10,17,25,26,18
DEN vs MEM,2023-03-02,1,210.0,0.857,0.698,0.714,0.623,3,3,6,6,5,3,3,4,17,4,22,23,14,19,19,3,2,2,17,17,20,21,5,3,11,22,2,9,24,10,6,6,22,24,16,22,14,1,21,24,19,22,15,11,3,1,19,18,27,22,24,15,16,25,22,30
DEN vs LAC,2023-02-25,1,258.0,0.625,0.689,0.5,0.532,6,2,16,10,16,3,17,17,8,6,21,14,9,17,29,9,1,2,25,22,10,20,23,14,28,22,2,19,15,10,19,17,14,23,24,10,18,1,2,5,11,21,27,17,3,1,4,17,20,21,22,15,19,25,6,19
DEN vs DAL,2023-02-14,1,227.0,0.6,0.69,0.6,0.525,7,2,7,13,5,3,13,14,12,6,19,15,19,19,25,29,3,2,23,29,15,20,30,26,24,22,8,2,14,10,25,25,21,27,6,3,10,1,9,11,18,23,22,27,1,1,18,16,27,20,10,2,14,25,21,26
DEN vs MIN,2023-02-06,1,258.0,0.636,0.685,0.636,0.518,4,2,4,10,7,3,5,17,7,9,3,1,12,23,11,20,2,2,6,8,12,21,2,4,28,20,29,28,1,10,7,3,13,26,1,11,13,1,16,19,7,22,3,15,4,1,13,5,8,21,6,11,22,26,27,23
DEN vs ATL,2023-02-03,1,236.0,0.7,0.692,0.636,0.509,3,2,3,15,6,3,2,19,15,10,4,6,23,23,13,12,4,2,7,16,16,22,16,12,23,19,18,3,6,10,11,17,20,29,17,24,10,1,6,22,19,23,7,3,2,1,1,11,16,22,16,25,29,26,4,4
DEN vs GSW,2023-02-01,1,251.0,0.7,0.686,0.6,0.51,3,2,10,16,7,4,8,21,17,14,8,6,24,23,9,14,6,2,2,1,18,20,24,27,21,19,27,28,5,10,11,18,20,29,3,1,13,1,4,5,22,23,14,15,4,1,13,15,15,22,21,30,28,26,13,9
DEN vs NOP,2023-01-30,1,235.0,0.7,0.68,0.1,0.51,2,2,28,15,2,4,27,10,17,17,29,10,26,23,28,11,6,2,23,11,15,20,21,20,16,18,25,22,5,11,13,4,20,29,23,27,13,1,26,18,24,25,24,15,2,2,24,12,20,21,28,7,29,26,22,17
DEN vs OKC,2023-01-21,0,200.0,0.909,0.717,0.7,0.478,1,2,6,20,1,4,3,10,2,6,11,10,6,20,20,18,1,2,12,20,10,20,10,8,25,18,4,9,4,10,6,6,11,28,13,16,1,1,2,16,9,23,12,5,1,1,8,20,13,20,24,22,22,26,13,10
DEN vs IND,2023-01-19,1,245.0,0.909,0.711,0.4,0.5,1,2,17,14,2,4,22,23,3,7,18,5,8,22,18,19,2,2,15,6,14,20,4,2,23,18,20,24,11,13,9,6,12,24,15,5,1,1,23,12,11,23,15,8,1,1,25,23,15,22,11,16,17,25,5,6
DEN vs MIN,2023-01-17,1,240.0,0.818,0.705,0.545,0.489,2,2,9,16,2,4,11,19,2,7,7,5,6,20,25,24,1,2,16,9,10,20,8,5,24,18,22,27,11,14,4,4,10,25,17,19,1,1,12,20,11,24,12,20,1,1,6,4,23,23,8,14,16,25,18,20
DEN vs POR,2023-01-16,1,235.0,0.818,0.698,0.333,0.488,2,2,24,19,2,4,12,13,5,18,29,27,12,23,29,25,1,2,28,24,13,21,20,25,23,18,16,20,11,15,24,30,13,28,26,17,1,1,25,7,20,26,29,29,1,1,10,10,26,25,12,10,14,26,15,17
