MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
WAS vs ATL,2023-03-07,0,242.0,0.5,0.477,0.429,0.492,9,19,17,16,18,18,14,17,12,23,19,11,11,12,25,14,11,15,21,20,14,8,20,12,27,15,7,3,6,22,20,20,20,24,28,28,6,15,8,19,11,23,19,5,11,7,3,9,27,22,19,26,9,15,6,4
WAS vs MIL,2023-03-04,0,228.0,0.5,0.476,0.857,0.714,10,20,2,1,16,20,2,4,6,27,9,18,8,15,5,1,5,15,10,19,14,8,23,13,30,15,7,19,6,23,28,27,14,25,3,4,1,14,5,13,7,26,11,14,4,7,13,23,14,21,25,24,7,15,24,29
WAS vs TOR,2023-03-03,0,225.0,0.625,0.484,0.714,0.484,6,20,6,17,9,18,19,14,8,28,23,20,11,19,17,16,5,16,24,24,15,8,2,5,27,10,9,1,15,23,14,1,17,25,24,18,3,16,26,27,13,26,18,3,2,7,25,28,17,23,15,8,10,15,26,18
WAS vs TOR,2023-03-01,1,227.0,0.571,0.475,0.714,0.492,11,21,6,16,13,20,19,14,22,28,26,20,24,20,22,17,17,18,27,25,21,8,5,5,21,10,4,1,22,23,9,1,24,25,25,19,3,17,19,27,28,26,20,3,2,7,25,28,28,23,13,9,9,15,29,19
WAS vs NYK,2023-02-23,0,224.0,0.5,0.483,0.714,0.55,10,20,7,8,12,17,6,8,5,28,19,12,8,19,14,2,6,15,27,29,5,7,28,24,27,11,2,4,10,23,30,30,11,26,9,7,2,16,13,23,14,27,23,9,2,7,17,24,12,20,11,4,6,15,25,23
WAS vs IND,2023-02-10,1,240.0,0.667,0.463,0.2,0.439,6,23,29,23,6,23,26,25,26,29,22,10,21,22,20,21,23,21,19,6,7,6,7,2,5,8,17,27,22,26,13,8,24,27,11,6,8,20,19,15,27,28,16,8,13,11,28,25,18,21,19,16,8,16,16,9
WAS vs CHA,2023-02-07,1,222.0,0.667,0.453,0.4,0.273,6,25,23,27,7,23,26,27,24,27,22,24,23,20,17,7,23,18,19,14,9,7,10,10,6,9,17,12,21,24,6,7,24,27,20,14,9,20,30,30,25,26,16,1,18,11,24,29,16,20,14,15,8,16,23,26
WAS vs CLE,2023-02-05,0,205.0,0.667,0.462,0.545,0.6,7,25,7,5,3,21,2,2,21,28,11,17,21,21,16,17,19,18,1,12,12,7,6,21,5,9,19,15,20,25,8,15,23,26,12,19,5,20,9,10,23,26,13,21,14,10,4,6,15,20,24,18,8,17,25,19
WAS vs POR,2023-02-02,0,240.0,0.75,0.48,0.6,0.49,8,21,8,19,5,22,14,14,29,29,11,23,27,21,26,26,29,19,17,24,16,7,11,23,1,4,5,18,28,27,29,30,25,28,8,14,13,20,7,6,29,27,21,28,20,10,4,7,26,23,8,9,7,18,1,10
WAS vs ORL,2023-01-20,1,256.0,0.375,0.422,0.5,0.378,22,25,18,26,20,24,18,26,30,28,29,29,29,17,30,25,29,17,30,29,27,6,28,18,7,11,2,19,30,26,22,22,30,23,28,29,24,23,15,21,29,25,30,27,20,10,12,19,29,22,24,10,8,19,15,9
WAS vs GSW,2023-01-15,0,245.0,0.556,0.419,0.556,0.488,16,25,16,17,11,25,16,21,29,27,27,8,25,14,20,15,29,17,12,1,18,6,30,27,19,11,11,29,29,23,22,22,30,24,4,1,25,23,15,5,29,24,26,12,11,9,25,14,24,21,28,29,7,21,16,11
WAS vs NYK,2023-01-12,0,220.0,0.667,0.429,0.5,0.548,9,25,13,10,6,25,9,8,26,24,22,15,22,14,9,3,25,14,29,27,17,5,26,25,19,13,2,4,26,21,29,24,30,23,6,9,25,23,14,24,28,21,17,9,3,7,25,24,26,22,11,4,9,22,28,18
WAS vs CHI,2023-01-10,1,197.0,0.556,0.415,0.636,0.463,12,25,7,19,9,25,11,20,27,22,3,13,27,16,8,22,25,14,17,16,16,4,12,18,18,13,4,6,29,22,10,12,30,24,24,30,23,19,4,5,29,21,6,19,3,7,5,5,26,20,11,24,11,22,13,5
WAS vs NOP,2023-01-08,0,244.0,0.667,0.425,0.545,0.6,8,24,8,7,5,23,14,4,27,22,5,6,26,13,1,9,26,14,8,9,15,4,12,20,14,11,27,20,24,20,4,2,30,23,11,26,24,22,14,12,29,22,4,14,5,8,26,10,22,19,1,3,14,22,17,16
WAS vs PHX,2022-12-27,1,229.0,0.273,0.4,0.364,0.571,26,23,20,8,26,25,19,4,8,13,4,4,14,14,5,10,9,12,1,2,12,3,2,3,23,9,17,7,4,17,10,12,15,17,6,9,15,20,9,4,8,14,2,3,8,11,26,15,8,17,15,26,26,23,23,14
WAS vs PHI,2022-12-26,1,227.0,0.2,0.382,1.0,0.625,28,24,2,7,26,25,2,6,16,19,29,30,17,13,30,30,12,11,25,26,21,4,28,21,15,6,2,7,5,19,16,4,19,20,25,24,15,20,2,3,17,14,30,30,7,10,8,13,12,19,24,21,28,23,1,4
WAS vs BKN,2022-12-11,0,212.0,0.1,0.407,0.727,0.571,30,22,2,6,26,25,8,12,20,17,6,5,20,10,13,21,17,12,7,5,9,3,1,1,1,4,27,21,11,22,20,15,19,19,13,15,27,19,5,7,18,13,10,16,13,14,1,2,9,21,28,22,25,23,20,14
WAS vs LAC,2022-12-09,0,221.0,0.2,0.423,0.455,0.519,28,22,14,10,22,25,19,24,17,16,6,14,18,10,3,6,17,14,10,16,2,3,10,12,3,4,22,26,11,22,29,28,21,20,10,14,28,23,5,13,15,13,6,14,12,11,23,18,7,19,2,8,24,23,25,24
WAS vs LAL,2022-12-03,0,249.0,0.4,0.478,0.778,0.429,19,18,3,24,13,21,4,17,16,17,22,30,11,8,16,21,12,13,18,27,5,3,14,17,6,6,2,4,15,27,30,28,12,23,29,29,16,19,11,26,12,13,29,28,19,11,5,15,16,20,8,13,26,23,3,9
WAS vs MIN,2022-11-27,1,269.0,0.6,0.5,0.5,0.5,7,15,13,15,10,22,22,21,23,20,20,11,16,11,26,15,16,14,9,5,3,4,7,7,6,8,23,24,26,27,8,6,16,20,18,12,14,20,23,26,20,13,24,11,15,14,7,7,25,26,11,12,24,22,8,15
WAS vs CHA,2022-11-19,1,208.0,0.545,0.563,0.091,0.235,6,8,30,27,23,23,29,27,10,21,12,6,2,12,11,4,6,13,9,4,7,8,5,7,16,14,26,23,24,27,2,3,12,22,8,8,21,17,29,26,10,16,2,2,19,14,29,27,17,26,18,14,19,14,26,27
WAS vs MIA,2022-11-17,1,213.0,0.455,0.533,0.556,0.467,16,12,16,17,24,23,14,16,13,22,27,18,5,14,30,24,10,15,26,16,7,4,29,28,10,11,2,13,25,26,21,9,16,22,21,13,21,17,15,18,10,18,28,20,21,9,20,22,15,23,24,14,16,12,1,1
WAS vs OKC,2022-11-15,0,241.0,0.5,0.571,0.5,0.429,15,8,15,19,24,21,17,17,26,24,13,9,13,15,18,11,23,20,17,15,12,4,4,3,2,10,15,12,28,27,7,3,24,23,18,15,25,22,15,25,22,18,10,6,23,12,5,20,23,23,27,28,16,14,21,21
WAS vs MEM,2022-11-12,1,194.0,0.455,0.538,0.7,0.692,13,10,3,4,22,22,3,10,8,18,12,6,6,12,11,4,13,17,21,15,8,5,24,14,10,10,13,18,26,28,20,22,23,24,24,13,28,26,7,9,9,15,13,6,13,10,3,11,11,19,22,12,10,8,29,30
WAS vs UTA,2022-11-11,1,233.0,0.4,0.5,0.727,0.769,21,12,2,1,26,25,5,3,29,26,1,1,19,19,7,5,25,23,3,2,16,11,6,10,4,11,25,26,29,28,4,2,28,29,1,1,30,29,9,7,24,22,5,3,16,13,13,11,21,25,18,13,11,10,12,16
WAS vs DAL,2022-11-09,1,218.0,0.4,0.455,0.667,0.6,20,15,10,12,25,25,7,7,28,28,30,30,23,22,30,30,25,25,30,30,16,12,28,28,7,8,2,2,28,28,13,12,29,29,21,21,29,28,21,19,26,24,30,30,15,14,17,18,25,26,15,11,11,11,20,25
WAS vs BKN,2022-11-03,0,214.0,0.5,0.5,0.25,0.25,12,12,25,25,16,16,28,28,19,19,18,18,20,20,26,26,17,17,14,14,4,4,1,1,13,13,15,15,24,24,20,20,28,28,20,20,21,21,22,22,18,18,19,19,5,5,6,6,18,18,7,7,4,4,8,8
