MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
SAC vs TOR,2023-01-24,0,208.0,0.7,0.587,0.455,0.438,5,8,15,24,2,6,11,17,5,11,7,20,20,27,8,20,4,8,11,25,24,29,6,6,4,9,1,1,28,29,3,1,11,9,10,18,1,8,22,28,22,26,3,9,1,3,27,29,12,17,1,4,5,10,16,11
SAC vs MEM,2023-01-22,1,233.0,0.7,0.578,0.8,0.674,7,8,4,3,4,7,3,2,8,16,12,15,22,27,3,2,10,10,18,14,24,29,4,3,3,7,10,13,28,29,6,8,14,9,24,20,1,10,10,20,24,25,8,9,1,3,11,16,13,16,8,7,5,12,30,30
SAC vs PHI,2023-01-20,0,256.0,0.7,0.591,0.818,0.644,5,8,3,4,4,7,5,5,10,15,4,23,17,27,13,29,10,10,3,16,22,29,4,13,10,7,13,9,27,29,13,7,10,9,9,18,2,10,12,4,21,26,6,28,5,4,9,8,18,16,13,18,1,11,3,3
SAC vs OKC,2023-01-19,1,231.0,0.7,0.581,0.7,0.489,5,9,5,18,4,7,3,12,7,19,15,8,26,28,19,12,7,11,12,17,24,29,10,8,7,5,7,11,23,30,6,5,13,9,18,17,2,10,3,16,21,28,14,4,3,4,11,20,18,18,23,19,4,13,15,10
SAC vs HOU,2023-01-12,1,253.0,0.5,0.55,0.1,0.244,13,13,30,30,14,9,30,28,14,18,23,30,20,28,10,6,10,11,18,30,27,30,23,19,15,6,19,30,22,30,23,13,13,8,8,11,7,12,24,28,18,27,20,23,7,4,27,30,23,16,23,11,4,14,26,23
SAC vs HOU,2023-01-10,1,250.0,0.5,0.538,0.1,0.25,12,14,30,30,14,10,29,28,10,20,25,30,23,27,10,8,7,11,23,30,28,30,25,19,14,9,23,29,19,27,27,13,12,11,9,14,9,13,22,28,15,27,20,24,6,4,27,30,21,16,19,11,7,15,27,23
SAC vs ORL,2023-01-08,1,247.0,0.4,0.526,0.444,0.375,18,14,18,26,22,12,21,26,12,21,28,26,25,29,29,18,15,12,28,29,27,30,24,17,12,9,3,22,20,25,17,22,18,12,28,25,13,15,18,19,19,28,27,25,9,5,12,16,15,17,19,7,15,14,24,11
SAC vs LAL,2023-01-06,0,270.0,0.444,0.541,0.545,0.462,19,14,7,20,20,12,17,22,26,24,3,11,29,28,8,10,25,13,4,14,27,30,14,14,7,8,27,17,23,24,27,28,26,12,15,28,17,16,9,25,27,28,4,17,8,5,5,6,26,19,18,7,16,15,14,10
SAC vs ATL,2023-01-03,0,237.0,0.6,0.556,0.333,0.459,8,12,24,19,18,12,14,22,9,19,23,16,21,27,25,15,6,12,19,20,29,30,6,13,16,11,1,3,21,25,30,19,11,8,26,24,20,15,15,27,13,26,23,4,9,4,12,19,17,15,24,26,16,17,4,5
SAC vs UTA,2022-12-29,1,251.0,0.5,0.545,0.4,0.514,12,14,19,12,21,12,22,13,16,23,17,1,23,29,21,7,17,13,24,5,29,30,17,12,11,7,10,27,17,27,25,10,11,12,3,4,23,15,22,10,23,28,10,2,14,4,28,14,6,13,23,14,28,17,18,19
SAC vs DEN,2022-12-27,1,253.0,0.4,0.531,0.889,0.667,20,16,2,2,25,12,7,10,19,25,28,20,20,29,26,24,25,13,7,4,29,30,19,23,11,6,6,16,26,29,19,18,11,11,30,29,25,15,17,2,23,29,28,27,15,4,3,2,7,14,15,23,27,18,30,28
SAC vs DEN,2022-12-26,0,219.0,0.444,0.548,0.778,0.656,18,15,4,5,23,12,8,11,24,28,18,23,23,29,19,24,28,13,4,5,30,30,16,24,6,5,12,16,29,30,22,22,14,11,30,30,24,15,16,2,26,29,27,28,16,4,2,2,9,14,7,23,26,19,30,28
SAC vs WAS,2022-12-22,0,236.0,0.6,0.567,0.091,0.364,7,13,30,25,9,10,29,25,16,19,11,11,20,28,12,10,13,12,6,11,29,30,6,3,6,7,18,10,20,29,7,15,8,8,13,16,24,15,16,18,19,28,10,10,12,4,9,12,10,14,12,16,29,18,28,23
SAC vs LAL,2022-12-20,1,254.0,0.6,0.552,0.545,0.433,6,14,6,21,8,9,17,24,18,25,2,20,18,28,5,16,16,12,5,22,27,30,4,13,11,7,7,8,20,26,13,24,9,10,18,28,23,15,22,27,23,29,2,22,10,4,6,11,9,15,2,7,25,18,16,12
SAC vs CHA,2022-12-18,0,244.0,0.6,0.571,0.1,0.233,7,13,29,30,8,8,30,29,19,25,25,24,18,28,16,7,8,12,25,14,24,30,20,15,17,9,1,7,19,29,10,8,10,9,20,18,22,16,23,30,23,29,9,3,9,4,29,30,13,16,15,17,16,16,20,26
SAC vs CHI,2022-12-03,1,211.0,0.7,0.571,0.333,0.409,3,13,26,24,3,6,24,19,6,23,27,28,12,29,29,26,4,11,24,19,30,30,25,13,21,7,1,10,15,25,28,16,8,13,30,29,14,11,21,15,12,30,28,24,3,4,14,14,9,15,25,22,10,14,20,3
SAC vs IND,2022-11-29,1,251.0,0.7,0.526,0.7,0.6,2,18,2,7,4,9,8,11,8,24,18,15,28,29,20,23,5,12,6,6,29,30,3,2,14,8,13,18,10,26,1,9,13,15,5,4,10,11,20,15,18,29,16,17,3,4,27,25,11,17,16,16,3,13,16,12
SAC vs PHX,2022-11-27,0,239.0,0.7,0.556,0.6,0.684,3,15,7,3,4,7,8,3,9,24,19,21,25,29,17,24,6,13,14,10,30,30,6,6,11,6,2,3,12,26,20,19,10,15,21,23,11,12,6,9,21,29,12,17,3,3,17,12,7,20,28,29,5,13,11,6
SAC vs DET,2022-11-19,1,266.0,0.778,0.571,0.182,0.176,3,16,27,29,2,8,28,30,18,27,9,11,29,30,12,7,12,15,25,26,29,30,18,23,2,2,23,21,16,25,9,18,14,18,11,10,2,6,27,27,26,30,11,7,1,1,30,30,21,23,1,1,9,16,14,19
SAC vs SAS,2022-11-16,1,242.0,0.7,0.538,0.3,0.4,3,16,25,22,4,8,29,29,13,25,23,12,26,30,19,18,6,15,8,3,28,30,16,19,12,5,29,29,17,24,20,16,8,16,14,9,5,7,17,11,21,30,16,9,2,2,18,17,12,21,29,25,13,19,29,29
SAC vs BKN,2022-11-14,1,274.0,0.667,0.5,0.455,0.429,6,17,17,17,15,17,5,13,28,29,10,14,29,29,15,24,20,19,5,8,30,30,1,1,1,3,16,8,24,25,4,10,16,15,14,20,5,7,13,15,28,29,10,20,3,2,12,8,20,24,6,11,12,20,7,8
SAC vs GSW,2022-11-12,1,237.0,0.556,0.455,0.4,0.417,13,22,23,22,16,18,24,23,28,30,14,20,30,30,24,27,18,21,7,7,30,29,25,26,4,2,21,19,23,25,23,23,17,18,5,4,14,10,12,14,30,30,19,24,4,4,8,7,20,23,27,29,7,17,15,10
SAC vs CLE,2022-11-08,1,247.0,0.333,0.333,0.8,0.8,24,25,3,3,20,20,1,1,28,29,18,20,29,29,15,15,20,21,17,18,30,30,19,20,8,5,14,13,29,29,28,28,16,17,21,21,14,14,2,2,28,29,23,25,11,12,5,5,22,26,13,13,23,23,7,7
