MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
IND vs UTA,2023-02-12,0,240.0,0.2,0.431,0.444,0.483,28,25,20,17,27,25,22,15,23,7,26,2,25,22,22,9,14,5,25,9,8,2,10,10,15,26,9,25,11,7,30,23,7,6,15,4,19,14,23,13,14,7,26,8,26,25,12,14,22,16,24,12,21,9,11,13
IND vs PHX,2023-02-09,0,221.0,0.2,0.446,0.727,0.526,27,23,2,10,27,25,5,11,18,11,10,12,22,22,1,8,15,6,4,3,8,2,2,8,22,27,21,17,12,8,6,13,11,6,16,13,22,14,16,5,18,10,4,3,27,24,25,22,17,17,4,23,14,9,15,11
IND vs CLE,2023-02-04,0,225.0,0.2,0.463,0.5,0.593,27,20,14,5,27,25,5,2,19,10,21,22,19,18,25,22,19,5,5,14,7,2,8,21,26,27,13,15,7,5,9,18,11,6,20,20,21,14,8,10,18,8,21,22,26,25,5,6,22,15,27,16,12,6,27,20
IND vs SAC,2023-02-02,1,211.0,0.091,0.453,0.7,0.58,27,21,5,8,28,25,1,6,10,6,14,15,10,19,20,27,11,5,12,10,1,2,26,29,29,27,12,10,7,6,17,26,5,6,17,10,24,13,10,11,6,9,18,26,30,24,2,3,5,15,15,17,6,6,9,9
IND vs LAL,2023-02-01,0,223.0,0.1,0.462,0.455,0.462,27,20,16,20,29,25,20,24,18,8,5,4,20,22,2,8,22,7,9,13,5,2,13,18,28,26,6,14,8,6,20,25,11,6,7,22,24,13,25,26,12,12,3,11,30,24,23,9,5,14,1,3,9,6,26,16
IND vs MIL,2023-01-26,0,272.0,0.273,0.48,0.6,0.646,26,18,9,3,27,25,18,10,14,4,22,25,7,18,19,3,11,4,19,17,2,2,21,10,28,26,18,22,1,5,19,26,6,5,1,6,28,13,3,16,3,4,21,19,30,25,22,23,3,12,30,22,7,6,27,28
IND vs CHI,2023-01-23,1,226.0,0.2,0.479,0.667,0.478,27,18,10,21,28,25,5,18,18,7,27,24,14,18,26,26,17,7,26,23,4,2,22,19,25,26,1,4,7,6,15,10,11,6,28,30,29,13,9,10,12,8,28,24,30,25,4,5,8,16,29,26,6,6,11,5
IND vs MEM,2023-01-13,0,242.0,0.6,0.535,0.8,0.683,6,11,2,3,13,18,4,2,13,6,9,22,19,22,2,3,9,6,14,18,5,2,1,3,12,19,18,8,7,6,4,10,17,5,21,23,12,11,20,18,12,9,5,11,16,22,15,16,9,16,6,11,4,7,30,30
IND vs ATL,2023-01-12,0,224.0,0.7,0.548,0.333,0.463,5,10,23,19,10,18,22,24,16,7,25,20,20,25,26,17,11,7,27,23,7,3,7,12,13,20,1,2,9,7,23,19,15,6,29,28,8,10,25,27,19,14,23,8,12,22,15,19,18,17,28,26,3,7,11,4
IND vs CHA,2023-01-07,1,227.0,0.7,0.55,0.364,0.275,5,10,19,28,10,15,25,27,13,7,6,20,19,22,3,4,11,5,3,12,11,2,2,9,14,20,19,10,14,7,1,6,13,5,4,14,6,9,26,29,15,10,2,2,10,21,24,29,24,18,8,16,3,7,21,26
IND vs POR,2023-01-05,1,207.0,0.6,0.538,0.333,0.514,6,10,23,18,15,16,16,14,10,5,29,29,20,19,27,25,5,4,28,26,10,2,15,26,6,21,18,18,23,8,23,30,9,5,24,20,4,7,17,3,17,10,28,29,10,21,12,10,27,18,23,14,5,8,22,21
IND vs TOR,2023-01-01,1,236.0,0.6,0.541,0.333,0.444,6,11,25,21,13,19,20,16,16,5,29,27,22,20,29,23,6,4,30,29,4,2,26,13,12,22,2,1,16,6,10,1,9,5,29,23,6,9,25,29,21,10,27,15,12,22,19,27,27,19,24,10,7,11,3,10
IND vs LAC,2022-12-30,1,261.0,0.5,0.528,0.7,0.568,12,12,3,7,14,18,3,14,18,8,21,17,25,22,10,6,8,5,24,20,4,2,12,14,16,22,18,26,16,7,15,24,9,5,7,11,3,9,4,8,24,10,20,15,11,23,20,21,28,19,25,13,10,13,13,24
IND vs CLE,2022-12-28,1,261.0,0.5,0.514,0.6,0.629,11,13,7,3,14,20,7,2,20,11,23,21,24,20,23,18,9,5,21,23,11,2,22,25,19,23,14,15,11,6,18,27,7,5,23,22,8,11,24,13,20,10,24,24,14,25,9,7,28,19,10,14,15,15,18,11
IND vs ATL,2022-12-26,1,243.0,0.4,0.5,0.444,0.515,18,15,18,15,17,21,18,17,17,11,21,18,24,21,26,18,11,4,23,25,4,2,10,16,22,23,4,3,6,4,28,18,3,5,19,27,6,11,22,27,16,8,19,7,15,25,19,18,27,18,24,26,20,16,1,2
IND vs NYK,2022-12-17,0,215.0,0.333,0.5,0.7,0.552,19,16,5,12,28,20,2,9,2,6,21,17,9,21,4,5,1,4,25,25,1,2,27,21,30,24,8,8,2,6,20,16,2,5,16,14,14,10,17,26,2,10,17,12,26,24,25,25,9,15,10,8,12,13,8,8
IND vs GSW,2022-12-13,1,244.0,0.333,0.5,0.6,0.5,18,13,6,13,27,19,3,13,2,6,12,3,7,19,11,17,3,6,2,1,2,2,14,23,29,24,20,28,1,5,24,18,2,4,4,1,15,11,4,5,1,8,13,7,29,24,11,7,5,12,30,30,20,14,22,13
IND vs MIA,2022-12-11,0,169.0,0.417,0.519,0.5,0.444,13,11,13,21,27,20,18,24,1,7,25,24,6,20,19,26,1,4,22,18,2,2,27,29,30,23,6,8,1,5,13,8,1,4,12,8,14,10,16,22,1,8,19,19,27,23,25,26,3,12,26,19,15,15,17,2
IND vs BKN,2022-12-09,0,269.0,0.5,0.538,0.727,0.556,8,10,1,7,23,19,7,12,1,7,5,5,4,17,15,22,1,5,3,3,3,2,1,1,29,23,27,21,1,5,21,15,1,4,12,16,15,12,4,7,1,10,11,17,28,25,1,2,3,12,27,22,17,15,19,13
IND vs WAS,2022-12-08,1,232.0,0.5,0.52,0.3,0.44,10,11,26,22,24,20,19,23,1,11,17,19,4,23,16,13,2,6,15,15,2,2,3,3,29,23,4,4,1,5,15,23,2,4,13,21,16,14,27,23,1,14,14,17,30,26,18,12,3,12,12,21,18,16,23,23
IND vs BKN,2022-11-24,1,245.0,0.778,0.588,0.636,0.474,3,10,3,16,6,10,5,14,25,22,7,6,26,25,12,22,15,8,1,4,6,3,1,1,15,17,21,19,15,22,6,12,7,4,15,16,13,12,5,11,25,23,14,13,16,23,3,3,23,21,21,15,18,12,17,10
IND vs MIN,2022-11-22,0,216.0,0.875,0.625,0.556,0.529,4,7,16,15,4,9,18,16,30,23,26,17,30,27,29,16,21,9,14,8,11,2,21,13,6,19,16,24,26,26,19,7,18,4,23,15,15,11,22,25,30,25,29,17,14,20,3,7,26,20,20,13,13,8,12,18
IND vs ORL,2022-11-20,1,225.0,0.75,0.6,0.4,0.294,7,12,22,26,9,12,24,26,30,26,18,11,30,27,11,7,25,10,26,28,11,3,7,7,9,16,27,26,26,26,29,28,20,7,23,22,14,9,11,19,30,25,22,16,15,22,8,10,25,23,12,6,20,11,9,14
IND vs ORL,2022-11-18,1,223.4,0.75,0.571,0.4,0.313,7,15,22,26,5,12,22,25,30,28,20,15,30,27,12,7,23,13,24,26,17,3,9,8,8,15,27,27,22,26,30,29,21,10,24,23,10,8,12,24,30,25,24,18,16,22,3,8,28,21,14,7,17,8,7,11
IND vs TOR,2022-11-11,1,222.0,0.556,0.455,0.545,0.538,13,18,9,10,18,19,6,6,30,26,6,5,25,24,9,10,17,12,13,13,6,7,3,3,14,13,4,8,28,27,1,1,12,7,6,8,6,8,16,15,30,25,3,4,23,21,24,24,23,23,4,3,9,9,17,20
IND vs DEN,2022-11-08,0,241.0,0.5,0.5,0.7,0.7,14,14,4,4,16,16,12,11,15,18,19,21,20,22,17,17,7,8,5,6,3,3,27,27,19,19,17,17,25,25,16,18,3,4,24,24,9,9,1,1,19,21,22,24,23,23,1,1,15,16,29,29,9,8,29,29
IND vs NOP,2022-11-06,1,251.0,0.444,0.444,0.556,0.556,17,17,11,11,20,20,7,7,21,21,17,17,22,22,16,16,10,10,11,11,4,4,25,25,18,18,10,10,26,26,6,6,6,6,30,30,10,10,8,8,22,22,17,17,24,24,4,4,15,15,21,21,11,11,20,20
IND vs MIA,2022-11-03,1,200.0,0.375,0.375,0.444,0.444,21,21,12,12,20,20,17,17,9,9,6,6,13,13,9,9,5,5,4,4,2,2,28,28,22,22,21,21,23,23,6,6,4,4,5,5,11,11,18,18,11,11,6,6,26,26,23,23,11,11,8,8,7,7,2,2
