MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
POR vs GSW,2023-04-08,0,258.0,0.182,0.407,0.778,0.531,27,26,5,11,29,26,3,13,15,18,25,3,21,27,19,9,13,22,14,1,2,16,26,26,20,19,19,30,6,24,17,18,9,9,8,1,27,12,10,2,10,26,25,8,29,17,15,13,15,9,27,30,17,8,8,10
POR vs SAC,2023-03-30,0,252.0,0.1,0.421,0.636,0.605,29,25,2,7,30,25,8,7,23,21,3,1,26,28,2,22,28,23,7,5,15,19,25,29,20,20,3,8,10,24,20,22,11,9,1,7,30,11,5,9,16,29,5,18,30,16,23,2,14,9,1,6,14,7,19,10
POR vs SAC,2023-03-28,0,200.0,0.1,0.427,0.636,0.6,29,25,2,7,30,25,16,8,25,22,3,2,25,28,7,23,28,24,7,4,19,20,24,29,22,19,4,8,11,24,21,23,10,9,2,7,30,11,7,8,19,29,7,18,28,13,19,2,11,9,1,6,17,8,21,9
POR vs NOP,2023-03-26,0,214.0,0.2,0.432,0.6,0.5,29,25,9,15,28,24,6,10,22,23,17,21,25,29,17,17,27,22,7,9,15,19,23,24,18,19,18,22,9,24,11,2,10,9,16,29,27,10,1,16,22,29,17,17,26,12,11,11,9,9,27,12,19,8,5,15
POR vs OKC,2023-03-25,0,230.0,0.3,0.438,0.636,0.486,25,25,5,18,28,24,16,11,23,24,8,5,23,29,6,13,22,24,21,20,13,21,27,20,18,18,22,5,6,24,6,4,12,9,8,11,27,10,22,17,23,30,3,1,27,12,30,24,9,9,8,20,15,7,1,6
POR vs CHI,2023-03-23,0,220.0,0.3,0.444,0.556,0.472,25,24,10,22,27,24,17,13,21,22,30,27,22,27,29,23,25,23,29,22,14,21,20,18,20,18,4,9,6,24,11,10,9,9,30,30,26,10,10,14,19,29,28,26,25,12,12,6,10,8,27,25,17,7,4,5
POR vs LAC,2023-03-18,0,219.0,0.273,0.443,0.444,0.521,26,25,20,12,30,24,17,17,13,18,26,21,15,27,28,12,19,23,28,25,12,22,28,18,26,19,6,17,5,24,20,19,5,9,30,13,16,9,26,5,13,29,28,24,22,10,16,16,5,8,16,11,14,7,6,16
POR vs BOS,2023-03-16,0,238.0,0.3,0.449,0.5,0.686,25,24,13,2,29,24,13,2,21,19,20,4,22,27,15,7,27,21,18,7,12,22,7,6,17,19,12,9,13,24,26,28,9,9,6,2,17,8,20,7,21,29,17,14,24,10,23,15,9,8,24,24,12,7,17,3
POR vs NYK,2023-03-13,0,230.0,0.3,0.456,0.7,0.571,23,22,3,7,30,24,5,7,12,16,8,6,20,27,4,2,15,21,24,27,11,21,23,24,25,19,19,4,6,26,22,30,8,10,7,7,15,8,20,23,15,29,10,4,18,10,11,24,5,7,6,2,9,7,29,22
POR vs NOP,2023-02-28,0,231.0,0.429,0.475,0.167,0.484,18,20,27,19,25,22,28,12,18,18,30,17,29,27,30,12,20,23,30,11,10,22,29,23,12,18,6,21,18,28,18,2,7,12,30,29,7,8,29,21,26,28,30,17,10,8,24,12,15,9,27,8,2,6,11,18
POR vs HOU,2023-02-25,1,245.0,0.333,0.475,0.0,0.22,24,20,29,30,26,22,29,29,27,24,30,30,30,27,28,7,29,23,30,30,20,22,20,12,4,16,15,30,23,29,19,16,20,12,28,18,13,8,26,30,30,28,29,23,17,8,29,30,23,11,17,8,1,6,14,24
POR vs WAS,2023-02-13,0,227.0,0.6,0.491,0.6,0.464,8,19,8,22,20,16,11,23,12,17,17,28,30,26,19,20,20,19,12,17,14,22,4,5,4,18,18,10,28,29,19,25,9,11,22,26,6,8,8,19,22,28,23,27,3,8,5,7,13,9,9,20,1,6,6,15
POR vs LAL,2023-02-12,1,242.0,0.6,0.482,0.4,0.456,4,19,20,22,19,20,24,24,4,21,13,6,29,27,10,7,16,22,12,14,20,23,23,17,7,18,16,14,28,30,26,27,9,13,21,25,5,8,20,26,23,29,10,11,1,7,23,9,8,8,3,4,1,6,29,18
