MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
LAC vs MIN,2022-12-13,1,187.0,0.455,0.552,0.4,0.481,13,7,18,19,21,18,23,20,11,10,13,13,3,5,25,24,15,18,16,10,10,14,6,10,16,26,25,24,26,22,2,3,9,11,23,19,9,10,18,25,6,13,18,23,27,19,3,5,2,10,10,13,26,24,12,16
LAC vs BOS,2022-12-11,1,206.0,0.455,0.536,0.727,0.778,13,9,2,1,24,22,2,1,8,12,2,2,2,6,7,19,12,20,2,7,7,12,15,13,21,26,13,5,29,25,10,27,11,12,2,3,7,12,1,1,5,12,8,15,28,19,4,3,2,10,20,24,23,24,3,1
LAC vs SAC,2022-12-02,0,219.0,0.545,0.565,0.667,0.55,10,8,10,15,12,16,6,7,10,21,18,27,4,12,25,29,11,22,12,12,20,14,30,30,26,25,14,8,27,21,24,27,14,21,22,15,5,13,13,11,14,23,27,29,20,11,2,4,1,9,21,24,25,25,3,10
LAC vs IND,2022-11-26,1,214.0,0.545,0.55,0.778,0.611,5,7,2,7,10,21,3,8,7,20,23,22,12,16,28,27,14,22,12,9,25,17,5,4,26,26,12,18,22,22,5,17,12,18,6,4,3,12,11,11,14,21,26,24,7,8,15,23,6,16,20,19,25,26,11,12
LAC vs DEN,2022-11-24,0,218.0,0.636,0.579,0.6,0.611,3,5,7,5,8,19,12,15,9,18,15,11,13,10,19,14,15,21,9,5,26,15,20,26,26,27,23,21,16,18,13,22,11,16,24,26,4,14,8,1,17,17,20,18,9,8,5,2,7,19,19,23,24,25,20,24
LAC vs UTA,2022-11-20,1,235.0,0.727,0.588,0.636,0.667,2,4,4,2,5,18,6,5,10,23,1,1,13,13,6,3,14,23,2,3,18,19,18,10,24,25,26,28,8,17,18,3,9,17,2,2,9,14,8,11,15,22,4,2,10,9,12,13,11,20,18,13,24,25,12,21
LAC vs SAS,2022-11-18,1,216.0,0.636,0.563,0.2,0.375,3,6,27,24,16,23,30,29,16,24,23,10,14,13,21,18,19,26,10,3,15,17,13,18,23,25,28,29,13,18,19,15,9,17,17,13,16,18,17,12,16,24,17,9,14,11,17,12,16,20,29,25,23,24,29,28
LAC vs DET,2022-11-16,1,187.0,0.545,0.533,0.2,0.2,5,11,28,28,20,24,28,30,15,23,25,19,14,16,18,14,18,23,30,28,12,15,23,24,25,25,15,20,13,15,23,23,9,18,22,16,21,19,29,26,15,22,23,13,6,7,30,30,16,20,1,1,24,25,9,17
LAC vs BKN,2022-11-11,0,205.0,0.545,0.583,0.4,0.417,9,10,21,18,22,22,8,13,17,29,22,20,16,21,26,25,23,29,17,14,9,12,2,1,19,19,7,10,10,17,12,13,17,21,24,21,21,22,15,16,14,27,26,24,9,6,7,7,26,28,20,15,21,26,5,6
LAC vs LAL,2022-11-08,1,215.0,0.545,0.545,0.222,0.2,9,10,28,28,22,23,27,27,21,23,30,28,13,13,26,19,23,24,29,27,13,13,18,17,24,23,4,13,12,13,24,17,13,14,30,24,25,25,29,30,18,20,27,22,8,9,26,26,22,26,27,20,26,26,10,11
LAC vs CLE,2022-11-06,1,236.0,0.5,0.5,0.889,0.889,11,11,2,2,23,23,1,1,24,24,20,20,11,11,19,19,24,24,19,19,8,8,19,19,25,25,12,12,12,12,28,28,17,17,21,21,26,26,4,4,19,19,26,26,13,13,9,9,27,27,13,13,27,27,5,5
LAC vs UTA,2022-11-05,0,212.0,0.556,0.556,0.7,0.7,10,10,2,2,22,22,7,7,27,27,2,2,16,16,6,6,28,28,3,3,6,6,8,8,22,22,25,25,21,21,2,2,24,24,2,2,26,26,12,12,26,26,1,1,16,16,18,18,30,30,19,19,25,25,22,22
