MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
LAC vs POR,2023-04-07,1,261.0,0.5,0.525,0.2,0.413,17,13,27,26,15,19,29,25,22,24,27,23,23,19,26,29,16,25,27,24,23,21,3,17,21,16,14,20,10,19,13,24,21,14,19,9,3,3,29,13,25,27,19,28,4,13,30,17,18,14,25,9,22,18,16,8
LAC vs LAL,2023-04-04,1,243.0,0.5,0.519,0.7,0.519,16,13,3,13,17,18,7,16,18,24,13,8,23,17,16,6,10,24,21,16,24,21,17,16,23,18,13,15,6,17,18,25,17,15,26,26,2,3,25,26,23,25,24,14,4,14,9,10,18,15,1,1,24,18,22,20
LAC vs CHI,2023-03-26,1,236.0,0.625,0.52,0.778,0.486,12,11,5,20,9,17,4,12,30,20,28,26,30,15,24,20,30,25,25,21,30,20,12,18,1,18,5,11,20,18,9,10,30,15,29,30,9,6,2,11,30,23,28,24,8,15,9,4,28,14,30,27,24,17,4,5
LAC vs NOP,2023-03-24,0,241.0,0.75,0.527,0.556,0.493,9,10,12,16,6,14,9,10,30,19,29,22,29,12,23,16,30,25,18,10,30,20,25,24,1,18,9,21,20,18,20,2,30,13,26,28,13,6,8,19,30,22,28,18,10,16,16,11,26,14,29,10,17,17,6,16
LAC vs OKC,2023-03-22,1,232.0,0.556,0.521,0.8,0.5,10,11,2,15,9,17,5,10,27,19,16,9,24,12,12,15,28,25,25,20,29,19,28,22,2,16,8,4,19,18,8,6,28,13,12,12,29,7,20,16,26,23,9,4,18,17,27,22,19,14,15,20,16,17,3,6
LAC vs OKC,2023-03-20,0,201.0,0.556,0.528,0.636,0.493,12,11,5,16,15,17,8,10,28,18,7,8,26,11,9,13,30,25,13,19,29,19,28,22,5,17,15,5,15,19,2,4,30,13,9,12,26,5,22,15,29,23,4,3,20,17,26,22,17,12,7,20,8,15,4,6
LAC vs ORL,2023-03-17,0,221.0,0.5,0.529,0.3,0.4,20,12,26,26,18,17,25,26,29,22,16,28,30,16,15,21,30,25,25,27,28,18,22,17,2,15,19,24,25,21,17,15,29,13,22,27,24,5,30,23,30,25,16,24,15,17,17,18,21,14,9,5,5,15,17,16
LAC vs GSW,2023-03-14,1,260.0,0.375,0.522,0.636,0.522,25,12,4,12,18,17,9,13,28,23,5,2,28,16,4,10,29,26,1,1,27,18,14,27,10,16,30,30,26,21,6,16,29,12,1,1,13,6,8,3,29,24,3,8,5,17,26,13,18,14,20,30,4,15,6,10
LAC vs NYK,2023-03-10,1,201.0,0.286,0.515,0.75,0.574,27,12,3,6,20,19,3,7,21,14,11,7,25,9,8,2,19,25,25,28,24,16,23,24,23,20,21,4,17,19,27,30,22,12,7,7,13,6,10,22,26,19,14,5,5,17,6,24,9,11,10,4,4,15,29,22
LAC vs TOR,2023-03-07,1,208.0,0.286,0.507,0.571,0.485,25,12,9,16,22,20,19,15,15,12,28,19,23,9,22,16,12,23,23,24,27,14,13,7,26,19,8,1,11,18,4,1,16,11,26,19,14,6,26,28,26,16,17,3,10,17,28,27,5,12,28,9,2,16,23,18
LAC vs MEM,2023-03-04,1,264.0,0.286,0.5,0.571,0.613,21,14,10,6,23,21,9,5,8,11,20,24,23,9,18,3,7,22,19,20,23,14,4,3,24,20,1,7,12,15,8,7,8,10,11,22,13,7,26,24,15,15,8,12,9,17,29,20,6,12,21,15,3,17,22,30
LAC vs MIN,2023-02-27,0,209.0,0.333,0.524,0.286,0.492,22,10,22,14,21,18,25,22,24,12,18,3,29,10,19,23,22,22,10,8,24,14,3,4,3,19,21,28,23,16,17,4,23,10,10,11,4,5,12,18,29,17,16,11,4,17,10,4,24,13,28,16,3,18,23,23
LAC vs SAC,2023-02-23,0,351.0,0.667,0.541,0.5,0.569,10,8,10,8,15,16,19,7,28,16,2,8,30,9,10,27,28,23,9,8,23,14,18,29,1,17,21,9,22,18,11,21,24,11,6,8,6,7,19,10,28,17,7,26,13,20,5,3,28,15,2,12,7,19,3,8
LAC vs GSW,2023-02-13,1,258.0,0.6,0.525,0.6,0.509,8,11,8,16,6,20,8,17,18,18,10,6,20,8,21,14,28,25,2,1,7,14,24,27,1,17,23,28,14,20,18,16,12,12,2,1,7,6,1,3,18,17,16,13,17,21,2,13,20,15,30,30,7,21,22,12
LAC vs MIL,2023-02-09,0,225.0,0.727,0.534,0.9,0.691,2,8,1,2,3,18,2,6,3,10,11,19,8,5,2,1,14,23,16,18,10,14,14,9,7,19,20,20,9,14,19,26,7,10,2,5,4,6,19,18,7,13,14,14,10,21,9,23,5,11,18,21,3,20,30,29
LAC vs DAL,2023-02-07,0,214.0,0.727,0.544,0.5,0.527,2,8,13,12,6,17,14,14,4,11,19,18,7,5,24,29,16,23,26,30,8,15,28,26,8,19,7,2,13,14,22,24,7,9,5,3,4,6,16,15,7,14,23,27,12,21,23,19,8,12,6,2,3,20,19,27
LAC vs SAS,2023-01-25,1,238.0,0.455,0.52,0.2,0.292,14,10,27,27,22,21,28,30,12,17,17,23,6,8,16,21,21,24,7,7,14,16,26,25,14,22,12,22,13,23,17,18,14,10,27,26,10,6,25,23,9,18,10,10,18,20,17,17,12,14,24,28,19,23,11,26
LAC vs PHI,2023-01-16,0,230.0,0.3,0.511,0.636,0.628,24,13,4,6,23,20,11,6,27,23,7,26,24,9,20,28,27,25,4,17,25,16,2,14,4,22,15,8,13,18,18,8,23,14,9,18,11,9,13,4,25,20,14,28,23,22,9,11,23,14,14,18,17,23,5,3
LAC vs HOU,2023-01-14,1,221.0,0.3,0.5,0.1,0.238,23,14,30,30,23,23,30,28,21,24,25,30,20,10,15,7,25,25,23,30,27,17,23,19,8,20,19,30,11,20,25,13,18,14,8,11,9,9,22,28,24,18,23,23,23,22,27,30,14,14,22,11,13,23,30,24
LAC vs DEN,2023-01-12,0,218.0,0.3,0.512,0.818,0.683,23,13,1,2,23,21,1,5,17,23,1,13,18,9,8,21,22,24,1,2,20,17,15,21,9,21,24,17,9,21,8,16,16,14,12,29,10,9,1,1,21,18,12,26,22,23,1,2,7,13,21,25,10,24,15,25
LAC vs DAL,2023-01-09,1,214.0,0.3,0.5,0.8,0.561,22,12,2,9,22,22,12,11,16,21,15,17,15,8,24,29,19,21,27,29,16,15,13,25,17,24,3,2,11,21,27,17,10,10,5,4,8,10,15,15,17,17,24,27,20,23,12,16,9,10,4,2,8,24,15,27
LAC vs ATL,2023-01-07,0,220.0,0.333,0.512,0.333,0.462,23,12,23,22,21,24,20,25,26,21,23,15,27,10,23,16,25,21,22,21,21,17,8,12,11,25,1,3,14,21,23,17,20,11,27,27,8,10,22,27,27,18,22,5,13,23,12,19,23,11,27,26,4,24,6,3
LAC vs MIA,2023-01-01,0,210.0,0.6,0.553,0.7,0.514,6,8,4,13,5,14,10,20,14,13,23,25,8,8,26,26,19,19,15,16,11,12,30,29,24,27,6,4,16,22,1,3,10,11,4,7,3,7,24,23,20,14,15,19,15,20,22,26,19,12,28,25,9,24,10,2
LAC vs CHA,2022-12-20,1,231.0,0.5,0.563,0.2,0.258,15,8,28,29,19,18,30,28,27,24,23,23,9,5,11,6,27,24,24,14,18,15,14,13,7,25,1,9,25,25,13,10,11,13,19,18,11,12,26,30,15,14,8,4,30,23,28,29,20,11,15,18,22,24,18,25
LAC vs WAS,2022-12-16,1,195.0,0.545,0.548,0.1,0.379,8,7,29,23,17,19,27,25,9,11,13,24,1,2,24,16,11,20,11,12,8,13,12,3,21,26,5,4,20,21,8,22,7,10,21,21,13,11,11,18,4,10,17,17,30,22,7,14,6,9,8,23,20,25,26,23
LAC vs PHX,2022-12-14,0,206.0,0.545,0.567,0.455,0.571,6,6,15,9,15,18,17,5,8,10,4,9,1,3,7,20,11,18,2,5,8,13,6,8,20,24,17,3,23,22,12,14,7,10,6,11,11,11,12,6,5,11,2,8,30,21,17,15,3,9,20,28,23,25,18,6
