MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
ATL vs PHI,2023-04-06,0,267.0,0.636,0.513,0.5,0.65,4,14,10,3,10,16,16,4,2,4,5,14,2,10,4,27,7,19,8,18,8,12,4,13,18,3,30,11,14,21,6,10,15,28,7,16,18,21,21,1,4,3,8,30,14,9,10,7,3,22,4,7,4,3,2,1
ATL vs WAS,2023-04-04,1,250.0,0.6,0.506,0.2,0.43,11,15,27,23,14,19,24,23,10,5,22,22,7,10,21,14,18,19,17,14,11,12,19,10,9,3,9,16,21,22,23,23,19,28,16,24,20,21,11,17,10,2,17,20,16,9,13,7,7,22,29,24,5,3,21,14
ATL vs DAL,2023-04-01,1,262.0,0.444,0.494,0.3,0.474,20,17,24,20,18,19,22,16,21,5,16,16,14,13,25,30,25,19,18,27,13,12,23,28,5,3,15,2,28,21,29,27,29,29,6,3,23,20,8,9,18,2,21,29,20,9,15,15,7,23,23,5,7,3,5,23
ATL vs CLE,2023-03-27,1,238.0,0.5,0.493,0.778,0.632,12,16,3,5,13,18,6,2,10,4,30,20,8,11,30,25,19,19,30,16,9,12,16,15,5,3,2,11,26,21,23,13,23,29,29,22,17,20,16,13,8,2,28,25,14,9,11,6,10,24,22,19,8,3,11,19
ATL vs MEM,2023-03-25,0,242.0,0.5,0.5,0.727,0.63,13,14,1,6,14,18,3,4,9,3,2,14,10,11,12,4,16,19,5,14,10,12,10,3,6,3,11,7,25,20,2,3,24,29,5,14,14,20,6,22,10,2,1,7,10,9,4,17,12,24,16,15,10,3,24,30
ATL vs IND,2023-03-24,1,273.0,0.4,0.493,0.5,0.446,17,16,12,23,15,18,24,26,10,8,11,10,13,13,19,23,23,20,8,6,19,12,5,2,14,3,22,23,18,21,20,8,23,29,13,6,23,20,17,14,10,6,15,9,14,9,7,22,10,26,14,18,9,4,25,12
ATL vs DET,2023-03-20,1,236.0,0.4,0.493,0.1,0.222,22,16,30,30,19,19,28,28,13,10,25,28,15,12,18,20,23,20,22,26,18,13,18,27,7,3,23,25,15,20,19,17,25,29,23,17,24,20,25,21,11,5,21,17,8,9,27,29,21,26,27,3,9,4,26,21
ATL vs GSW,2023-03-16,1,246.0,0.5,0.493,0.636,0.514,13,16,4,13,15,21,6,15,9,10,7,2,18,15,5,10,22,20,3,1,22,12,17,27,13,3,30,29,15,19,9,16,27,29,2,1,6,20,4,3,16,4,7,8,3,9,15,13,14,27,20,30,3,4,6,11
ATL vs MIN,2023-03-12,0,251.0,0.556,0.5,0.429,0.5,7,14,22,14,11,17,19,20,8,6,30,11,21,15,30,24,17,19,30,12,20,12,5,4,9,3,5,28,10,19,19,5,23,29,29,13,3,20,10,17,15,4,30,19,3,9,14,4,17,26,30,19,5,4,30,23
ATL vs BOS,2023-03-10,0,259.0,0.625,0.507,0.5,0.687,6,13,11,2,7,17,15,2,10,5,13,2,21,13,8,7,17,17,14,7,18,12,7,7,12,3,17,8,6,16,22,29,23,28,6,2,1,19,15,7,16,3,9,14,3,9,20,16,14,26,23,25,6,4,22,3
