MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
CHI vs WAS,2023-02-25,1,184.0,0.25,0.45,0.571,0.475,24,24,9,20,13,16,8,18,15,22,17,27,2,22,21,21,15,21,13,15,16,21,7,7,25,9,27,13,11,11,16,22,23,30,19,23,30,17,5,14,9,22,23,26,24,6,1,7,12,24,28,22,22,5,2,15
CHI vs BKN,2023-02-23,1,218.0,0.25,0.441,0.429,0.586,25,24,16,7,23,21,18,9,16,23,24,27,3,23,26,30,21,22,25,14,20,21,16,1,24,9,8,12,11,11,26,24,21,30,12,22,30,17,5,2,8,21,26,29,25,6,24,2,14,25,17,29,13,5,8,10
CHI vs MIL,2023-02-15,0,212.0,0.364,0.448,1.0,0.702,20,24,1,3,16,21,2,6,13,24,21,25,4,23,3,2,10,22,28,19,18,20,21,13,28,11,7,20,8,11,25,26,23,30,7,6,27,15,13,16,9,23,25,19,10,6,9,23,13,25,21,23,11,5,30,29
CHI vs ORL,2023-02-12,0,191.0,0.455,0.464,0.545,0.404,17,22,4,26,13,17,15,26,8,25,5,26,2,24,7,18,8,21,11,29,19,20,18,16,27,10,25,23,9,11,4,15,22,30,20,26,29,15,16,21,8,24,6,25,9,5,21,19,11,25,1,5,14,5,24,14
CHI vs SAS,2023-02-05,1,232.0,0.625,0.481,0.111,0.264,14,20,30,28,5,18,30,30,29,26,25,24,27,26,23,23,28,24,14,5,22,19,28,25,4,5,10,22,22,12,24,20,30,30,28,29,22,8,25,25,29,25,21,11,2,5,19,15,28,26,29,28,9,5,17,28
CHI vs POR,2023-02-03,1,250.0,0.625,0.471,0.636,0.5,14,22,3,17,3,18,11,14,29,26,3,21,29,26,18,24,29,25,11,20,24,19,10,23,4,5,6,18,16,11,26,30,30,30,4,13,23,9,5,6,29,25,10,28,4,5,3,8,29,27,4,10,6,5,1,9
CHI vs CHA,2023-02-01,1,212.0,0.5,0.46,0.4,0.288,19,24,19,27,15,23,26,27,29,27,21,21,29,26,14,6,29,25,20,12,25,19,13,11,3,5,13,12,20,12,12,8,30,30,21,15,22,9,29,30,29,25,15,2,7,5,22,29,30,27,10,17,5,5,19,24
CHI vs LAC,2023-01-30,0,211.0,0.5,0.469,0.636,0.528,21,23,2,8,13,21,6,20,30,28,5,9,30,26,9,5,30,25,18,21,26,19,10,14,1,4,18,23,18,12,19,22,30,30,10,10,28,12,1,6,30,26,9,14,12,5,6,19,30,27,17,13,5,5,11,23
CHI vs ATL,2023-01-22,1,211.0,0.556,0.467,0.636,0.511,14,22,7,14,9,18,12,20,27,28,5,11,27,26,19,16,28,25,14,19,24,19,6,10,1,4,15,3,21,11,12,17,29,30,23,26,9,7,6,23,28,26,5,6,5,5,3,11,27,27,23,26,6,5,3,4
CHI vs GSW,2023-01-14,1,250.0,0.455,0.442,0.667,0.5,16,22,7,17,16,21,8,18,10,15,26,12,13,26,15,18,18,19,13,1,12,15,30,27,12,6,11,27,11,12,22,23,23,30,5,3,7,5,14,7,12,20,25,17,5,5,25,15,17,23,29,29,10,5,16,9
CHI vs OKC,2023-01-12,0,234.0,0.545,0.452,0.5,0.452,9,19,13,19,13,19,5,15,7,14,13,5,12,22,17,13,18,20,15,18,12,16,10,8,5,5,12,11,9,11,7,4,23,30,18,15,3,5,5,17,11,19,14,4,4,5,16,20,20,24,22,21,12,5,16,11
CHI vs UTA,2023-01-06,1,244.0,0.636,0.462,0.3,0.488,3,20,24,14,15,21,22,13,1,17,16,1,13,24,21,8,10,15,20,4,14,17,26,13,11,9,10,25,8,9,15,9,23,30,3,2,3,6,16,12,8,22,17,3,3,4,26,15,15,24,16,13,8,3,6,16
CHI vs BKN,2023-01-03,1,233.0,0.455,0.432,1.0,0.676,12,22,1,2,25,24,1,4,2,21,30,17,15,24,30,28,10,17,25,8,16,17,8,1,10,5,2,14,6,9,28,19,22,30,30,26,10,11,1,2,3,22,30,28,3,5,1,1,16,24,30,29,7,3,2,6
CHI vs CLE,2022-12-30,0,205.0,0.545,0.457,0.6,0.611,6,20,6,6,17,21,7,3,1,23,24,19,11,25,24,19,5,15,18,21,12,17,25,24,14,7,7,16,10,12,19,27,19,30,25,23,2,10,21,12,4,23,27,24,3,5,7,8,24,25,13,17,6,3,20,12
CHI vs DET,2022-12-29,1,250.0,0.5,0.441,0.2,0.243,12,21,29,30,19,23,29,29,11,25,13,7,24,25,11,8,12,18,24,25,21,17,27,28,4,6,24,22,22,15,22,15,25,30,16,11,3,11,16,16,22,25,19,6,4,6,25,28,27,24,2,1,8,5,14,20
CHI vs MIL,2022-12-27,1,232.0,0.5,0.424,0.5,0.667,11,23,11,2,19,23,21,8,11,26,22,28,26,26,6,6,7,16,22,24,25,18,27,9,6,4,25,18,17,15,28,30,26,30,12,7,2,10,22,16,22,25,20,23,2,5,17,23,28,25,17,22,10,5,16,26
CHI vs HOU,2022-12-25,0,251.0,0.556,0.438,0.333,0.281,11,22,23,28,15,22,22,27,22,26,29,30,28,25,10,8,15,17,30,30,25,18,10,17,3,8,19,29,19,13,13,9,27,30,25,15,4,11,30,28,26,25,23,23,2,6,30,30,27,25,18,6,8,4,19,19
CHI vs NYK,2022-12-15,0,205.0,0.333,0.407,0.6,0.536,24,22,7,12,17,17,3,13,27,29,18,16,28,27,7,5,27,22,22,25,21,14,26,19,3,6,9,11,19,14,26,22,30,30,18,13,17,13,19,26,28,25,17,12,6,7,22,25,26,23,12,11,7,3,4,7
CHI vs NYK,2022-12-13,0,248.0,0.444,0.423,0.556,0.519,18,22,13,13,13,17,4,13,27,30,28,17,28,26,16,4,22,24,28,26,17,15,27,20,2,5,3,4,19,14,30,20,29,30,24,13,14,12,24,30,26,25,27,11,8,10,23,25,26,24,19,9,9,3,4,7
CHI vs DAL,2022-12-09,1,259.0,0.5,0.417,0.4,0.52,18,24,18,13,16,20,13,8,30,30,20,25,30,27,29,30,29,27,19,29,25,17,15,28,1,5,6,1,25,18,21,9,30,30,4,5,13,16,6,14,30,26,26,28,14,15,7,13,28,25,14,10,10,3,30,29
CHI vs WAS,2022-12-06,1,226.0,0.333,0.391,0.3,0.458,25,25,25,19,23,21,20,23,27,30,13,19,29,27,14,12,27,25,12,13,24,14,3,3,1,7,2,3,28,17,14,27,30,30,12,22,17,16,19,22,27,25,12,16,15,15,16,13,27,22,16,25,17,3,23,22
CHI vs BOS,2022-11-20,1,228.0,0.333,0.375,0.9,0.813,26,24,1,1,21,22,1,1,28,24,5,7,25,22,17,23,23,20,7,10,11,13,9,11,9,16,2,3,28,14,27,30,29,29,3,3,19,16,7,3,26,23,16,20,11,15,5,3,28,17,20,22,6,3,2,2
CHI vs ORL,2022-11-17,0,215.0,0.3,0.4,0.4,0.267,24,23,22,26,22,21,19,25,22,17,20,19,20,19,12,7,21,19,24,28,13,13,11,9,22,20,27,26,19,11,30,29,27,27,26,24,20,15,17,24,20,17,24,20,9,15,5,8,23,12,12,7,4,3,13,11
CHI vs DEN,2022-11-12,0,229.0,0.5,0.462,0.667,0.667,13,15,8,6,7,12,12,16,16,11,29,20,17,15,23,22,16,16,14,7,8,7,27,27,22,21,2,16,16,8,25,19,28,26,30,27,6,12,1,1,24,12,28,27,9,20,1,1,22,9,30,28,2,2,27,25
CHI vs NOP,2022-11-08,0,226.0,0.5,0.5,0.5,0.5,9,10,14,14,10,10,7,7,2,2,12,14,2,2,14,14,3,4,9,9,3,3,26,26,27,27,10,8,3,3,6,6,13,14,29,30,10,10,6,5,2,2,14,15,21,21,2,2,1,1,20,24,3,3,21,21
CHI vs TOR,2022-11-06,1,208.0,0.455,0.455,0.6,0.6,11,11,6,6,11,11,4,4,2,2,6,6,2,2,9,9,5,5,12,12,3,3,8,8,26,26,4,4,3,3,1,1,14,14,10,10,9,9,12,12,2,2,8,8,22,22,21,21,1,1,8,8,3,3,17,17
CHI vs CHA,2022-11-01,1,194.0,0.5,0.5,0.429,0.429,7,7,17,17,14,14,13,13,5,5,15,15,7,7,10,10,12,12,9,9,14,14,14,14,20,20,16,16,2,2,17,17,19,19,22,22,12,12,7,7,7,7,12,12,23,23,13,13,2,2,16,16,3,3,27,27
