MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
CHI vs DET,2023-04-08,1,184.0,0.545,0.481,0.1,0.21,8,19,30,30,16,14,28,29,13,21,25,29,15,21,25,22,11,20,28,27,13,20,28,27,11,10,16,24,2,7,24,19,18,30,24,19,22,16,17,23,11,21,23,19,9,3,24,30,24,26,11,2,10,5,11,21
CHI vs ATL,2023-04-03,0,228.0,0.636,0.487,0.556,0.5,2,19,15,16,5,11,15,19,3,21,21,5,12,22,16,10,4,21,24,19,6,18,15,12,18,9,5,3,1,9,25,21,13,30,26,28,7,11,19,21,6,21,18,2,5,3,20,9,21,26,9,22,5,5,6,3
CHI vs MEM,2023-04-01,1,235.0,0.6,0.481,0.818,0.636,7,20,1,5,9,11,4,4,15,21,1,11,22,21,6,4,14,21,4,11,13,19,3,3,18,12,22,9,2,10,1,4,21,30,5,14,4,11,9,23,15,22,3,4,7,3,3,17,28,26,12,12,6,5,16,30
CHI vs LAL,2023-03-28,0,231.0,0.7,0.48,0.556,0.493,2,21,14,18,8,13,10,20,14,25,29,13,19,20,27,8,14,21,29,19,10,18,24,17,16,13,14,15,3,10,28,27,26,30,27,26,2,10,14,26,16,24,30,16,5,4,13,11,27,25,4,1,6,5,22,20
CHI vs PHI,2023-03-21,0,207.0,0.667,0.479,0.818,0.676,7,22,1,3,8,12,1,3,24,27,1,17,29,24,6,28,26,21,5,18,20,18,2,13,2,9,21,6,10,10,6,9,30,30,12,20,5,14,1,1,27,26,13,30,5,5,1,7,24,25,2,8,5,5,2,1
CHI vs MIA,2023-03-17,1,212.0,0.556,0.464,0.545,0.535,13,22,7,10,8,11,17,22,28,27,7,29,29,23,21,26,27,22,12,23,22,21,26,30,5,7,29,10,20,12,9,4,30,30,13,10,5,13,7,26,28,26,18,20,2,5,13,27,25,25,2,17,4,5,2,2
CHI vs MIN,2023-03-16,1,270.0,0.556,0.456,0.444,0.5,13,24,20,14,4,12,16,19,27,29,26,12,27,23,24,25,28,24,17,8,25,21,1,4,5,8,10,28,21,12,9,5,30,30,23,12,7,14,10,16,29,27,24,18,4,5,10,3,22,26,25,18,13,5,30,23
CHI vs SAC,2023-03-14,0,231.0,0.625,0.463,0.8,0.597,10,23,2,8,4,11,5,8,30,29,3,4,30,24,16,27,30,24,5,6,26,22,30,29,1,8,15,10,28,14,13,23,30,30,9,9,5,14,2,9,30,28,17,25,2,5,1,2,28,27,4,10,16,5,20,9
CHI vs IND,2023-03-04,0,247.0,0.375,0.453,0.5,0.438,16,22,16,25,13,16,19,25,12,20,28,13,7,22,29,25,11,21,17,6,18,20,6,2,16,10,5,23,8,11,19,8,20,30,21,6,19,16,10,12,5,22,28,11,17,6,8,25,9,23,29,18,18,5,11,10
CHI vs PHX,2023-03-02,0,229.0,0.375,0.46,0.667,0.54,16,22,13,9,9,14,7,9,16,20,29,21,10,21,24,10,14,20,24,3,17,20,24,10,25,11,3,15,10,11,19,13,24,30,29,19,18,14,19,7,14,21,29,9,13,6,14,24,18,23,29,26,17,5,19,12
