MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
LAL vs UTA,2023-04-08,1,245.0,0.8,0.519,0.273,0.457,2,14,23,22,4,16,24,22,14,9,6,8,9,6,1,5,18,15,8,11,13,17,9,7,15,15,29,28,21,25,29,30,28,26,11,5,6,25,29,19,21,13,8,10,4,10,18,19,1,1,5,11,22,20,21,15
LAL vs PHX,2023-04-06,1,228.0,0.7,0.513,0.7,0.563,4,14,4,9,9,19,8,9,14,8,17,18,14,6,16,11,20,15,12,4,16,17,1,8,14,15,6,13,21,25,22,15,29,26,22,17,15,27,9,6,23,13,17,9,2,10,18,22,1,1,12,27,25,20,12,10
LAL vs CHI,2023-03-25,0,226.0,0.7,0.5,0.667,0.479,5,14,8,21,6,19,7,12,19,11,25,26,16,6,27,22,18,18,29,21,22,16,12,18,16,17,6,9,27,26,10,10,21,26,28,30,23,27,2,12,24,13,27,26,19,11,8,5,2,1,30,25,16,20,4,5
LAL vs OKC,2023-03-23,1,227.0,0.6,0.493,0.727,0.493,8,15,2,15,6,20,9,11,17,9,9,7,16,5,5,12,20,16,17,20,23,17,28,20,17,16,15,4,26,26,3,4,24,26,8,11,23,26,22,17,22,11,2,1,22,10,27,23,4,1,12,20,13,19,3,6
LAL vs PHX,2023-03-21,1,233.0,0.6,0.486,0.556,0.535,7,18,12,11,5,21,5,9,18,9,23,28,16,6,23,16,20,16,17,5,19,15,11,10,17,16,4,10,26,27,20,16,16,24,22,21,20,27,15,6,18,11,24,14,24,11,11,21,4,1,28,28,13,19,8,10
LAL vs ORL,2023-03-18,1,216.0,0.545,0.479,0.4,0.408,7,18,20,26,9,21,23,26,12,7,17,26,5,6,13,16,11,15,21,26,14,16,25,16,25,16,21,25,18,25,6,13,11,23,20,27,29,27,28,24,9,11,14,25,24,11,10,18,4,1,13,5,13,19,20,15
LAL vs DAL,2023-03-16,0,221.0,0.6,0.486,0.333,0.5,6,16,25,14,10,22,19,14,19,7,25,14,12,5,30,30,20,15,29,29,14,16,30,28,20,17,3,2,26,24,29,24,12,23,10,3,26,26,5,10,20,12,27,28,26,11,19,14,7,2,18,4,7,19,23,25
LAL vs NYK,2023-03-11,0,220.0,0.75,0.493,0.667,0.565,3,17,3,8,8,22,5,8,24,11,8,6,11,8,3,2,19,15,23,28,11,14,23,24,20,16,20,4,26,28,27,30,24,26,8,7,18,26,17,22,23,14,12,5,21,11,11,25,10,4,7,3,9,19,29,22
LAL vs TOR,2023-03-09,1,234.0,0.714,0.485,0.5,0.478,4,17,10,17,12,22,21,16,25,11,20,18,9,7,12,16,21,15,11,24,16,15,9,7,15,14,13,1,27,29,2,1,22,25,17,19,19,26,23,27,21,14,5,3,28,12,29,28,8,4,22,12,15,20,19,18
LAL vs MEM,2023-03-06,1,215.0,0.714,0.477,0.571,0.603,5,18,10,7,9,24,10,6,19,10,20,23,8,6,22,4,16,13,17,18,9,15,7,3,14,17,1,7,25,26,4,6,18,24,12,22,20,26,21,24,22,10,11,12,22,11,27,20,6,3,26,15,25,20,17,30
LAL vs GSW,2023-03-04,1,218.0,0.571,0.469,0.75,0.531,10,20,2,11,14,24,3,11,16,9,2,3,4,5,1,11,15,14,1,1,7,15,26,27,19,17,28,29,21,25,8,16,17,24,1,1,20,26,11,4,17,10,4,7,21,11,15,13,3,2,13,30,21,20,9,11
LAL vs MIN,2023-03-02,0,212.0,0.714,0.476,0.333,0.5,6,20,22,15,11,24,23,20,20,6,30,5,5,5,27,24,17,14,30,8,6,15,8,4,18,17,13,28,25,25,15,3,21,25,27,12,16,25,17,18,22,10,30,15,21,10,17,4,4,3,30,16,21,20,30,23
LAL vs GSW,2023-02-22,1,235.0,0.429,0.458,0.429,0.5,15,23,15,16,17,24,16,18,15,5,9,6,8,7,26,16,13,14,2,1,14,16,29,28,14,14,17,28,28,27,18,20,23,24,6,1,21,26,1,3,14,10,13,15,11,10,3,12,6,4,30,30,27,20,26,13
LAL vs NOP,2023-02-14,1,222.0,0.4,0.448,0.4,0.517,19,23,19,15,21,24,20,9,15,7,20,14,3,6,20,11,14,14,18,11,22,19,19,23,21,15,13,23,26,27,8,2,22,25,25,29,22,26,20,19,11,10,20,16,27,10,13,11,2,4,19,8,26,18,12,17
LAL vs MIL,2023-02-08,0,221.0,0.5,0.455,0.889,0.685,17,23,2,3,20,24,2,6,13,7,20,22,10,9,9,1,13,14,26,21,20,16,20,13,12,13,13,19,24,26,25,27,14,23,7,5,23,26,16,16,13,15,24,17,23,8,6,23,2,4,24,21,28,18,30,29
LAL vs OKC,2023-02-06,0,263.0,0.5,0.463,0.444,0.472,13,21,21,21,21,24,16,12,13,7,23,14,7,9,25,16,12,14,22,20,20,16,24,12,7,12,2,6,24,27,11,8,15,24,20,18,24,26,6,13,11,16,22,8,26,9,11,19,1,4,30,23,28,18,8,8
LAL vs SAS,2023-01-24,1,217.0,0.545,0.458,0.2,0.298,10,21,28,27,14,24,27,30,2,5,20,24,8,9,21,25,12,13,8,7,18,16,26,26,5,13,13,22,9,24,23,19,15,23,29,27,25,26,21,23,4,12,16,13,7,6,9,13,6,6,23,28,18,13,15,29
LAL vs LAC,2023-01-23,0,248.0,0.6,0.468,0.4,0.51,10,21,18,11,11,24,22,22,12,10,21,19,12,9,17,7,20,14,24,24,17,15,21,16,5,13,6,23,16,26,18,21,21,26,22,11,28,26,17,6,13,16,18,17,7,6,25,21,10,7,18,13,17,11,21,23
LAL vs MEM,2023-01-19,1,243.0,0.6,0.444,1.0,0.705,11,23,1,3,11,22,1,2,14,9,10,16,14,11,3,3,17,14,18,16,17,17,1,3,10,14,11,9,18,25,2,9,25,27,22,21,25,27,13,20,16,17,9,11,4,6,6,14,16,9,12,12,18,11,30,30
LAL vs SAC,2023-01-17,0,227.0,0.6,0.455,0.7,0.571,9,22,5,10,12,24,3,9,14,8,8,21,12,10,27,28,14,15,5,11,17,16,24,30,19,15,8,5,24,27,19,27,24,28,13,9,22,27,2,10,16,15,17,29,3,6,2,3,19,8,21,18,19,12,6,13
LAL vs HOU,2023-01-15,1,272.0,0.6,0.442,0.091,0.233,9,23,30,30,12,24,30,28,17,14,18,30,16,12,8,6,11,14,15,30,21,18,18,19,21,17,28,30,26,29,16,12,24,29,5,11,18,27,26,28,20,17,11,20,4,6,26,30,24,10,19,9,20,13,29,24
LAL vs PHI,2023-01-14,0,225.0,0.6,0.452,0.636,0.619,7,22,5,7,13,24,9,6,18,19,3,26,14,13,18,28,14,16,4,16,24,18,3,14,22,15,15,7,26,30,16,8,24,27,6,16,19,26,8,4,21,19,9,28,6,6,8,11,19,9,9,18,18,13,2,3
LAL vs DAL,2023-01-11,0,234.0,0.6,0.463,0.7,0.548,9,19,4,9,12,23,17,12,9,12,14,18,13,13,25,29,12,15,28,29,25,18,12,25,24,17,4,2,26,27,28,17,20,28,4,4,11,24,16,16,17,18,24,27,3,6,14,18,16,7,3,2,16,11,17,27
LAL vs ATL,2023-01-05,1,244.0,0.545,0.447,0.444,0.474,6,21,21,19,18,25,10,21,1,13,26,14,7,12,26,16,4,15,26,20,12,16,9,13,29,16,1,3,23,28,29,18,11,28,28,25,9,26,14,27,3,21,26,5,5,6,11,17,14,7,26,26,16,10,3,4
LAL vs MIA,2023-01-03,1,221.0,0.5,0.432,0.7,0.526,12,22,4,12,20,25,9,18,10,13,21,24,14,11,27,26,8,14,15,15,20,16,30,29,22,16,6,4,29,29,1,3,21,26,6,7,9,26,22,23,18,19,16,19,5,7,20,26,23,7,29,25,13,8,11,2
LAL vs CHA,2022-12-22,0,264.0,0.455,0.419,0.182,0.25,15,23,28,29,24,24,30,28,1,17,6,22,9,16,2,6,4,19,11,13,4,13,6,14,14,11,2,12,16,23,4,9,20,28,12,17,20,27,26,29,3,20,1,2,6,11,28,29,2,6,4,15,9,10,20,25
LAL vs WAS,2022-12-17,1,236.0,0.5,0.429,0.091,0.367,14,22,29,24,11,18,27,25,11,25,7,18,14,20,19,12,13,23,7,12,7,14,9,3,5,5,8,11,20,24,4,18,21,28,15,19,26,30,13,19,14,26,9,15,5,12,9,14,5,9,4,23,17,10,26,23
LAL vs DEN,2022-12-15,1,234.0,0.545,0.407,0.667,0.63,7,22,7,6,13,21,6,11,3,25,26,22,5,19,29,26,5,23,11,7,4,15,18,22,18,4,5,14,17,25,25,23,18,28,29,28,20,30,7,1,5,24,29,29,5,14,1,1,1,7,27,27,11,10,25,24
LAL vs BOS,2022-12-12,0,240.0,0.545,0.423,0.727,0.75,6,22,2,1,13,21,2,1,3,23,4,2,2,17,9,14,6,23,3,5,4,15,11,10,22,6,16,8,16,25,9,25,18,28,3,2,21,28,3,2,5,22,9,15,8,13,4,4,1,7,14,21,8,8,3,1
LAL vs POR,2022-11-29,1,237.0,0.556,0.368,0.364,0.524,13,25,20,12,8,25,23,21,24,30,11,17,22,25,10,16,25,27,13,19,22,19,23,26,9,11,16,21,29,27,17,22,29,30,9,21,15,29,9,3,28,28,12,24,7,18,18,17,12,14,4,2,5,6,24,23
LAL vs IND,2022-11-27,0,231.0,0.556,0.389,0.7,0.579,13,25,3,9,12,24,6,12,27,30,16,16,29,27,22,25,26,27,8,7,24,20,3,3,10,11,16,18,28,25,1,10,29,30,5,4,15,28,19,14,28,28,19,21,4,17,20,24,10,17,14,15,2,5,9,11
LAL vs SAS,2022-11-19,1,215.0,0.444,0.286,0.182,0.353,21,27,27,24,25,26,30,29,26,30,11,4,23,27,14,15,28,29,4,2,23,21,9,17,3,5,30,30,30,25,14,12,30,30,9,6,15,30,17,12,24,28,7,4,8,23,18,16,19,25,25,23,11,10,28,28
LAL vs DET,2022-11-17,1,249.0,0.333,0.231,0.182,0.188,24,28,28,28,25,26,28,30,28,30,14,11,23,26,8,5,29,29,27,25,24,22,17,21,4,5,23,21,28,23,17,18,30,30,12,7,18,30,29,29,26,28,11,7,18,26,30,30,21,28,1,1,17,13,11,18
LAL vs BKN,2022-11-12,1,219.0,0.2,0.167,0.455,0.462,27,29,13,15,28,28,6,9,26,29,7,12,16,23,18,24,24,27,6,10,14,17,1,1,15,13,13,11,18,14,6,9,27,27,16,19,26,30,10,11,17,21,11,18,22,25,6,6,21,20,10,14,19,15,5,9
