MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
MIA vs ORL,2023-04-08,1,233.0,0.556,0.531,0.5,0.42,14,11,14,24,17,21,18,24,28,30,21,26,29,28,13,16,27,25,22,26,30,30,3,14,3,8,22,25,27,6,16,13,19,10,20,27,9,27,23,24,29,25,18,23,14,26,26,20,28,19,17,8,3,2,13,16
MIA vs DAL,2023-03-31,1,251.0,0.444,0.519,0.3,0.481,19,13,26,20,22,23,20,16,30,30,22,17,29,28,27,30,30,25,24,29,30,30,22,28,3,8,6,2,25,6,29,27,26,11,7,3,13,27,8,9,30,26,26,29,19,28,23,17,27,19,25,6,1,2,8,23
MIA vs BKN,2023-03-24,0,229.0,0.7,0.541,0.4,0.534,5,9,17,10,11,21,13,16,13,30,21,26,25,26,18,29,14,23,26,17,27,30,7,1,24,9,13,13,16,6,10,19,18,10,9,15,6,27,24,4,25,25,18,28,4,26,30,4,5,17,10,27,2,2,7,8
MIA vs NYK,2023-03-21,1,247.0,0.545,0.534,0.6,0.575,7,9,7,8,17,22,10,7,8,29,14,7,17,26,11,2,10,22,26,28,24,30,22,24,26,11,14,4,18,5,21,30,13,9,9,8,12,28,19,22,14,23,16,8,12,27,9,23,1,16,8,3,1,2,25,22
MIA vs MEM,2023-03-14,1,257.0,0.455,0.529,0.6,0.612,10,10,7,6,27,23,6,5,9,28,20,24,19,22,15,5,18,22,10,18,23,29,9,3,28,11,3,7,11,4,7,6,11,10,10,19,18,27,28,25,16,20,14,11,22,30,25,19,1,16,21,15,2,2,12,30
MIA vs UTA,2023-03-12,1,234.0,0.4,0.522,0.5,0.485,18,11,18,17,26,23,18,17,10,29,26,7,17,23,13,7,16,23,26,11,25,30,1,5,29,12,26,27,16,4,28,26,10,10,18,5,21,28,30,18,14,21,25,11,21,30,23,16,3,18,12,14,3,2,9,13
MIA vs CLE,2023-03-09,1,234.0,0.375,0.522,0.571,0.618,17,11,10,5,26,22,7,1,16,30,24,15,20,25,23,20,12,24,21,10,22,30,14,15,26,9,5,15,21,5,4,12,12,10,22,20,20,28,16,13,18,22,21,20,22,30,12,6,3,18,27,18,5,2,16,19
MIA vs CLE,2023-03-07,0,204.0,0.375,0.53,0.429,0.612,17,11,17,5,26,22,10,1,14,29,23,15,17,25,24,18,17,25,20,11,25,30,12,17,17,7,3,14,25,5,7,12,13,10,23,22,19,27,15,13,16,21,22,20,24,30,12,6,4,19,25,18,7,2,18,19
MIA vs ATL,2023-03-05,1,258.0,0.25,0.523,0.429,0.5,25,11,17,16,27,22,16,17,20,30,19,11,17,25,25,13,19,24,24,19,27,30,12,11,14,8,6,3,23,4,18,19,12,11,29,28,24,28,7,19,16,20,18,6,30,30,6,10,5,20,21,27,6,2,1,4
MIA vs ATL,2023-03-03,1,226.0,0.25,0.516,0.571,0.508,21,12,12,16,28,22,9,17,17,29,12,11,15,25,19,13,17,24,15,18,22,30,10,11,17,7,6,3,20,4,20,20,9,10,26,29,28,28,2,19,11,20,12,5,29,29,6,10,4,19,24,27,5,2,2,4
