MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
NOP vs NYK,2023-04-06,1,218.0,0.727,0.513,0.667,0.588,2,14,10,8,2,10,11,7,6,15,25,11,8,13,25,3,5,9,24,28,23,24,16,23,19,22,9,4,10,3,11,26,23,29,18,8,1,12,4,20,12,17,27,12,9,11,1,21,10,10,17,3,3,12,28,22
NOP vs MEM,2023-04-04,1,269.0,0.7,0.506,0.75,0.633,3,15,1,5,2,10,8,5,20,15,1,10,18,13,3,3,16,10,1,11,27,24,3,3,13,21,26,12,13,3,3,4,29,29,3,12,1,14,4,22,21,18,1,4,8,11,3,16,25,10,9,13,1,12,19,30
NOP vs SAC,2023-04-03,0,224.0,0.7,0.513,0.636,0.603,2,14,2,7,2,10,6,8,15,17,2,1,15,13,1,21,13,9,3,4,26,24,15,29,14,22,7,9,11,3,13,22,24,29,1,7,2,14,10,8,14,18,5,17,10,11,17,2,24,10,2,6,2,12,20,10
NOP vs LAC,2023-03-31,1,236.0,0.636,0.506,0.6,0.526,4,14,10,11,2,9,11,17,11,16,18,15,9,13,24,14,8,9,13,22,25,24,24,18,27,22,19,19,7,4,8,15,14,28,20,12,1,15,2,5,11,17,21,20,12,10,3,14,22,12,19,11,5,13,25,18
NOP vs CHA,2023-03-22,1,211.0,0.444,0.486,0.333,0.315,20,19,27,27,11,11,27,27,29,21,30,27,28,17,29,9,18,10,29,17,20,23,3,6,10,20,12,15,24,2,25,7,26,29,29,18,7,18,30,30,30,19,29,6,15,11,26,29,27,10,24,16,10,16,27,27
NOP vs SAS,2023-03-20,1,203.0,0.444,0.479,0.5,0.268,22,21,12,28,18,13,22,30,30,21,20,26,29,18,10,17,26,10,8,6,21,23,15,26,3,20,23,27,26,2,14,20,28,28,14,25,8,19,5,23,30,19,10,7,14,12,23,21,27,10,25,29,11,16,29,28
NOP vs LAL,2023-03-13,0,231.0,0.333,0.485,0.667,0.485,23,17,6,17,23,13,10,22,24,18,22,11,24,15,13,8,16,10,19,15,24,23,14,15,11,22,19,15,18,3,24,29,24,29,19,25,18,19,21,26,25,19,23,14,17,12,20,11,22,10,9,4,7,17,14,20
NOP vs POR,2023-03-11,1,237.0,0.25,0.478,0.333,0.463,28,19,22,22,25,15,28,24,27,20,13,17,26,14,21,27,24,12,17,22,26,23,8,21,10,22,19,18,22,4,7,27,28,29,6,10,25,20,13,8,26,20,17,29,19,12,18,10,25,10,5,6,7,16,8,6
NOP vs OKC,2023-03-10,0,206.0,0.286,0.485,0.333,0.47,27,18,19,21,25,13,17,10,29,23,1,10,28,15,4,17,26,14,4,20,28,23,27,18,5,18,14,5,20,3,2,5,29,29,3,13,26,20,20,14,28,23,1,4,16,12,23,19,28,12,8,20,7,17,11,7
NOP vs DAL,2023-03-07,1,219.0,0.143,0.477,0.429,0.515,29,19,17,12,27,14,12,12,29,20,18,13,26,15,30,30,26,13,28,29,29,24,27,28,6,19,4,2,12,2,20,24,29,29,7,3,28,20,2,9,28,19,27,27,20,11,9,14,21,9,11,3,8,17,20,26
