MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
OKC vs MEM,2023-04-08,1,215.0,0.455,0.481,0.727,0.63,14,19,2,5,21,15,5,3,8,5,2,6,11,13,4,2,25,21,2,9,29,22,5,2,9,5,18,12,5,3,3,2,10,12,4,11,26,18,7,22,5,1,5,4,30,24,3,16,1,14,13,13,5,6,14,30
OKC vs PHX,2023-04-01,0,246.0,0.545,0.487,0.5,0.545,7,17,14,9,20,13,17,10,5,4,16,20,4,13,12,11,20,20,11,3,27,21,1,8,13,5,8,13,7,3,18,14,9,11,23,20,28,18,18,7,2,1,7,11,28,24,26,23,5,17,20,28,1,6,11,9
OKC vs DET,2023-03-28,1,213.0,0.545,0.487,0.111,0.213,8,18,29,30,21,12,27,28,6,5,30,29,6,12,26,21,25,20,30,29,29,21,30,27,16,5,12,23,3,3,26,18,7,11,29,21,25,17,28,23,2,1,26,21,30,24,29,30,6,19,30,3,1,6,25,21
OKC vs CHA,2023-03-27,0,271.0,0.636,0.493,0.5,0.329,3,16,12,27,21,11,24,27,8,6,25,25,5,14,21,8,25,20,17,12,29,21,3,7,19,5,14,15,4,3,15,7,8,11,25,16,23,17,28,29,2,1,22,4,30,24,25,29,9,19,15,15,1,6,28,27
OKC vs PHX,2023-03-18,1,244.0,0.545,0.486,0.556,0.543,7,18,12,10,11,10,7,9,6,8,25,25,9,13,23,11,10,19,22,5,30,21,15,11,14,5,2,11,1,5,23,15,9,12,25,20,20,15,17,7,3,3,26,14,27,21,13,22,8,20,29,28,4,6,12,10
OKC vs BKN,2023-03-13,1,228.0,0.455,0.485,0.5,0.574,8,17,8,9,11,10,23,11,2,7,11,20,3,14,19,28,4,19,16,13,28,19,5,1,15,6,13,11,1,5,2,18,4,11,5,15,25,15,22,3,1,3,11,27,28,20,30,3,4,20,7,27,8,6,3,8
OKC vs GSW,2023-03-06,1,265.0,0.375,0.469,0.625,0.523,15,22,5,12,5,10,6,11,5,11,7,3,5,18,3,10,7,20,5,1,27,17,19,27,6,4,26,29,2,5,21,18,5,13,3,1,24,14,13,4,2,5,5,8,18,19,23,13,5,20,14,30,12,8,7,11
OKC vs UTA,2023-03-04,1,248.0,0.25,0.46,0.5,0.484,21,22,16,18,7,10,22,18,1,10,30,7,3,18,10,7,4,18,30,10,28,17,1,7,11,4,29,27,2,6,30,26,4,13,26,5,27,15,24,18,1,5,29,13,24,19,26,16,4,20,19,14,14,9,15,14
OKC vs UTA,2023-03-02,1,233.0,0.25,0.452,0.571,0.492,22,24,13,16,15,10,16,16,5,10,21,3,12,17,8,7,10,18,20,10,29,18,1,8,10,5,29,26,4,7,29,26,9,14,20,5,25,15,26,17,2,4,18,12,24,19,20,16,2,19,9,14,7,7,18,14
OKC vs LAL,2023-02-28,0,240.0,0.286,0.459,0.571,0.468,23,23,11,20,10,10,17,24,16,12,23,8,23,18,2,5,21,18,18,13,30,17,10,15,4,5,15,16,13,7,28,27,20,14,24,25,20,13,18,26,17,5,21,11,22,20,19,10,7,19,9,3,7,7,24,20
